contact_id,ticket_id,contact_sequence,contact_type,contact_date,staff_minutes
T02364-1,T02364,1,首次受理,2026-03-27,5.69
T02364-2,T02364,2,补充沟通,2026-03-27,3.07
T02365-1,T02365,1,首次受理,2026-03-27,10.46
T02365-2,T02365,2,补充沟通,2026-03-27,5.95
T02366-1,T02366,1,首次受理,2026-03-27,2.38
T02367-1,T02367,1,首次受理,2026-03-27,8.09
T02367-2,T02367,2,补充沟通,2026-03-27,11.61
T02368-1,T02368,1,首次受理,2026-03-27,7.78
T02368-2,T02368,2,补充沟通,2026-03-27,7.78
T02369-1,T02369,1,首次受理,2026-03-27,14.24
T02369-2,T02369,2,补充沟通,2026-03-27,7.17
T02370-1,T02370,1,首次受理,2026-03-27,2.89
T02371-1,T02371,1,首次受理,2026-03-27,3.07
T02372-1,T02372,1,首次受理,2026-03-27,14.56
T02372-2,T02372,2,补充沟通,2026-03-27,10.83
T02372-3,T02372,3,补充沟通,2026-03-27,17.64
T02372-4,T02372,4,补充沟通,2026-03-27,14.4
T02373-1,T02373,1,首次受理,2026-03-27,4.16
T02373-2,T02373,2,补充沟通,2026-03-27,11.33
T02374-1,T02374,1,首次受理,2026-03-27,9.54
T02375-1,T02375,1,首次受理,2026-03-27,6.9
T02375-2,T02375,2,补充沟通,2026-03-27,14.29
T02376-1,T02376,1,首次受理,2026-03-27,5.16
T02376-2,T02376,2,补充沟通,2026-03-27,7.3
T02377-1,T02377,1,首次受理,2026-03-27,3.97
T02378-1,T02378,1,首次受理,2026-03-27,7.96
T02379-1,T02379,1,首次受理,2026-03-27,17.78
T02379-2,T02379,2,补充沟通,2026-03-27,9.7
T02380-1,T02380,1,首次受理,2026-03-27,19.58
T02380-2,T02380,2,补充沟通,2026-03-27,16.59
T02380-3,T02380,3,补充沟通,2026-03-27,10.19
T02381-1,T02381,1,首次受理,2026-03-27,12.61
T02381-2,T02381,2,补充沟通,2026-03-27,6.17
T02382-1,T02382,1,首次受理,2026-03-27,9.32
T02383-1,T02383,1,首次受理,2026-03-27,12.34
T02383-2,T02383,2,补充沟通,2026-03-27,9.75
T02384-1,T02384,1,首次受理,2026-03-27,6.64
T02384-2,T02384,2,补充沟通,2026-03-27,7.15
T02385-1,T02385,1,首次受理,2026-03-27,10.93
T02385-2,T02385,2,补充沟通,2026-03-27,4.84
T02386-1,T02386,1,首次受理,2026-03-27,16.2
T02386-2,T02386,2,补充沟通,2026-03-27,16.54
T02387-1,T02387,1,首次受理,2026-03-27,7.23
T02388-1,T02388,1,首次受理,2026-03-27,9.66
T02389-1,T02389,1,首次受理,2026-03-27,3.04
T02390-1,T02390,1,首次受理,2026-03-27,2.31
T02391-1,T02391,1,首次受理,2026-03-27,12.84
T02391-2,T02391,2,补充沟通,2026-03-27,12.7
T02392-1,T02392,1,首次受理,2026-03-27,6.95
T02392-2,T02392,2,补充沟通,2026-03-27,11.79
T02392-3,T02392,3,补充沟通,2026-03-27,9.57
T02393-1,T02393,1,首次受理,2026-03-27,8.59
T02393-2,T02393,2,补充沟通,2026-03-27,3.61
T02394-1,T02394,1,首次受理,2026-03-27,7.96
T02394-2,T02394,2,补充沟通,2026-03-27,15.29
T02395-1,T02395,1,首次受理,2026-03-27,10.2
T02395-2,T02395,2,补充沟通,2026-03-27,6.5
T02396-1,T02396,1,首次受理,2026-03-27,4.65
T02397-1,T02397,1,首次受理,2026-03-27,6.41
T02398-1,T02398,1,首次受理,2026-03-27,5.77
T02399-1,T02399,1,首次受理,2026-03-27,12.84
T02399-2,T02399,2,补充沟通,2026-03-27,3.76
T02400-1,T02400,1,首次受理,2026-03-27,2.77
T02401-1,T02401,1,首次受理,2026-03-30,9.53
T02401-2,T02401,2,补充沟通,2026-03-30,7.61
T02401-3,T02401,3,补充沟通,2026-03-30,9.4
T02402-1,T02402,1,首次受理,2026-03-30,17.55
T02402-2,T02402,2,补充沟通,2026-03-30,19.48
T02402-3,T02402,3,补充沟通,2026-03-30,14.05
T02403-1,T02403,1,首次受理,2026-03-30,12.55
T02403-2,T02403,2,补充沟通,2026-03-30,6.68
T02403-3,T02403,3,补充沟通,2026-03-30,18.63
T02404-1,T02404,1,首次受理,2026-03-30,12.66
T02404-2,T02404,2,补充沟通,2026-03-30,18.48
T02405-1,T02405,1,首次受理,2026-03-30,5.58
T02406-1,T02406,1,首次受理,2026-03-30,7.62
T02406-2,T02406,2,补充沟通,2026-03-30,10.43
T02407-1,T02407,1,首次受理,2026-03-30,18.67
T02407-2,T02407,2,补充沟通,2026-03-30,19.32
T02408-1,T02408,1,首次受理,2026-03-30,9.78
T02408-2,T02408,2,补充沟通,2026-03-30,16.36
T02408-3,T02408,3,补充沟通,2026-03-30,9.99
T02408-4,T02408,4,补充沟通,2026-03-30,16.62
T02409-1,T02409,1,首次受理,2026-03-30,13.05
T02409-2,T02409,2,补充沟通,2026-03-30,15.86
T02410-1,T02410,1,首次受理,2026-03-30,10.89
T02410-2,T02410,2,补充沟通,2026-03-30,12.7
T02411-1,T02411,1,首次受理,2026-03-30,15.03
T02411-2,T02411,2,补充沟通,2026-03-30,7.26
T02412-1,T02412,1,首次受理,2026-03-30,9.5
T02413-1,T02413,1,首次受理,2026-03-30,3.58
T02414-1,T02414,1,首次受理,2026-03-30,12.35
T02414-2,T02414,2,补充沟通,2026-03-30,19.57
T02414-3,T02414,3,补充沟通,2026-03-30,12.5
T02415-1,T02415,1,首次受理,2026-03-30,10.52
T02415-2,T02415,2,补充沟通,2026-03-30,18.69
T02416-1,T02416,1,首次受理,2026-03-30,18.41
T02416-2,T02416,2,补充沟通,2026-03-30,4.43
T02416-3,T02416,3,补充沟通,2026-03-30,8.4
T02417-1,T02417,1,首次受理,2026-03-30,3.75
T02417-2,T02417,2,补充沟通,2026-03-30,13.39
T02418-1,T02418,1,首次受理,2026-03-30,9.97
T02418-2,T02418,2,补充沟通,2026-03-30,6.25
T02419-1,T02419,1,首次受理,2026-03-30,12.07
T02419-2,T02419,2,补充沟通,2026-03-30,15.41
T02420-1,T02420,1,首次受理,2026-03-30,7.46
T02420-2,T02420,2,补充沟通,2026-03-30,4.84
T02421-1,T02421,1,首次受理,2026-03-30,7.62
T02421-2,T02421,2,补充沟通,2026-03-30,2.05
T02422-1,T02422,1,首次受理,2026-03-30,6.43
T02423-1,T02423,1,首次受理,2026-03-30,12.12
T02423-2,T02423,2,补充沟通,2026-03-30,17.93
T02423-3,T02423,3,补充沟通,2026-03-30,16.28
T02423-4,T02423,4,补充沟通,2026-03-30,7.26
T02424-1,T02424,1,首次受理,2026-03-30,17.27
T02424-2,T02424,2,补充沟通,2026-03-30,12.06
T02425-1,T02425,1,首次受理,2026-03-30,17.84
T02425-2,T02425,2,补充沟通,2026-03-30,17.63
T02426-1,T02426,1,首次受理,2026-03-30,9.37
T02427-1,T02427,1,首次受理,2026-03-30,14.07
T02427-2,T02427,2,补充沟通,2026-03-30,14.24
T02428-1,T02428,1,首次受理,2026-03-30,14.33
T02428-2,T02428,2,补充沟通,2026-03-30,6.59
T02429-1,T02429,1,首次受理,2026-03-30,16.12
T02429-2,T02429,2,补充沟通,2026-03-30,19.67
T02430-1,T02430,1,首次受理,2026-03-30,19.22
T02430-2,T02430,2,补充沟通,2026-03-30,17.1
T02430-3,T02430,3,补充沟通,2026-03-30,14.41
T02431-1,T02431,1,首次受理,2026-03-30,17.41
T02431-2,T02431,2,补充沟通,2026-03-30,18.15
T02432-1,T02432,1,首次受理,2026-03-30,4.73
T02432-2,T02432,2,补充沟通,2026-03-30,10.11
T02433-1,T02433,1,首次受理,2026-03-30,19.01
T02433-2,T02433,2,补充沟通,2026-03-30,5.25
T02434-1,T02434,1,首次受理,2026-03-30,11.06
T02434-2,T02434,2,补充沟通,2026-03-30,19.19
T02435-1,T02435,1,首次受理,2026-03-30,6.17
T02435-2,T02435,2,补充沟通,2026-03-30,10.22
T02436-1,T02436,1,首次受理,2026-03-30,16.15
T02436-2,T02436,2,补充沟通,2026-03-30,15.62
T02437-1,T02437,1,首次受理,2026-03-30,6.84
T02437-2,T02437,2,补充沟通,2026-03-30,9.58
T02438-1,T02438,1,首次受理,2026-03-30,5.61
T02438-2,T02438,2,补充沟通,2026-03-30,12.38
T02438-3,T02438,3,补充沟通,2026-03-30,4.96
T02439-1,T02439,1,首次受理,2026-03-30,4.73
T02439-2,T02439,2,补充沟通,2026-03-30,17.83
T02439-3,T02439,3,补充沟通,2026-03-30,6.62
T02440-1,T02440,1,首次受理,2026-03-30,14.36
T02440-2,T02440,2,补充沟通,2026-03-30,19.55
T02440-3,T02440,3,补充沟通,2026-03-30,7.81
T02441-1,T02441,1,首次受理,2026-03-30,4.69
T02441-2,T02441,2,补充沟通,2026-03-30,7.73
T02442-1,T02442,1,首次受理,2026-03-30,17.46
T02442-2,T02442,2,补充沟通,2026-03-30,4.95
T02443-1,T02443,1,首次受理,2026-03-30,10.32
T02443-2,T02443,2,补充沟通,2026-03-30,17.59
T02444-1,T02444,1,首次受理,2026-03-30,2.96
T02444-2,T02444,2,补充沟通,2026-03-30,3.63
T02445-1,T02445,1,首次受理,2026-03-30,8.59
T02446-1,T02446,1,首次受理,2026-03-30,10.64
T02446-2,T02446,2,补充沟通,2026-03-30,17.35
T02446-3,T02446,3,补充沟通,2026-03-30,9.18
T02447-1,T02447,1,首次受理,2026-03-30,5.82
T02448-1,T02448,1,首次受理,2026-03-30,6.94
T02449-1,T02449,1,首次受理,2026-03-30,2.96
T02449-2,T02449,2,补充沟通,2026-03-30,4.82
T02450-1,T02450,1,首次受理,2026-03-30,7.55
T02451-1,T02451,1,首次受理,2026-03-30,5.08
T02451-2,T02451,2,补充沟通,2026-03-30,19.17
T02452-1,T02452,1,首次受理,2026-03-30,4.46
T02453-1,T02453,1,首次受理,2026-03-30,6.14
T02453-2,T02453,2,补充沟通,2026-03-30,7.94
T02454-1,T02454,1,首次受理,2026-03-30,13.13
T02454-2,T02454,2,补充沟通,2026-03-30,18.16
T02454-3,T02454,3,补充沟通,2026-03-30,7.16
T02455-1,T02455,1,首次受理,2026-03-30,7.26
T02455-2,T02455,2,补充沟通,2026-03-30,9.23
T02456-1,T02456,1,首次受理,2026-03-30,10.49
T02457-1,T02457,1,首次受理,2026-03-30,9.5
T02457-2,T02457,2,补充沟通,2026-03-30,10.98
T02457-3,T02457,3,补充沟通,2026-03-30,13.78
T02458-1,T02458,1,首次受理,2026-03-30,11.03
T02458-2,T02458,2,补充沟通,2026-03-30,16.89
T02458-3,T02458,3,补充沟通,2026-03-30,5.7
T02459-1,T02459,1,首次受理,2026-03-30,3.82
T02459-2,T02459,2,补充沟通,2026-03-30,9.56
T02460-1,T02460,1,首次受理,2026-03-30,8.71
T02461-1,T02461,1,首次受理,2026-03-30,6.56
T02461-2,T02461,2,补充沟通,2026-03-30,6.2
T02461-3,T02461,3,补充沟通,2026-03-30,7.2
T02462-1,T02462,1,首次受理,2026-03-30,5.84
T02463-1,T02463,1,首次受理,2026-03-30,10.25
T02464-1,T02464,1,首次受理,2026-03-30,9.35
T02465-1,T02465,1,首次受理,2026-03-30,5.25
T02465-2,T02465,2,补充沟通,2026-03-30,18.31
T02465-3,T02465,3,补充沟通,2026-03-30,16.22
T02466-1,T02466,1,首次受理,2026-03-30,3.65
T02466-2,T02466,2,补充沟通,2026-03-30,2.28
T02467-1,T02467,1,首次受理,2026-03-30,7.62
T02467-2,T02467,2,补充沟通,2026-03-30,13.4
T02468-1,T02468,1,首次受理,2026-03-30,5.72
T02468-2,T02468,2,补充沟通,2026-03-30,3.31
T02468-3,T02468,3,补充沟通,2026-03-30,4.08
T02469-1,T02469,1,首次受理,2026-03-30,9.88
T02469-2,T02469,2,补充沟通,2026-03-30,4.77
T02470-1,T02470,1,首次受理,2026-03-30,7.48
T02470-2,T02470,2,补充沟通,2026-03-30,9.93
T02470-3,T02470,3,补充沟通,2026-03-30,6.05
T02471-1,T02471,1,首次受理,2026-03-30,4.68
T02471-2,T02471,2,补充沟通,2026-03-30,11.42
T02472-1,T02472,1,首次受理,2026-03-30,4.24
T02473-1,T02473,1,首次受理,2026-03-30,8.62
T02474-1,T02474,1,首次受理,2026-03-30,5.74
T02474-2,T02474,2,补充沟通,2026-03-30,4.36
T02475-1,T02475,1,首次受理,2026-03-30,6.1
T02476-1,T02476,1,首次受理,2026-03-30,5.51
T02477-1,T02477,1,首次受理,2026-03-30,4.35
T02478-1,T02478,1,首次受理,2026-03-30,6.58
T02479-1,T02479,1,首次受理,2026-03-30,3.63
T02480-1,T02480,1,首次受理,2026-03-30,10.01
T02480-2,T02480,2,补充沟通,2026-03-30,6.04
T02481-1,T02481,1,首次受理,2026-03-30,18.24
T02481-2,T02481,2,补充沟通,2026-03-30,17.32
T02481-3,T02481,3,补充沟通,2026-03-30,15.75
T02482-1,T02482,1,首次受理,2026-03-30,7.8
T02482-2,T02482,2,补充沟通,2026-03-30,10.13
T02482-3,T02482,3,补充沟通,2026-03-30,15.15
T02482-4,T02482,4,补充沟通,2026-03-30,5.03
T02483-1,T02483,1,首次受理,2026-03-30,12.89
T02483-2,T02483,2,补充沟通,2026-03-30,6.62
T02484-1,T02484,1,首次受理,2026-03-30,11.76
T02484-2,T02484,2,补充沟通,2026-03-30,9.63
T02484-3,T02484,3,补充沟通,2026-03-30,12.2
T02485-1,T02485,1,首次受理,2026-03-30,8.1
T02486-1,T02486,1,首次受理,2026-03-30,10.37
T02486-2,T02486,2,补充沟通,2026-03-30,6.78
T02487-1,T02487,1,首次受理,2026-03-30,17.61
T02487-2,T02487,2,补充沟通,2026-03-30,17.68
T02488-1,T02488,1,首次受理,2026-03-30,9.83
T02488-2,T02488,2,补充沟通,2026-03-30,9.31
T02489-1,T02489,1,首次受理,2026-03-30,8.34
T02490-1,T02490,1,首次受理,2026-03-30,5.54
T02490-2,T02490,2,补充沟通,2026-03-30,14.94
T02490-3,T02490,3,补充沟通,2026-03-30,8.49
T02491-1,T02491,1,首次受理,2026-03-30,12.67
T02491-2,T02491,2,补充沟通,2026-03-30,19.66
T02492-1,T02492,1,首次受理,2026-03-30,6.97
T02493-1,T02493,1,首次受理,2026-03-30,7.68
T02494-1,T02494,1,首次受理,2026-03-30,5.76
T02494-2,T02494,2,补充沟通,2026-03-30,5.15
T02495-1,T02495,1,首次受理,2026-03-30,16.21
T02495-2,T02495,2,补充沟通,2026-03-30,14.32
T02495-3,T02495,3,补充沟通,2026-03-30,18.54
T02496-1,T02496,1,首次受理,2026-03-30,4.68
T02496-2,T02496,2,补充沟通,2026-03-30,4.7
T02497-1,T02497,1,首次受理,2026-03-30,19.63
T02497-2,T02497,2,补充沟通,2026-03-30,13.61
T02498-1,T02498,1,首次受理,2026-03-30,17.12
T02498-2,T02498,2,补充沟通,2026-03-30,11.04
T02498-3,T02498,3,补充沟通,2026-03-30,8.69
T02499-1,T02499,1,首次受理,2026-03-30,12.12
T02499-2,T02499,2,补充沟通,2026-03-30,12.48
T02500-1,T02500,1,首次受理,2026-03-30,6.52
T02501-1,T02501,1,首次受理,2026-03-30,4.04
T02502-1,T02502,1,首次受理,2026-03-30,11.51
T02502-2,T02502,2,补充沟通,2026-03-30,7.71
T02503-1,T02503,1,首次受理,2026-03-30,10.18
T02503-2,T02503,2,补充沟通,2026-03-30,5.47
T02504-1,T02504,1,首次受理,2026-03-30,2.34
T02505-1,T02505,1,首次受理,2026-03-30,4.28
T02506-1,T02506,1,首次受理,2026-03-30,4.24
T02507-1,T02507,1,首次受理,2026-03-30,11.0
T02507-2,T02507,2,补充沟通,2026-03-30,16.92
T02508-1,T02508,1,首次受理,2026-03-30,10.21
T02509-1,T02509,1,首次受理,2026-03-30,3.15
T02509-2,T02509,2,补充沟通,2026-03-30,5.41
T02510-1,T02510,1,首次受理,2026-03-30,4.52
T02510-2,T02510,2,补充沟通,2026-03-30,18.62
T02511-1,T02511,1,首次受理,2026-03-30,3.3
T02512-1,T02512,1,首次受理,2026-03-30,8.89
T02513-1,T02513,1,首次受理,2026-03-30,3.3
T02513-2,T02513,2,补充沟通,2026-03-30,9.77
T02513-3,T02513,3,补充沟通,2026-03-30,4.14
T02514-1,T02514,1,首次受理,2026-03-30,6.2
T02514-2,T02514,2,补充沟通,2026-03-30,10.29
T02514-3,T02514,3,补充沟通,2026-03-30,6.73
T02515-1,T02515,1,首次受理,2026-03-30,13.53
T02515-2,T02515,2,补充沟通,2026-03-30,10.66
T02515-3,T02515,3,补充沟通,2026-03-30,16.95
T02516-1,T02516,1,首次受理,2026-03-30,4.84
T02516-2,T02516,2,补充沟通,2026-03-30,4.07
T02517-1,T02517,1,首次受理,2026-03-30,2.27
T02517-2,T02517,2,补充沟通,2026-03-30,5.54
T02518-1,T02518,1,首次受理,2026-03-30,2.08
T02519-1,T02519,1,首次受理,2026-03-30,10.85
T02519-2,T02519,2,补充沟通,2026-03-30,10.21
T02520-1,T02520,1,首次受理,2026-03-30,8.79
T02521-1,T02521,1,首次受理,2026-03-31,13.3
T02521-2,T02521,2,补充沟通,2026-03-31,8.97
T02522-1,T02522,1,首次受理,2026-03-31,9.29
T02522-2,T02522,2,补充沟通,2026-03-31,9.1
T02522-3,T02522,3,补充沟通,2026-03-31,13.53
T02523-1,T02523,1,首次受理,2026-03-31,5.84
T02523-2,T02523,2,补充沟通,2026-03-31,18.89
T02524-1,T02524,1,首次受理,2026-03-31,9.87
T02524-2,T02524,2,补充沟通,2026-03-31,14.69
T02525-1,T02525,1,首次受理,2026-03-31,8.09
T02525-2,T02525,2,补充沟通,2026-03-31,9.26
T02525-3,T02525,3,补充沟通,2026-03-31,9.31
T02526-1,T02526,1,首次受理,2026-03-31,12.87
T02526-2,T02526,2,补充沟通,2026-03-31,14.67
T02527-1,T02527,1,首次受理,2026-03-31,3.91
T02527-2,T02527,2,补充沟通,2026-03-31,12.68
T02528-1,T02528,1,首次受理,2026-03-31,3.96
T02529-1,T02529,1,首次受理,2026-03-31,4.42
T02530-1,T02530,1,首次受理,2026-03-31,19.15
T02530-2,T02530,2,补充沟通,2026-03-31,4.74
T02531-1,T02531,1,首次受理,2026-03-31,3.65
T02532-1,T02532,1,首次受理,2026-03-31,10.72
T02532-2,T02532,2,补充沟通,2026-03-31,13.82
T02532-3,T02532,3,补充沟通,2026-03-31,14.76
T02533-1,T02533,1,首次受理,2026-03-31,10.6
T02533-2,T02533,2,补充沟通,2026-03-31,5.14
T02534-1,T02534,1,首次受理,2026-03-31,8.19
T02534-2,T02534,2,补充沟通,2026-03-31,5.57
T02535-1,T02535,1,首次受理,2026-03-31,7.54
T02535-2,T02535,2,补充沟通,2026-03-31,18.86
T02535-3,T02535,3,补充沟通,2026-03-31,13.72
T02535-4,T02535,4,补充沟通,2026-03-31,16.37
T02536-1,T02536,1,首次受理,2026-03-31,7.64
T02536-2,T02536,2,补充沟通,2026-03-31,16.54
T02536-3,T02536,3,补充沟通,2026-03-31,19.78
T02537-1,T02537,1,首次受理,2026-03-31,9.38
T02537-2,T02537,2,补充沟通,2026-03-31,12.58
T02538-1,T02538,1,首次受理,2026-03-31,6.98
T02539-1,T02539,1,首次受理,2026-03-31,4.31
T02539-2,T02539,2,补充沟通,2026-03-31,7.64
T02540-1,T02540,1,首次受理,2026-03-31,8.69
T02541-1,T02541,1,首次受理,2026-03-31,12.53
T02541-2,T02541,2,补充沟通,2026-03-31,12.26
T02542-1,T02542,1,首次受理,2026-03-31,10.53
T02542-2,T02542,2,补充沟通,2026-03-31,15.17
T02543-1,T02543,1,首次受理,2026-03-31,10.9
T02543-2,T02543,2,补充沟通,2026-03-31,19.56
T02544-1,T02544,1,首次受理,2026-03-31,8.97
T02545-1,T02545,1,首次受理,2026-03-31,6.63
T02545-2,T02545,2,补充沟通,2026-03-31,16.5
T02546-1,T02546,1,首次受理,2026-03-31,3.42
T02547-1,T02547,1,首次受理,2026-03-31,9.98
T02547-2,T02547,2,补充沟通,2026-03-31,9.85
T02548-1,T02548,1,首次受理,2026-03-31,6.38
T02548-2,T02548,2,补充沟通,2026-03-31,4.74
T02548-3,T02548,3,补充沟通,2026-03-31,12.71
T02549-1,T02549,1,首次受理,2026-03-31,8.97
T02549-2,T02549,2,补充沟通,2026-03-31,9.32
T02550-1,T02550,1,首次受理,2026-03-31,5.32
T02550-2,T02550,2,补充沟通,2026-03-31,6.95
T02551-1,T02551,1,首次受理,2026-03-31,13.82
T02551-2,T02551,2,补充沟通,2026-03-31,11.0
T02552-1,T02552,1,首次受理,2026-03-31,13.66
T02552-2,T02552,2,补充沟通,2026-03-31,15.4
T02552-3,T02552,3,补充沟通,2026-03-31,19.22
T02553-1,T02553,1,首次受理,2026-03-31,3.63
T02553-2,T02553,2,补充沟通,2026-03-31,3.49
T02554-1,T02554,1,首次受理,2026-03-31,8.51
T02555-1,T02555,1,首次受理,2026-03-31,8.38
T02555-2,T02555,2,补充沟通,2026-03-31,12.01
T02556-1,T02556,1,首次受理,2026-03-31,4.93
T02556-2,T02556,2,补充沟通,2026-03-31,8.0
T02557-1,T02557,1,首次受理,2026-03-31,2.47
T02558-1,T02558,1,首次受理,2026-03-31,15.28
T02558-2,T02558,2,补充沟通,2026-03-31,17.57
T02559-1,T02559,1,首次受理,2026-03-31,5.01
T02560-1,T02560,1,首次受理,2026-03-31,11.13
T02560-2,T02560,2,补充沟通,2026-03-31,10.83
T02560-3,T02560,3,补充沟通,2026-03-31,16.18
T02561-1,T02561,1,首次受理,2026-03-31,7.44
T02562-1,T02562,1,首次受理,2026-03-31,9.64
T02563-1,T02563,1,首次受理,2026-03-31,4.87
T02564-1,T02564,1,首次受理,2026-03-31,8.38
T02565-1,T02565,1,首次受理,2026-03-31,5.65
T02565-2,T02565,2,补充沟通,2026-03-31,6.94
T02566-1,T02566,1,首次受理,2026-03-31,5.23
T02566-2,T02566,2,补充沟通,2026-03-31,6.36
T02567-1,T02567,1,首次受理,2026-03-31,13.1
T02567-2,T02567,2,补充沟通,2026-03-31,18.1
T02567-3,T02567,3,补充沟通,2026-03-31,15.68
T02568-1,T02568,1,首次受理,2026-03-31,10.99
T02568-2,T02568,2,补充沟通,2026-03-31,4.75
T02569-1,T02569,1,首次受理,2026-03-31,4.54
T02570-1,T02570,1,首次受理,2026-03-31,9.64
T02571-1,T02571,1,首次受理,2026-03-31,3.03
T02572-1,T02572,1,首次受理,2026-03-31,9.27
T02573-1,T02573,1,首次受理,2026-03-31,8.6
T02573-2,T02573,2,补充沟通,2026-03-31,8.68
T02574-1,T02574,1,首次受理,2026-03-31,5.03
T02575-1,T02575,1,首次受理,2026-03-31,9.68
T02576-1,T02576,1,首次受理,2026-03-31,3.89
T02576-2,T02576,2,补充沟通,2026-03-31,14.8
T02576-3,T02576,3,补充沟通,2026-03-31,16.04
T02576-4,T02576,4,补充沟通,2026-03-31,4.15
T02577-1,T02577,1,首次受理,2026-03-31,8.97
T02577-2,T02577,2,补充沟通,2026-03-31,7.13
T02578-1,T02578,1,首次受理,2026-03-31,10.28
T02579-1,T02579,1,首次受理,2026-03-31,9.69
T02580-1,T02580,1,首次受理,2026-03-31,10.99
T02581-1,T02581,1,首次受理,2026-03-31,3.88
T02581-2,T02581,2,补充沟通,2026-03-31,7.68
T02581-3,T02581,3,补充沟通,2026-03-31,14.98
T02582-1,T02582,1,首次受理,2026-03-31,7.2
T02582-2,T02582,2,补充沟通,2026-03-31,3.77
T02583-1,T02583,1,首次受理,2026-03-31,4.72
T02584-1,T02584,1,首次受理,2026-03-31,6.66
T02585-1,T02585,1,首次受理,2026-03-31,9.24
T02585-2,T02585,2,补充沟通,2026-03-31,11.51
T02585-3,T02585,3,补充沟通,2026-03-31,19.55
T02586-1,T02586,1,首次受理,2026-03-31,7.82
T02587-1,T02587,1,首次受理,2026-03-31,9.3
T02588-1,T02588,1,首次受理,2026-03-31,13.16
T02588-2,T02588,2,补充沟通,2026-03-31,6.44
T02588-3,T02588,3,补充沟通,2026-03-31,19.62
T02589-1,T02589,1,首次受理,2026-03-31,7.43
T02589-2,T02589,2,补充沟通,2026-03-31,4.99
T02590-1,T02590,1,首次受理,2026-03-31,8.81
T02591-1,T02591,1,首次受理,2026-03-31,8.35
T02591-2,T02591,2,补充沟通,2026-03-31,16.65
T02591-3,T02591,3,补充沟通,2026-03-31,7.83
T02592-1,T02592,1,首次受理,2026-03-31,17.86
T02592-2,T02592,2,补充沟通,2026-03-31,9.03
T02593-1,T02593,1,首次受理,2026-03-31,9.63
T02593-2,T02593,2,补充沟通,2026-03-31,10.03
T02593-3,T02593,3,补充沟通,2026-03-31,5.81
T02594-1,T02594,1,首次受理,2026-03-31,9.61
T02595-1,T02595,1,首次受理,2026-03-31,2.36
T02595-2,T02595,2,补充沟通,2026-03-31,3.84
T02596-1,T02596,1,首次受理,2026-03-31,4.62
T02597-1,T02597,1,首次受理,2026-03-31,10.05
T02598-1,T02598,1,首次受理,2026-03-31,5.44
T02599-1,T02599,1,首次受理,2026-03-31,7.2
T02600-1,T02600,1,首次受理,2026-03-31,14.41
T02600-2,T02600,2,补充沟通,2026-03-31,8.37
T02601-1,T02601,1,首次受理,2026-03-31,4.67
T02602-1,T02602,1,首次受理,2026-03-31,19.54
T02602-2,T02602,2,补充沟通,2026-03-31,14.1
T02603-1,T02603,1,首次受理,2026-03-31,5.9
T02604-1,T02604,1,首次受理,2026-03-31,9.48
T02604-2,T02604,2,补充沟通,2026-03-31,5.83
T02604-3,T02604,3,补充沟通,2026-03-31,17.66
T02605-1,T02605,1,首次受理,2026-03-31,18.53
T02605-2,T02605,2,补充沟通,2026-03-31,13.1
T02606-1,T02606,1,首次受理,2026-03-31,8.52
T02606-2,T02606,2,补充沟通,2026-03-31,10.0
T02607-1,T02607,1,首次受理,2026-03-31,10.21
T02607-2,T02607,2,补充沟通,2026-03-31,8.94
T02607-3,T02607,3,补充沟通,2026-03-31,16.7
T02608-1,T02608,1,首次受理,2026-03-31,11.88
T02608-2,T02608,2,补充沟通,2026-03-31,9.26
T02609-1,T02609,1,首次受理,2026-03-31,7.27
T02610-1,T02610,1,首次受理,2026-03-31,17.55
T02610-2,T02610,2,补充沟通,2026-03-31,16.62
T02611-1,T02611,1,首次受理,2026-03-31,7.85
T02611-2,T02611,2,补充沟通,2026-03-31,6.59
T02612-1,T02612,1,首次受理,2026-03-31,4.99
T02613-1,T02613,1,首次受理,2026-03-31,2.02
T02614-1,T02614,1,首次受理,2026-03-31,5.67
T02614-2,T02614,2,补充沟通,2026-03-31,13.23
T02615-1,T02615,1,首次受理,2026-03-31,4.61
T02616-1,T02616,1,首次受理,2026-03-31,4.24
T02617-1,T02617,1,首次受理,2026-03-31,17.61
T02617-2,T02617,2,补充沟通,2026-03-31,17.19
T02618-1,T02618,1,首次受理,2026-03-31,5.36
T02619-1,T02619,1,首次受理,2026-03-31,4.92
T02619-2,T02619,2,补充沟通,2026-03-31,18.19
T02619-3,T02619,3,补充沟通,2026-03-31,16.19
T02620-1,T02620,1,首次受理,2026-03-31,10.09
T02621-1,T02621,1,首次受理,2026-03-31,14.0
T02621-2,T02621,2,补充沟通,2026-03-31,17.38
T02622-1,T02622,1,首次受理,2026-03-31,19.09
T02622-2,T02622,2,补充沟通,2026-03-31,4.4
T02622-3,T02622,3,补充沟通,2026-03-31,19.74
T02623-1,T02623,1,首次受理,2026-03-31,16.22
T02623-2,T02623,2,补充沟通,2026-03-31,13.4
T02624-1,T02624,1,首次受理,2026-03-31,11.5
T02624-2,T02624,2,补充沟通,2026-03-31,10.13
T02625-1,T02625,1,首次受理,2026-03-31,11.9
T02625-2,T02625,2,补充沟通,2026-03-31,17.65
T02625-3,T02625,3,补充沟通,2026-03-31,8.58
T02626-1,T02626,1,首次受理,2026-03-31,13.38
T02626-2,T02626,2,补充沟通,2026-03-31,5.56
