ticket_id,person_id,date,arrival_period,window_id,business_code,appointment,wait_minutes,service_minutes,abandoned,completed_same_day,wait_unit,export_revision
T04223,P1574,2026-04-20,下午,A1,case,0,23.48,7.83,0,1,minute,1
T04224,P0764,2026-04-20,上午,A2,basic,0,2.42,3.57,0,1,minute,1
T04225,P1212,2026-04-20,下午,A1,case,0,15.48,14.62,0,0,minute,1
T04226,P1644,2026-04-20,上午,A2,case,0,41.73,32.29,0,1,minute,1
T04227,P2517,2026-04-20,下午,A1,case,1,9.76,13.12,0,0,minute,1
T04228,P0039,2026-04-20,上午,A2,case,0,8.36,12.89,0,0,minute,1
T04229,P1951,2026-04-20,下午,A1,case,0,10.98,3.08,0,1,minute,1
T04230,P1988,2026-04-20,下午,A2,basic,0,65.36,2.66,0,1,minute,1
T04231,P1424,2026-04-20,上午,A1,case,0,56.13,18.99,0,1,minute,1
T04232,P2483,2026-04-20,下午,A2,case,0,19.55,21.19,0,1,minute,1
T04233,P2188,2026-04-20,下午,A1,case,1,19.36,6.48,0,1,minute,1
T04234,P1804,2026-04-20,下午,A2,case,0,12.54,4.26,0,1,minute,1
T04235,P1452,2026-04-20,上午,A1,case,0,11.17,37.72,0,1,minute,1
T04236,P0132,2026-04-20,上午,A2,case,0,39.55,24.04,0,0,minute,1
T04237,P0912,2026-04-20,下午,A1,case,0,-1,12.33,0,1,minute,1
T04238,P2361,2026-04-20,上午,A2,case,0,30.24,20.04,0,1,minute,1
T04239,P0761,2026-04-20,下午,A1,basic,1,277.8,5.41,0,1,second,1
T04240,P2151,2026-04-20,上午,A2,case,0,13.26,42.08,0,1,minute,1
T04241,P0964,2026-04-20,上午,B1,case,1,27.63,,1,0,minute,1
T04242,P1976,2026-04-20,上午,B2,case,0,19.34,25.64,0,0,minute,1
T04243,P0161,2026-04-20,下午,B1,basic,1,4.88,7.26,0,1,minute,1
T04244,P0756,2026-04-20,下午,B2,basic,1,4.01,2.54,0,1,minute,1
T04245,P2046,2026-04-20,上午,B1,case,1,12.43,16.41,0,1,minute,1
T04246,P2088,2026-04-20,下午,B2,basic,0,8.58,9.34,0,1,minute,1
T04247,P2140,2026-04-20,下午,B1,case,0,14.09,12.36,0,1,minute,1
T04248,P1464,2026-04-20,上午,B2,basic,1,7.69,9.71,0,0,minute,1
T04249,P1571,2026-04-20,上午,B1,case,0,34.04,,1,0,minute,1
T04250,P1705,2026-04-20,上午,B2,basic,0,25.56,,1,0,minute,1
T04251,P1351,2026-04-20,上午,B1,basic,0,6.1,11.45,0,1,minute,1
T04252,P0476,2026-04-20,上午,B2,case,0,61.35,20.76,0,1,minute,1
T04252,P0476,2026-04-20,上午,B2,case,0,61.35,20.76,0,1,minute,1
T04253,P2071,2026-04-20,上午,B1,basic,0,15.51,12.79,0,1,minute,1
T04254,P1394,2026-04-20,上午,B2,basic,0,20.14,2.96,0,1,minute,1
T04255,P1960,2026-04-20,下午,B1,basic,1,4.56,5.91,0,1,minute,1
T04256,P0522,2026-04-20,上午,B2,basic,1,8.56,7.55,0,1,minute,1
T04257,P2011,2026-04-20,上午,B1,basic,0,8.82,7.74,0,1,minute,1
T04258,P1844,2026-04-20,上午,B2,basic,1,69.03,,1,0,minute,1
T04259,P0477,2026-04-20,上午,B1,case,0,56.07,21.15,0,1,minute,1
T04260,P2421,2026-04-20,下午,B2,basic,0,8.9,8.52,0,1,minute,1
T04261,P0989,2026-04-20,上午,B1,basic,0,12.54,9.46,0,1,minute,1
T04262,P1755,2026-04-20,下午,B2,basic,1,4.98,3.52,0,1,minute,1
T04262,P1755,2026-04-20,下午,B2,basic,1,4.48,3.52,0,1,minute,2
T04263,P1295,2026-04-20,上午,B1,,1,12.66,3.53,0,1,minute,1
T04264,P0994,2026-04-20,上午,B2,basic,1,7.39,15.36,0,0,minute,1
T04265,P0927,2026-04-20,上午,B1,case,0,148.04,1.79,0,1,minute,1
T04266,P1480,2026-04-20,下午,B2,basic,0,8.81,8.03,0,1,minute,1
T04267,P2476,2026-04-20,上午,B1,case,1,77.06,,1,0,minute,1
T04268,P1030,2026-04-20,上午,B2,case,0,2122.8,,1,0,second,1
T04269,P0115,2026-04-20,下午,B1,basic,0,8.5,3.45,0,1,minute,1
T04270,P2640,2026-04-20,上午,B2,basic,1,4.21,8.08,0,0,minute,1
T04271,P0438,2026-04-20,下午,B1,case,0,18.97,25.6,0,1,minute,1
T04272,P1929,2026-04-20,上午,B2,case,0,10.23,25.18,0,1,minute,1
T04273,P2588,2026-04-20,下午,B1,basic,1,7.32,4.95,0,1,minute,1
T04274,P2278,2026-04-20,上午,B2,basic,0,14.53,3.95,0,1,minute,1
T04275,P2582,2026-04-20,上午,B1,basic,0,7.6,11.72,0,1,minute,1
T04276,P1784,2026-04-20,上午,B2,case,0,24.83,12.32,0,0,minute,1
T04277,P1221,2026-04-20,下午,B1,basic,0,5.48,2.88,0,1,minute,1
T04278,P0230,2026-04-20,上午,B2,basic,0,25.46,,1,0,minute,1
T04279,P2272,2026-04-20,下午,B1,basic,0,21.16,2.93,0,1,minute,1
T04280,P1571,2026-04-20,下午,B2,basic,1,4.35,2.79,0,1,minute,1
T04281,P2553,2026-04-20,上午,C1,case,1,50.68,24.95,0,0,minute,1
T04282,P1820,2026-04-20,上午,C2,basic,1,8.74,11.91,0,1,minute,1
T04283,P0106,2026-04-20,上午,C1,basic,0,24.73,2.55,0,1,minute,1
T04283,P0106,2026-04-20,上午,C1,basic,0,24.73,2.55,0,1,minute,1
T04284,P0052,2026-04-20,上午,C2,basic,0,999,3.48,0,1,minute,1
T04285,P1963,2026-04-20,上午,C1,basic,0,6.65,1.76,0,1,minute,1
T04286,P0699,2026-04-20,下午,C2,basic,1,4.21,6.98,0,0,minute,1
T04287,P0405,2026-04-20,上午,C1,case,0,17.02,26.74,0,0,minute,1
T04288,P0503,2026-04-20,下午,C2,case,0,12.64,7.09,0,1,minute,1
T04289,P0534,2026-04-20,下午,C1,basic,0,13.77,16.76,0,1,minute,1
T04290,P2423,2026-04-20,下午,C2,basic,1,3.1,4.46,0,0,minute,1
T04291,P1880,2026-04-20,上午,C1,case,0,21.51,19.76,0,1,minute,1
T04292,P1045,2026-04-20,下午,C2,case,0,22.55,12.67,0,1,minute,1
T04293,P0460,2026-04-20,上午,C1,basic,1,4.33,16.27,0,1,minute,1
T04294,P1856,2026-04-20,上午,C2,case,0,34.61,9.56,0,1,minute,1
T04295,P2182,2026-04-20,上午,C1,basic,0,4.49,4.33,0,1,minute,1
T04296,P2389,2026-04-20,上午,C2,case,0,45.17,,1,0,minute,1
T04297,P1717,2026-04-20,上午,C1,basic,0,394.2,2.05,0,,second,1
T04298,P2460,2026-04-20,上午,C2,basic,0,15.35,7.71,0,1,minute,1
T04299,P1937,2026-04-20,上午,C1,case,0,36.94,,1,0,minute,1
T04300,P1314,2026-04-20,上午,C2,basic,1,7.87,10.11,0,1,minute,1
T04301,P1438,2026-04-20,下午,C1,basic,1,5.97,5.15,0,1,minute,1
T04302,P0934,2026-04-20,下午,C2,basic,1,5.54,4.53,0,1,minute,1
T04303,P1781,2026-04-20,上午,C1,case,0,44.09,26.72,0,1,minute,1
T04304,P0850,2026-04-20,上午,C2,basic,1,5.83,3.89,0,1,minute,1
T04305,P2437,2026-04-20,上午,C1,basic,1,8.32,2.61,0,1,minute,1
T04306,P0103,2026-04-20,上午,C2,basic,1,7.97,5.73,0,1,minute,1
T04307,P1622,2026-04-20,上午,C1,basic,1,19.34,4.47,0,1,minute,1
T04308,P2087,2026-04-20,下午,C2,case,0,21.2,12.16,0,1,minute,1
T04309,P1148,2026-04-20,下午,C1,basic,0,11.72,4.59,0,1,minute,1
T04309,P1148,2026-04-20,下午,C1,basic,0,10.55,4.59,0,1,minute,2
T04310,P0865,2026-04-20,下午,C2,case,0,22.25,31.03,0,1,minute,1
T04311,P1272,2026-04-20,下午,C1,case,0,18.01,7.29,0,1,minute,1
T04312,P1997,2026-04-20,下午,C2,basic,1,11.56,7.1,0,1,minute,1
T04313,P1592,2026-04-20,下午,C1,basic,0,5.16,2.64,0,1,minute,1
T04314,P2198,2026-04-20,下午,C2,basic,1,2.82,9.95,0,1,minute,1
T04314,P2198,2026-04-20,下午,C2,basic,1,2.82,9.95,0,1,minute,1
T04315,P2588,2026-04-20,上午,C1,basic,1,8.7,4.07,0,1,minute,1
T04316,P2297,2026-04-20,下午,C2,case,1,14.3,26.9,0,1,minute,1
T04317,P0869,2026-04-20,下午,C1,case,0,9.31,31.87,0,0,minute,1
T04318,P0232,2026-04-20,上午,C2,case,0,26.09,49.42,0,0,minute,1
T04319,P0845,2026-04-20,上午,C1,basic,1,6.49,8.01,0,1,minute,1
T04320,P1043,2026-04-20,下午,C2,basic,1,4.3,9.01,0,1,minute,1
T04321,P0089,2026-04-21,上午,A1,case,0,33.01,,1,0,minute,1
T04322,P2152,2026-04-21,上午,A2,case,0,56.52,15.93,0,1,minute,1
T04323,P1868,2026-04-21,上午,A1,case,0,28.59,,1,0,minute,1
T04324,P0653,2026-04-21,上午,A2,basic,0,8.33,3.46,0,0,minute,1
T04325,P0735,2026-04-21,上午,A1,case,0,17.27,17.93,0,1,minute,1
T04326,P2502,2026-04-21,上午,A2,case,1,567.0,33.8,0,1,second,1
T04327,P0061,2026-04-21,下午,A1,case,0,8.81,18.22,0,1,minute,1
T04328,P2052,2026-04-21,上午,A2,case,1,6.62,11.21,0,1,minute,1
T04329,P0471,2026-04-21,上午,A1,basic,1,4.83,12.47,0,1,minute,1
T04330,P1288,2026-04-21,上午,A2,case,0,26.8,11.36,0,1,minute,1
T04331,P1697,2026-04-21,下午,A1,basic,1,3.15,7.62,0,1,minute,1
T04332,P2102,2026-04-21,上午,A2,case,0,34.82,12.65,0,1,minute,1
T04333,P2231,2026-04-21,上午,A1,basic,1,2.3,5.1,0,1,minute,1
T04334,P0944,2026-04-21,下午,A2,case,0,6.55,27.59,0,1,minute,1
T04335,P1642,2026-04-21,上午,A1,basic,1,4.5,3.53,0,1,minute,1
T04336,P1450,2026-04-21,上午,A2,case,0,34.83,16.87,0,1,minute,1
T04337,P0223,2026-04-21,上午,A1,case,0,8.14,36.14,0,0,minute,1
T04338,P2575,2026-04-21,下午,A2,case,0,18.38,5.08,0,0,minute,1
T04339,P0851,2026-04-21,上午,A1,case,0,18.82,19.85,0,1,minute,1
T04340,P0239,2026-04-21,上午,A2,case,0,11.75,16.63,0,1,minute,1
T04341,P1725,2026-04-21,上午,A1,case,0,23.94,13.17,0,1,minute,1
T04342,P1392,2026-04-21,下午,A2,basic,1,4.06,4.27,0,0,minute,1
T04343,P0043,2026-04-21,下午,A1,case,0,19.4,11.68,0,1,minute,1
T04344,P1647,2026-04-21,下午,A2,basic,1,7.01,5.87,0,1,minute,1
T04345,P0737,2026-04-21,下午,A1,case,0,19.58,4.47,0,1,minute,1
T04345,P0737,2026-04-21,下午,A1,case,0,19.58,4.47,0,1,minute,1
T04346,P1064,2026-04-21,上午,A2,case,0,17.12,12.32,0,0,minute,1
T04347,P1983,2026-04-21,下午,A1,case,0,28.87,,1,0,minute,1
T04348,P1201,2026-04-21,上午,A2,case,0,28.33,,1,0,minute,1
T04349,P1241,2026-04-21,上午,A1,basic,1,17.03,5.24,0,1,minute,1
T04350,P2186,2026-04-21,下午,A2,basic,0,3.43,8.97,0,1,minute,1
T04351,P2607,2026-04-21,下午,A1,basic,0,6.73,2.75,0,1,minute,1
T04352,P0833,2026-04-21,上午,A2,case,0,11.73,13.51,0,1,minute,1
T04353,P0620,2026-04-21,上午,A1,case,0,20.95,24.5,0,1,minute,1
T04354,P1490,2026-04-21,上午,A2,basic,0,6.83,1.87,0,1,minute,1
T04355,P2037,2026-04-21,上午,A1,case,0,1727.4,12.35,0,0,second,1
T04356,P0914,2026-04-21,下午,A2,case,1,8.54,30.5,0,0,minute,1
T04356,P0914,2026-04-21,下午,A2,case,1,7.69,30.5,0,0,minute,2
T04357,P0293,2026-04-21,上午,A1,case,0,18.65,9.67,0,1,minute,1
T04358,P1358,2026-04-21,上午,A2,case,0,24.64,36.28,0,1,minute,1
T04359,P1698,2026-04-21,上午,A1,case,0,45.83,9.4,0,1,minute,1
T04360,P1074,2026-04-21,上午,A2,case,0,9.9,9.6,0,1,minute,1
T04361,P0553,2026-04-21,下午,B1,basic,1,5.72,10.27,0,1,minute,1
T04362,P0809,2026-04-21,下午,B2,case,0,29.41,14.83,0,0,minute,1
T04363,P0448,2026-04-21,上午,B1,basic,1,10.64,6.27,0,1,minute,1
T04364,P1202,2026-04-21,下午,B2,basic,1,4.69,5.03,0,1,minute,1
T04365,P2262,2026-04-21,上午,B1,basic,0,16.23,6.02,0,1,minute,1
T04366,P2374,2026-04-21,上午,B2,basic,1,2.37,10.32,0,1,minute,1
T04367,P0382,2026-04-21,上午,B1,basic,1,5.07,11.45,0,1,minute,1
T04368,P1962,2026-04-21,下午,B2,basic,0,1.82,4.88,0,1,minute,1
T04369,P0640,2026-04-21,上午,B1,basic,0,4.66,4.09,0,1,minute,1
T04370,P2134,2026-04-21,下午,B2,basic,0,4.66,2.3,0,1,minute,1
T04371,P2066,2026-04-21,下午,B1,basic,0,7.18,0.96,0,1,minute,1
T04372,P0150,2026-04-21,上午,B2,basic,0,8.06,11.49,0,1,minute,1
T04373,P0956,2026-04-21,下午,B1,basic,1,4.51,4.43,0,1,minute,1
T04374,P1436,2026-04-21,下午,B2,basic,1,4.7,9.44,0,1,minute,1
T04375,P0046,2026-04-21,上午,B1,basic,1,8.51,8.32,0,0,minute,1
T04376,P0067,2026-04-21,上午,B2,basic,1,7.44,2.52,0,0,minute,1
T04376,P0067,2026-04-21,上午,B2,basic,1,7.44,2.52,0,0,minute,1
T04377,P2296,2026-04-21,下午,B1,basic,1,8.36,5.79,0,1,minute,1
T04378,P2511,2026-04-21,上午,B2,basic,1,2.26,3.1,0,1,minute,1
T04379,P1461,2026-04-21,上午,B1,basic,0,93.02,1.34,0,1,minute,1
T04380,P1307,2026-04-21,下午,B2,basic,1,6.05,7.87,0,1,minute,1
T04381,P1606,2026-04-21,下午,B1,case,0,21.76,10.39,0,1,minute,1
T04382,P0926,2026-04-21,上午,B2,case,1,11.94,26.42,0,1,minute,1
T04383,P0688,2026-04-21,下午,B1,case,0,14.92,29.78,0,1,minute,1
T04384,P0581,2026-04-21,上午,B2,basic,1,629.4,7.32,0,1,second,1
T04385,P1896,2026-04-21,下午,B1,basic,0,7.94,15.35,0,1,minute,1
T04386,P1052,2026-04-21,上午,B2,basic,1,8.67,2.67,0,1,minute,1
T04387,P2209,2026-04-21,上午,B1,basic,0,10.41,5.04,0,1,minute,1
T04388,P2286,2026-04-21,下午,B2,basic,0,4.16,6.42,0,0,minute,1
T04389,P2270,2026-04-21,上午,B1,case,0,27.01,14.93,0,1,minute,1
T04390,P0728,2026-04-21,上午,B2,case,1,13.75,30.61,0,1,minute,1
T04391,P1098,2026-04-21,下午,UNKNOWN,case,0,21.15,28.81,0,1,minute,1
T04392,P1942,2026-04-21,上午,B2,basic,1,3.01,4.81,0,0,minute,1
T04393,P1310,2026-04-21,下午,B1,basic,0,6.02,5.86,0,1,minute,1
T04394,P2039,2026-04-21,上午,B2,,1,-1,14.29,0,0,minute,1
T04395,P0202,2026-04-21,上午,B1,basic,1,6.57,2.55,0,1,minute,1
T04396,P0419,2026-04-21,上午,B2,basic,0,6.85,5.32,0,0,minute,1
T04397,P2286,2026-04-21,上午,B1,basic,0,999,4.18,0,1,minute,1
T04398,P0231,2026-04-21,上午,B2,basic,1,9.0,7.26,0,1,minute,1
T04399,P1079,2026-04-21,下午,B1,basic,0,7.63,4.28,0,1,minute,1
T04400,P0459,2026-04-21,上午,B2,basic,0,5.82,8.65,0,1,minute,1
T04401,P1853,2026-04-21,上午,C1,case,0,15.73,15.2,0,1,minute,1
T04402,P1249,2026-04-21,下午,C2,basic,0,6.85,7.74,0,1,minute,1
T04403,P2312,2026-04-21,上午,C1,basic,0,7.28,9.08,0,0,minute,1
T04403,P2312,2026-04-21,上午,C1,basic,0,6.55,9.08,0,0,minute,2
T04404,P1068,2026-04-21,上午,C2,basic,0,5.07,4.36,0,1,minute,1
T04405,P2488,2026-04-21,上午,C1,basic,0,11.8,2.72,0,0,minute,1
T04406,P0132,2026-04-21,下午,C2,case,0,17.99,17.73,0,1,minute,1
T04407,P0817,2026-04-21,下午,C1,case,1,19.38,5.85,0,1,minute,1
T04407,P0817,2026-04-21,下午,C1,case,1,19.38,5.85,0,1,minute,1
T04408,P0817,2026-04-21,上午,C2,case,0,14.67,29.0,0,1,minute,1
T04409,P0713,2026-04-21,上午,C1,case,0,18.11,11.95,0,1,minute,1
T04410,P2496,2026-04-21,下午,C2,basic,0,4.73,8.82,0,1,minute,1
T04411,P0716,2026-04-21,上午,C1,case,1,36.78,15.97,0,1,minute,1
T04412,P0845,2026-04-21,下午,C2,basic,1,8.45,2.51,0,1,minute,1
T04413,P1197,2026-04-21,下午,C1,basic,1,268.8,8.5,0,1,second,1
T04414,P1171,2026-04-21,上午,C2,case,0,46.77,20.65,0,1,minute,1
T04415,P1247,2026-04-21,上午,C1,basic,0,8.45,14.69,0,1,minute,1
T04416,P2283,2026-04-21,上午,C2,case,1,11.4,5.37,0,0,minute,1
T04417,P1212,2026-04-21,上午,C1,basic,1,15.28,10.72,0,1,minute,1
T04418,P0311,2026-04-21,上午,C2,basic,0,10.57,3.04,0,1,minute,1
T04419,P0264,2026-04-21,上午,C1,case,0,31.58,10.37,0,1,minute,1
T04420,P0054,2026-04-21,上午,C2,case,0,51.95,2.89,0,1,minute,1
T04421,P0259,2026-04-21,下午,C1,basic,0,10.68,18.24,0,1,minute,1
T04422,P1701,2026-04-21,下午,C2,case,1,22.94,24.48,0,1,minute,1
T04423,P2235,2026-04-21,上午,C1,case,0,8.09,3.48,0,0,minute,1
T04424,P1348,2026-04-21,上午,C2,basic,0,5.6,4.8,0,1,minute,1
T04425,P2532,2026-04-21,上午,C1,basic,0,9.23,1.26,0,1,minute,1
T04426,P2495,2026-04-21,上午,C2,case,0,21.75,10.07,0,1,minute,1
T04427,P0364,2026-04-21,上午,C1,case,0,48.3,21.34,0,1,minute,1
T04428,P0324,2026-04-21,上午,C2,basic,0,9.02,4.35,0,1,minute,1
T04429,P2657,2026-04-21,上午,C1,case,1,21.23,28.23,0,1,minute,1
T04430,P1959,2026-04-21,下午,C2,basic,0,6.31,6.36,0,1,minute,1
T04431,P0075,2026-04-21,上午,C1,case,0,12.01,15.21,0,0,minute,1
T04432,P1506,2026-04-21,下午,C2,case,0,11.7,18.21,0,1,minute,1
T04433,P0786,2026-04-21,上午,C1,case,0,54.87,2.29,0,0,minute,1
T04434,P1218,2026-04-21,上午,C2,basic,1,3.4,4.38,0,0,minute,1
T04435,P2591,2026-04-21,上午,C1,case,0,19.97,12.78,0,1,minute,1
T04436,P2673,2026-04-21,上午,C2,basic,0,3.79,12.5,0,1,minute,1
T04437,P0575,2026-04-21,下午,C1,basic,0,8.66,10.25,0,1,minute,1
T04438,P1548,2026-04-21,下午,C2,case,0,12.76,7.66,0,1,minute,1
T04438,P1548,2026-04-21,下午,C2,case,0,12.76,7.66,0,1,minute,1
T04439,P1341,2026-04-21,上午,C1,basic,0,5.84,15.61,0,1,minute,1
T04440,P1513,2026-04-21,上午,C2,basic,0,11.99,9.63,0,1,minute,1
T04441,P1756,2026-04-22,上午,A1,case,0,40.76,,1,0,minute,1
T04442,P0431,2026-04-22,上午,A2,basic,0,811.8,4.92,0,1,second,1
T04443,P1566,2026-04-22,下午,A1,case,0,20.21,11.6,0,1,minute,1
T04444,P1221,2026-04-22,上午,A2,case,1,10.57,16.1,0,1,minute,1
T04445,P1220,2026-04-22,上午,A1,case,1,18.74,37.66,0,0,minute,1
T04446,P2597,2026-04-22,上午,A2,case,0,12.3,8.54,0,1,minute,1
T04447,P2094,2026-04-22,上午,A1,case,0,29.14,21.89,0,0,minute,1
T04448,P0623,2026-04-22,上午,A2,case,0,9.38,16.78,0,0,minute,1
T04449,P1759,2026-04-22,上午,A1,case,0,17.26,31.33,0,0,minute,1
T04450,P0673,2026-04-22,下午,A2,case,0,23.06,10.62,0,1,minute,1
T04450,P0673,2026-04-22,下午,A2,case,0,20.75,10.62,0,1,minute,2
T04451,P2595,2026-04-22,上午,A1,basic,1,6.78,8.54,0,1,minute,1
T04452,P2367,2026-04-22,下午,A2,case,0,20.54,13.36,0,1,minute,1
T04453,P1942,2026-04-22,下午,A1,case,1,7.22,7.57,0,0,minute,1
T04454,P2352,2026-04-22,上午,A2,case,0,7.47,29.02,0,1,minute,1
T04455,P1196,2026-04-22,上午,A1,case,0,53.8,24.76,0,0,minute,1
T04456,P1826,2026-04-22,上午,A2,case,0,40.07,10.75,0,1,minute,1
T04457,P2308,2026-04-22,上午,A1,case,0,13.42,13.12,0,1,minute,1
T04458,P1809,2026-04-22,上午,A2,case,0,5.47,13.51,0,1,minute,1
T04459,P2195,2026-04-22,下午,A1,case,0,9.88,34.25,0,1,minute,1
T04460,P2589,2026-04-22,下午,A2,case,1,3.6,11.36,0,1,minute,1
T04461,P1162,2026-04-22,上午,A1,basic,1,6.88,6.8,0,1,minute,1
T04462,P2116,2026-04-22,下午,A2,basic,0,4.24,2.48,0,1,minute,1
T04463,P1829,2026-04-22,上午,A1,case,0,51.65,,1,0,minute,1
T04464,P1562,2026-04-22,上午,A2,case,1,4.31,20.44,0,1,minute,1
T04465,P1351,2026-04-22,上午,A1,case,0,10.06,8.43,0,0,minute,1
T04466,P0705,2026-04-22,上午,A2,case,0,16.4,28.59,0,1,minute,1
T04467,P1878,2026-04-22,下午,A1,case,1,8.27,11.9,0,1,minute,1
T04468,P1742,2026-04-22,下午,A2,basic,0,2.84,11.55,0,1,minute,1
T04469,P2282,2026-04-22,下午,A1,case,0,14.06,8.68,0,0,minute,1
T04469,P2282,2026-04-22,下午,A1,case,0,14.06,8.68,0,0,minute,1
T04470,P1629,2026-04-22,上午,A2,case,0,13.72,10.14,0,,minute,1
T04471,P0311,2026-04-22,下午,A1,basic,1,400.2,8.6,0,1,second,1
T04472,P1044,2026-04-22,上午,A2,case,0,23.62,20.87,0,1,minute,1
T04473,P2468,2026-04-22,下午,A1,case,1,12.79,27.4,0,1,minute,1
T04474,P1420,2026-04-22,上午,A2,case,0,3.34,28.64,0,1,minute,1
T04475,P0857,2026-04-22,上午,A1,case,0,8.57,5.32,0,1,minute,1
T04476,P2129,2026-04-22,下午,A2,case,1,17.68,14.9,0,1,minute,1
T04477,P2235,2026-04-22,上午,A1,basic,1,1.76,5.48,0,1,minute,1
T04478,P2396,2026-04-22,上午,A2,case,0,7.08,28.11,0,0,minute,1
T04479,P0748,2026-04-22,上午,A1,case,0,23.94,12.65,0,0,minute,1
T04480,P1401,2026-04-22,上午,A2,basic,1,14.45,4.29,0,1,minute,1
T04481,P1161,2026-04-22,下午,B1,case,0,10.1,25.93,0,1,minute,1
T04482,P2409,2026-04-22,下午,B2,basic,1,1.43,8.23,0,1,minute,1
T04483,P1227,2026-04-22,上午,B1,basic,0,12.75,3.82,0,1,minute,1
T04484,P1924,2026-04-22,下午,B2,basic,0,4.42,3.6,0,0,minute,1
T04485,P1716,2026-04-22,上午,B1,basic,1,6.8,4.18,0,1,minute,1
T04486,P2671,2026-04-22,上午,B2,basic,1,7.23,7.52,0,1,minute,1
T04487,P1342,2026-04-22,上午,B1,basic,1,12.03,9.05,0,1,minute,1
T04488,P0893,2026-04-22,上午,B2,basic,0,9.56,11.83,0,1,minute,1
T04489,P1325,2026-04-22,上午,B1,basic,0,12.5,9.71,0,1,minute,1
T04490,P2143,2026-04-22,上午,B2,case,1,20.68,4.29,0,0,minute,1
T04491,P1819,2026-04-22,下午,B1,basic,1,4.88,3.69,0,1,minute,1
T04492,P0670,2026-04-22,下午,B2,basic,0,6.84,1.43,0,1,minute,1
T04493,P0194,2026-04-22,上午,B1,case,0,51.06,22.55,0,1,minute,1
T04494,P0359,2026-04-22,下午,B2,basic,0,11.33,17.92,0,1,minute,1
T04495,P1430,2026-04-22,上午,B1,basic,0,4.71,13.64,0,1,minute,1
T04496,P1813,2026-04-22,下午,B2,basic,1,2.58,8.23,0,1,minute,1
T04497,P0403,2026-04-22,下午,B1,basic,0,9.05,5.46,0,1,minute,1
T04497,P0403,2026-04-22,下午,B1,basic,0,8.15,5.46,0,1,minute,2
T04498,P0099,2026-04-22,上午,B2,basic,1,4.97,3.47,0,1,minute,1
T04499,P0647,2026-04-22,上午,B1,basic,1,12.74,5.87,0,1,minute,1
T04500,P0977,2026-04-22,下午,B2,basic,1,187.2,4.52,0,1,second,1
T04500,P0977,2026-04-22,下午,B2,basic,1,187.2,4.52,0,1,second,1
T04501,P0946,2026-04-22,上午,B1,basic,0,6.84,10.37,0,1,minute,1
T04502,P0479,2026-04-22,下午,B2,case,0,13.51,3.59,0,1,minute,1
T04503,P1958,2026-04-22,上午,B1,basic,0,10.43,7.55,0,1,minute,1
T04504,P1181,2026-04-22,上午,B2,basic,0,11.04,9.33,0,1,minute,1
T04505,P1834,2026-04-22,上午,B1,case,0,11.81,32.52,0,0,minute,1
T04506,P1408,2026-04-22,下午,B2,case,0,16.75,5.3,0,1,minute,1
T04507,P1206,2026-04-22,上午,B1,basic,0,11.69,9.38,0,1,minute,1
T04508,P1515,2026-04-22,下午,B2,basic,1,2.78,3.96,0,1,minute,1
T04509,P0755,2026-04-22,上午,B1,case,0,35.25,13.69,0,1,minute,1
T04510,P0259,2026-04-22,下午,B2,basic,1,999,4.33,0,1,minute,1
T04511,P0050,2026-04-22,上午,B1,case,0,29.18,,1,0,minute,1
T04512,P0477,2026-04-22,下午,B2,basic,0,12.68,6.85,0,1,minute,1
T04513,P1399,2026-04-22,上午,B1,basic,0,7.86,5.01,0,1,minute,1
T04514,P0302,2026-04-22,上午,B2,case,0,24.86,36.73,0,1,minute,1
T04515,P1895,2026-04-22,下午,B1,basic,1,9.86,18.91,0,1,minute,1
T04516,P0554,2026-04-22,上午,B2,basic,0,7.41,7.18,0,1,minute,1
T04517,P1555,2026-04-22,下午,B1,basic,0,11.46,5.73,0,1,minute,1
T04518,P2407,2026-04-22,上午,B2,basic,0,8.42,7.4,0,1,minute,1
T04519,P0951,2026-04-22,下午,B1,basic,1,2.32,3.37,0,1,minute,1
T04520,P0904,2026-04-22,下午,B2,basic,1,15.02,7.93,0,1,minute,1
T04521,P1018,2026-04-22,上午,C1,basic,0,21.77,9.35,0,1,minute,1
T04522,P0245,2026-04-22,上午,C2,case,1,54.34,22.84,0,1,minute,1
T04523,P0553,2026-04-22,上午,C1,case,0,36.63,26.19,0,0,minute,1
T04524,P2611,2026-04-22,上午,C2,case,0,24.84,9.81,0,1,minute,1
T04525,P1673,2026-04-22,下午,C1,,1,6.37,11.05,0,1,minute,1
T04526,P1643,2026-04-22,上午,C2,basic,1,5.53,4.0,0,1,minute,1
T04527,P1537,2026-04-22,下午,C1,basic,0,4.1,2.47,0,1,minute,1
T04528,P1696,2026-04-22,上午,C2,case,1,13.4,17.87,0,1,minute,1
T04529,P0249,2026-04-22,上午,C1,basic,1,550.2,6.48,0,1,second,1
T04530,P1868,2026-04-22,上午,C2,case,0,59.79,5.11,0,0,minute,1
T04531,P0341,2026-04-22,上午,C1,basic,1,4.28,15.16,0,1,minute,1
T04531,P0341,2026-04-22,上午,C1,basic,1,4.28,15.16,0,1,minute,1
T04532,P0240,2026-04-22,上午,C2,case,0,23.35,3.51,0,1,minute,1
T04533,P1001,2026-04-22,上午,C1,case,0,22.66,18.97,0,0,minute,1
T04534,P2530,2026-04-22,上午,C2,case,0,23.05,28.76,0,1,minute,1
T04535,P0846,2026-04-22,上午,C1,case,0,9.58,20.36,0,0,minute,1
