ticket_id,person_id,date,arrival_period,window_id,business_code,appointment,wait_minutes,service_minutes,abandoned,completed_same_day
T01843,P0676,2026-03-23,上午,B1,basic,0,11.21,16.54,0,1
T01844,P0032,2026-03-23,上午,B2,case,1,41.57,20.62,0,0
T01845,P0530,2026-03-23,上午,B1,basic,0,10.18,1.73,0,1
T01846,P1491,2026-03-23,上午,B2,case,0,56.29,12.35,0,1
T01847,P1844,2026-03-23,下午,B1,case,0,20.0,31.31,0,1
T01848,P0059,2026-03-23,上午,B2,basic,1,5.71,5.91,0,0
T01849,P1462,2026-03-23,上午,B1,basic,0,13.75,13.6,0,1
T01850,P1556,2026-03-23,上午,B2,basic,0,3.67,11.69,0,1
T01851,P1592,2026-03-23,下午,B1,case,0,10.4,10.83,0,1
T01852,P0585,2026-03-23,下午,B2,basic,1,4.31,8.11,0,1
T01853,P0141,2026-03-23,上午,B1,basic,0,17.18,9.4,0,0
T01854,P1750,2026-03-23,下午,B2,basic,0,7.88,8.56,0,1
T01855,P2655,2026-03-23,上午,B1,basic,1,9.19,14.7,0,1
T01856,P2410,2026-03-23,上午,B2,basic,1,5.51,4.67,0,1
T01857,P1420,2026-03-23,上午,B1,basic,0,6.26,5.23,0,1
T01858,P0550,2026-03-23,上午,B2,basic,1,5.69,8.4,0,1
T01859,P2671,2026-03-23,下午,B1,basic,0,6.37,3.36,0,1
T01860,P2004,2026-03-23,下午,B2,case,1,10.3,17.01,0,1
T01861,P1819,2026-03-23,上午,B1,basic,0,21.83,8.63,0,1
T01862,P1724,2026-03-23,上午,B2,basic,0,10.18,8.55,0,1
T01863,P1123,2026-03-23,上午,B1,basic,0,3.59,8.71,0,1
T01864,P0338,2026-03-23,下午,B2,case,0,12.12,20.39,0,0
T01865,P0122,2026-03-23,上午,B1,basic,0,3.69,5.35,0,1
T01866,P0253,2026-03-23,下午,B2,basic,0,2.28,11.54,0,1
T01867,P0185,2026-03-23,上午,B1,basic,0,4.55,1.9,0,1
T01868,P1323,2026-03-23,上午,B2,basic,0,12.91,8.31,0,1
T01869,P1677,2026-03-23,上午,B1,basic,1,5.54,5.59,0,1
T01870,P1314,2026-03-23,上午,B2,basic,0,5.15,4.34,0,1
T01871,P2063,2026-03-23,上午,B1,case,0,59.28,11.76,0,0
T01872,P0179,2026-03-23,上午,B2,basic,1,7.23,12.63,0,1
T01873,P1664,2026-03-23,上午,B1,basic,1,3.45,6.09,0,1
T01874,P1986,2026-03-23,上午,B2,basic,1,2.97,7.97,0,1
T01875,P1032,2026-03-23,上午,B1,basic,1,2.11,7.98,0,1
T01876,P1256,2026-03-23,上午,B2,basic,0,6.46,2.18,0,1
T01877,P0151,2026-03-23,上午,B1,basic,1,11.1,3.69,0,1
T01878,P1365,2026-03-23,下午,B2,case,0,17.36,17.28,0,0
T01879,P0242,2026-03-23,下午,B1,case,0,11.24,13.72,0,0
T01880,P2334,2026-03-23,上午,B2,basic,1,3.58,3.07,0,1
T01881,P1636,2026-03-23,上午,C1,case,0,18.97,39.22,0,0
T01882,P2320,2026-03-23,下午,C2,case,0,7.36,13.73,0,1
T01883,P2120,2026-03-23,下午,C1,basic,1,3.11,6.19,0,1
T01884,P1467,2026-03-23,下午,C2,basic,0,4.77,4.22,0,1
T01885,P2257,2026-03-23,上午,C1,case,1,7.27,40.13,0,0
T01886,P2334,2026-03-23,上午,C2,case,0,14.45,12.3,0,0
T01887,P0269,2026-03-23,上午,C1,basic,0,4.29,5.89,0,1
T01888,P1061,2026-03-23,上午,C2,basic,0,9.52,6.2,0,1
T01889,P1465,2026-03-23,下午,C1,case,0,12.11,19.54,0,1
T01890,P2564,2026-03-23,下午,C2,case,0,13.31,11.42,0,1
T01891,P0042,2026-03-23,上午,C1,basic,1,1.22,4.65,0,1
T01892,P0084,2026-03-23,下午,C2,case,1,10.93,7.16,0,1
T01893,P0826,2026-03-23,上午,C1,basic,1,4.35,10.27,0,1
T01894,P1067,2026-03-23,上午,C2,case,1,98.14,,1,0
T01895,P1196,2026-03-23,下午,C1,case,0,5.3,12.52,0,1
T01896,P1814,2026-03-23,上午,C2,case,0,15.59,15.43,0,0
T01897,P2156,2026-03-23,上午,C1,basic,0,8.4,2.55,0,1
T01898,P1065,2026-03-23,下午,C2,case,1,9.35,26.36,0,0
T01899,P0880,2026-03-23,上午,C1,basic,0,6.14,4.66,0,1
T01900,P1456,2026-03-23,下午,C2,case,0,8.6,16.51,0,1
T01901,P0850,2026-03-23,上午,C1,basic,1,6.04,1.69,0,1
T01902,P2003,2026-03-23,上午,C2,case,0,18.79,14.93,0,1
T01903,P0879,2026-03-23,下午,C1,case,0,8.62,29.16,0,1
T01904,P2562,2026-03-23,上午,C2,case,0,36.43,,1,0
T01905,P1558,2026-03-23,上午,C1,case,0,14.65,7.99,0,1
T01906,P2080,2026-03-23,上午,C2,case,0,18.38,12.99,0,1
T01907,P0204,2026-03-23,上午,C1,basic,0,4.11,3.03,0,1
T01908,P0975,2026-03-23,上午,C2,basic,1,9.95,16.79,0,1
T01909,P0125,2026-03-23,上午,C1,case,0,27.52,,1,0
T01910,P2402,2026-03-23,上午,C2,case,0,34.83,28.65,0,1
T01911,P0583,2026-03-23,下午,C1,case,1,49.85,11.19,0,1
T01912,P2345,2026-03-23,上午,C2,basic,1,5.68,7.46,0,1
T01913,P1293,2026-03-23,上午,C1,basic,0,8.03,7.42,0,1
T01914,P2450,2026-03-23,上午,C2,basic,0,5.98,10.47,0,1
T01915,P2193,2026-03-23,上午,C1,case,0,7.61,9.46,0,1
T01916,P0200,2026-03-23,下午,C2,basic,1,3.76,1.91,0,1
T01917,P0136,2026-03-23,上午,C1,basic,1,3.55,14.01,0,1
T01918,P0841,2026-03-23,下午,C2,basic,1,2.55,7.1,0,1
T01919,P1057,2026-03-23,上午,C1,case,0,23.6,10.41,0,1
T01920,P0805,2026-03-23,上午,C2,basic,0,3.06,4.36,0,1
T01921,P0581,2026-03-24,下午,A1,case,1,8.09,43.69,0,1
T01922,P1186,2026-03-24,下午,A2,case,0,11.56,21.22,0,1
T01923,P2341,2026-03-24,上午,A1,basic,1,3.66,2.54,0,1
T01924,P1414,2026-03-24,上午,A2,case,0,12.21,19.31,0,0
T01925,P0716,2026-03-24,下午,A1,case,0,9.91,16.59,0,1
T01926,P0347,2026-03-24,上午,A2,case,0,8.37,30.72,0,1
T01927,P1329,2026-03-24,上午,A1,case,0,13.27,13.75,0,1
T01928,P1090,2026-03-24,上午,A2,case,1,12.21,13.11,0,1
T01929,P1213,2026-03-24,上午,A1,basic,1,2.14,14.75,0,1
T01930,P0907,2026-03-24,上午,A2,case,0,14.53,19.78,0,0
T01931,P1429,2026-03-24,上午,A1,case,1,34.8,36.25,0,1
T01932,P0988,2026-03-24,下午,A2,basic,1,1.66,11.17,0,1
T01933,P2154,2026-03-24,上午,A1,case,0,17.84,9.42,0,1
T01934,P0517,2026-03-24,上午,A2,case,0,20.88,9.19,0,1
T01935,P1942,2026-03-24,上午,A1,case,1,28.16,9.6,0,1
T01936,P2553,2026-03-24,下午,A2,case,0,3.95,32.26,0,1
T01937,P1584,2026-03-24,上午,A1,case,0,4.89,26.99,0,1
T01938,P0314,2026-03-24,下午,A2,case,0,16.09,13.94,0,1
T01939,P2133,2026-03-24,下午,A1,case,0,9.42,26.15,0,1
T01940,P1453,2026-03-24,上午,A2,case,0,10.83,12.57,0,1
T01941,P1236,2026-03-24,上午,A1,case,1,17.66,11.44,0,1
T01942,P1184,2026-03-24,上午,A2,case,0,13.84,10.74,0,1
T01943,P1012,2026-03-24,上午,A1,case,1,15.5,2.93,0,1
T01944,P1197,2026-03-24,下午,A2,basic,0,4.4,4.36,0,1
T01945,P2441,2026-03-24,上午,A1,case,0,19.78,30.43,0,1
T01946,P0047,2026-03-24,上午,A2,basic,1,7.77,8.15,0,1
T01947,P2302,2026-03-24,下午,A1,case,1,6.31,15.23,0,1
T01948,P0625,2026-03-24,下午,A2,case,0,5.82,4.28,0,1
T01949,P2394,2026-03-24,下午,A1,case,0,12.89,11.03,0,1
T01950,P1266,2026-03-24,上午,A2,basic,1,2.55,5.01,0,1
T01951,P2479,2026-03-24,下午,A1,case,0,4.31,21.33,0,1
T01952,P0688,2026-03-24,上午,A2,case,0,23.57,21.78,0,1
T01953,P0789,2026-03-24,下午,A1,basic,1,1.51,7.99,0,1
T01954,P0375,2026-03-24,下午,A2,case,1,11.1,23.65,0,1
T01955,P0743,2026-03-24,下午,A1,case,0,12.57,12.4,0,1
T01956,P1085,2026-03-24,上午,A2,basic,0,6.28,5.22,0,1
T01957,P2311,2026-03-24,上午,A1,case,0,13.59,20.65,0,1
T01958,P0307,2026-03-24,上午,A2,case,0,18.65,24.29,0,1
T01959,P1621,2026-03-24,下午,A1,case,0,21.44,22.72,0,0
T01960,P0026,2026-03-24,上午,A2,case,1,5.55,17.18,0,1
T01961,P0313,2026-03-24,下午,B1,basic,1,2.4,7.42,0,1
T01962,P2011,2026-03-24,上午,B2,basic,1,9.59,4.78,0,1
T01963,P1530,2026-03-24,下午,B1,basic,0,4.53,13.4,0,1
T01964,P2563,2026-03-24,下午,B2,basic,1,5.06,5.67,0,1
T01965,P0702,2026-03-24,下午,B1,basic,1,3.17,3.45,0,1
T01966,P1664,2026-03-24,上午,B2,basic,1,4.61,4.5,0,1
T01967,P1591,2026-03-24,上午,B1,basic,1,12.99,11.45,0,1
T01968,P0779,2026-03-24,上午,B2,basic,1,10.01,3.72,0,1
T01969,P1529,2026-03-24,下午,B1,basic,1,4.08,4.65,0,1
T01970,P1359,2026-03-24,上午,B2,basic,1,7.67,4.48,0,1
T01971,P2420,2026-03-24,上午,B1,basic,1,6.73,4.9,0,1
T01972,P0755,2026-03-24,上午,B2,basic,1,3.19,4.64,0,1
T01973,P1466,2026-03-24,上午,B1,basic,0,9.65,15.02,0,0
T01974,P1128,2026-03-24,下午,B2,basic,1,2.71,9.59,0,1
T01975,P2234,2026-03-24,上午,B1,case,0,17.07,20.57,0,1
T01976,P1745,2026-03-24,上午,B2,basic,0,9.28,6.92,0,1
T01977,P0160,2026-03-24,上午,B1,basic,0,6.83,1.27,0,1
T01978,P1438,2026-03-24,上午,B2,basic,0,15.15,4.58,0,1
T01979,P0396,2026-03-24,下午,B1,case,0,13.97,11.37,0,1
T01980,P1247,2026-03-24,上午,B2,basic,1,5.17,6.03,0,1
T01981,P1002,2026-03-24,下午,B1,basic,0,2.08,3.42,0,0
T01982,P1424,2026-03-24,上午,B2,basic,1,6.91,10.59,0,1
T01983,P2555,2026-03-24,上午,B1,case,1,21.19,24.6,0,0
T01984,P2614,2026-03-24,上午,B2,basic,0,10.5,1.06,0,1
T01985,P2672,2026-03-24,上午,B1,basic,0,16.14,2.67,0,1
T01986,P2084,2026-03-24,上午,B2,basic,1,9.79,4.91,0,1
T01987,P1706,2026-03-24,上午,B1,case,0,28.73,,1,0
T01988,P1732,2026-03-24,下午,B2,case,0,29.59,27.94,0,1
T01989,P2039,2026-03-24,上午,B1,basic,1,9.18,3.53,0,1
T01990,P1089,2026-03-24,下午,B2,case,0,20.11,14.71,0,1
T01991,P0538,2026-03-24,上午,B1,case,0,51.99,22.51,0,0
T01992,P2041,2026-03-24,下午,B2,basic,0,8.57,9.42,0,1
T01993,P1037,2026-03-24,上午,B1,case,0,22.43,24.79,0,0
T01994,P0136,2026-03-24,下午,B2,basic,0,4.35,6.19,0,1
T01995,P2668,2026-03-24,上午,B1,basic,1,3.76,7.53,0,1
T01996,P1557,2026-03-24,上午,B2,basic,1,4.27,8.14,0,1
T01997,P0802,2026-03-24,上午,B1,basic,0,7.74,6.56,0,1
T01998,P1205,2026-03-24,上午,B2,basic,1,4.24,9.47,0,1
T01999,P0308,2026-03-24,上午,B1,basic,0,8.28,8.94,0,1
T02000,P1983,2026-03-24,下午,B2,basic,1,3.18,2.94,0,1
T02001,P2497,2026-03-24,下午,C1,basic,1,3.0,2.37,0,1
T02002,P2622,2026-03-24,下午,C2,basic,0,7.75,7.32,0,1
T02003,P0120,2026-03-24,下午,C1,basic,1,7.42,7.12,0,1
T02004,P1035,2026-03-24,下午,C2,basic,0,7.71,13.53,0,1
T02005,P0422,2026-03-24,上午,C1,basic,0,4.88,7.58,0,1
T02006,P0602,2026-03-24,下午,C2,case,0,23.09,11.54,0,0
T02007,P2005,2026-03-24,下午,C1,case,0,9.35,14.14,0,0
T02008,P2242,2026-03-24,上午,C2,basic,0,4.7,4.21,0,1
T02009,P1844,2026-03-24,上午,C1,basic,1,38.85,5.16,0,0
T02010,P1345,2026-03-24,上午,C2,basic,0,7.89,3.25,0,1
T02011,P0200,2026-03-24,上午,C1,basic,1,2.31,16.5,0,1
T02012,P0379,2026-03-24,上午,C2,case,0,17.59,12.66,0,0
T02013,P0729,2026-03-24,上午,C1,case,1,16.16,31.28,0,1
T02014,P1369,2026-03-24,上午,C2,basic,1,4.53,4.31,0,0
T02015,P0214,2026-03-24,上午,C1,basic,1,6.21,9.4,0,1
T02016,P2496,2026-03-24,上午,C2,basic,0,8.68,7.36,0,1
T02017,P0825,2026-03-24,上午,C1,case,1,15.73,11.34,0,0
T02018,P1135,2026-03-24,上午,C2,case,1,8.14,9.44,0,1
T02019,P0982,2026-03-24,上午,C1,case,1,24.96,46.66,0,1
T02020,P2021,2026-03-24,下午,C2,basic,1,2.49,6.26,0,1
T02021,P0938,2026-03-24,上午,C1,basic,1,2.39,1.98,0,1
T02022,P2552,2026-03-24,上午,C2,case,0,21.81,30.44,0,1
T02023,P0375,2026-03-24,上午,C1,basic,0,3.71,4.46,0,1
T02024,P0611,2026-03-24,上午,C2,basic,0,8.17,13.59,0,1
T02025,P0117,2026-03-24,下午,C1,case,0,18.76,15.59,0,0
T02026,P1061,2026-03-24,上午,C2,basic,1,9.72,4.55,0,1
T02027,P0460,2026-03-24,下午,C1,basic,1,1.59,7.77,0,1
T02028,P0281,2026-03-24,下午,C2,basic,0,7.15,12.46,0,1
T02029,P0937,2026-03-24,下午,C1,case,0,16.56,20.11,0,0
T02030,P2398,2026-03-24,上午,C2,basic,1,5.98,4.0,0,0
T02031,P1871,2026-03-24,上午,C1,basic,1,3.26,4.14,0,1
T02032,P0469,2026-03-24,下午,C2,case,0,19.18,14.22,0,1
T02033,P0734,2026-03-24,上午,C1,basic,1,38.29,11.71,0,1
T02034,P2213,2026-03-24,下午,C2,case,0,14.64,38.62,0,1
T02035,P0086,2026-03-24,上午,C1,case,1,10.24,20.77,0,1
T02036,P2641,2026-03-24,下午,C2,basic,1,3.68,6.6,0,1
T02037,P0251,2026-03-24,下午,C1,case,0,21.8,13.33,0,1
T02038,P0134,2026-03-24,上午,C2,case,1,48.09,12.27,0,1
T02039,P2498,2026-03-24,上午,C1,basic,1,6.27,4.04,0,1
T02040,P0291,2026-03-24,下午,C2,case,1,11.2,13.79,0,1
T02041,P0117,2026-03-25,上午,A1,case,1,11.1,15.18,0,1
T02042,P0792,2026-03-25,上午,A2,case,0,17.03,16.51,0,1
T02043,P0952,2026-03-25,下午,A1,case,0,17.69,6.04,0,1
T02044,P1657,2026-03-25,下午,A2,case,0,3.72,10.71,0,1
T02045,P2088,2026-03-25,上午,A1,case,0,23.2,21.54,0,1
T02046,P0938,2026-03-25,下午,A2,case,0,18.37,16.52,0,1
T02047,P2582,2026-03-25,上午,A1,case,0,9.35,9.96,0,0
T02048,P1437,2026-03-25,下午,A2,case,1,11.28,19.27,0,1
T02049,P1913,2026-03-25,上午,A1,case,0,15.37,11.91,0,1
T02050,P0740,2026-03-25,上午,A2,basic,1,5.43,5.53,0,1
T02051,P0249,2026-03-25,下午,A1,case,0,8.08,13.44,0,1
T02052,P2671,2026-03-25,下午,A2,case,0,8.49,11.69,0,0
T02053,P1330,2026-03-25,上午,A1,case,0,74.72,18.68,0,0
T02054,P0538,2026-03-25,下午,A2,basic,0,5.88,7.44,0,1
T02055,P2408,2026-03-25,上午,A1,case,0,15.27,35.21,0,1
T02056,P1560,2026-03-25,下午,A2,case,0,5.17,11.17,0,1
T02057,P0106,2026-03-25,下午,A1,case,1,15.34,20.84,0,1
T02058,P1874,2026-03-25,下午,A2,case,0,13.81,9.75,0,1
T02059,P2399,2026-03-25,下午,A1,basic,1,1.2,8.58,0,1
T02060,P0447,2026-03-25,下午,A2,case,0,6.6,49.96,0,0
T02061,P1249,2026-03-25,上午,A1,basic,1,3.83,9.37,0,1
T02062,P1665,2026-03-25,上午,A2,case,0,22.31,19.36,0,1
T02063,P2103,2026-03-25,上午,A1,basic,1,1.9,2.97,0,1
T02064,P0757,2026-03-25,上午,A2,case,0,8.86,5.58,0,0
T02065,P2110,2026-03-25,下午,A1,case,0,17.73,9.56,0,1
T02066,P0290,2026-03-25,下午,A2,case,0,8.62,10.56,0,0
T02067,P1839,2026-03-25,下午,A1,case,1,3.78,7.97,0,1
T02068,P1533,2026-03-25,上午,A2,case,0,10.9,11.15,0,1
T02069,P0253,2026-03-25,上午,A1,case,0,26.89,12.21,0,0
T02070,P2651,2026-03-25,下午,A2,basic,1,3.82,10.92,0,1
T02071,P1666,2026-03-25,下午,A1,basic,0,4.59,8.89,0,1
T02072,P1256,2026-03-25,上午,A2,case,0,27.0,15.0,0,1
T02073,P0885,2026-03-25,上午,A1,basic,0,6.96,4.11,0,1
T02074,P2197,2026-03-25,上午,A2,case,0,12.85,9.12,0,1
T02075,P2560,2026-03-25,上午,A1,case,0,15.61,10.35,0,1
T02076,P1355,2026-03-25,上午,A2,case,1,6.17,5.25,0,1
T02077,P1323,2026-03-25,上午,A1,case,0,12.27,13.97,0,1
T02078,P2315,2026-03-25,下午,A2,case,0,21.49,8.15,0,0
T02079,P1579,2026-03-25,下午,A1,case,0,7.44,16.44,0,0
T02080,P0562,2026-03-25,上午,A2,case,0,8.99,12.16,0,1
T02081,P2646,2026-03-25,下午,B1,case,1,6.34,17.69,0,1
T02082,P1392,2026-03-25,上午,B2,basic,0,15.97,12.69,0,1
T02083,P2158,2026-03-25,上午,B1,basic,1,5.69,4.73,0,1
T02084,P1618,2026-03-25,上午,B2,basic,1,4.78,11.39,0,1
T02085,P0503,2026-03-25,上午,B1,basic,0,12.41,2.46,0,1
T02086,P2477,2026-03-25,下午,B2,basic,1,1.76,3.35,0,1
T02087,P1290,2026-03-25,下午,B1,basic,1,2.69,14.93,0,1
T02088,P0418,2026-03-25,上午,B2,basic,1,6.79,3.03,0,1
T02089,P0277,2026-03-25,上午,B1,basic,0,4.89,6.58,0,1
T02090,P2281,2026-03-25,下午,B2,basic,0,2.53,9.93,0,1
T02091,P1964,2026-03-25,上午,B1,basic,1,7.6,4.12,0,1
T02092,P2273,2026-03-25,下午,B2,basic,1,5.71,2.33,0,1
T02093,P2662,2026-03-25,上午,B1,basic,0,8.73,9.13,0,1
T02094,P0506,2026-03-25,下午,B2,basic,1,2.25,3.11,0,1
T02095,P0395,2026-03-25,上午,B1,basic,1,2.77,1.74,0,1
T02096,P1069,2026-03-25,上午,B2,basic,0,9.61,6.7,0,1
T02097,P1953,2026-03-25,上午,B1,basic,0,19.3,9.97,0,1
T02098,P0416,2026-03-25,上午,B2,basic,0,9.83,5.1,0,1
T02099,P0520,2026-03-25,上午,B1,basic,1,1.78,4.91,0,1
T02100,P2242,2026-03-25,上午,B2,basic,1,5.46,4.6,0,1
T02101,P1997,2026-03-25,上午,B1,basic,0,8.55,8.84,0,1
T02102,P0067,2026-03-25,下午,B2,case,0,54.95,28.13,0,0
T02103,P1856,2026-03-25,上午,B1,basic,1,8.72,7.02,0,1
T02104,P1227,2026-03-25,上午,B2,basic,0,9.71,4.41,0,1
T02105,P1859,2026-03-25,上午,B1,case,1,10.11,11.7,0,1
T02106,P0035,2026-03-25,上午,B2,case,0,12.63,32.59,0,1
T02107,P2427,2026-03-25,上午,B1,case,0,35.71,24.6,0,0
T02108,P1638,2026-03-25,上午,B2,basic,1,11.36,4.45,0,1
T02109,P0084,2026-03-25,上午,B1,basic,1,7.78,11.3,0,1
T02110,P1992,2026-03-25,下午,B2,basic,0,3.85,13.09,0,1
T02111,P1901,2026-03-25,上午,B1,basic,1,6.83,6.28,0,1
T02112,P0500,2026-03-25,下午,B2,case,0,10.05,24.12,0,0
T02113,P2409,2026-03-25,上午,B1,case,0,46.94,10.52,0,1
T02114,P1010,2026-03-25,下午,B2,case,0,17.37,29.99,0,1
T02115,P2645,2026-03-25,下午,B1,basic,1,11.4,15.34,0,1
T02116,P2030,2026-03-25,上午,B2,basic,0,12.85,22.87,0,1
T02117,P2658,2026-03-25,下午,B1,basic,1,5.8,7.66,0,0
T02118,P0677,2026-03-25,下午,B2,basic,0,5.47,6.29,0,1
T02119,P1808,2026-03-25,下午,B1,basic,1,4.66,9.43,0,1
T02120,P2326,2026-03-25,上午,B2,case,0,76.82,10.66,0,1
T02121,P1586,2026-03-25,上午,C1,case,0,19.67,6.54,0,0
T02122,P1353,2026-03-25,下午,C2,case,0,11.12,9.43,0,1
T02123,P1377,2026-03-25,下午,C1,basic,1,1.9,20.77,0,1
T02124,P0641,2026-03-25,上午,C2,case,0,22.32,10.85,0,0
T02125,P1514,2026-03-25,上午,C1,basic,1,12.84,6.58,0,1
T02126,P0937,2026-03-25,下午,C2,basic,1,5.31,4.59,0,1
T02127,P2647,2026-03-25,上午,C1,basic,1,6.2,6.61,0,1
T02128,P0235,2026-03-25,上午,C2,case,0,18.57,16.99,0,1
T02129,P0553,2026-03-25,上午,C1,case,0,35.82,6.27,0,0
T02130,P0938,2026-03-25,下午,C2,case,0,5.53,24.8,0,1
T02131,P1448,2026-03-25,上午,C1,case,0,21.21,6.53,0,0
T02132,P0049,2026-03-25,上午,C2,case,0,28.96,15.45,0,0
T02133,P0254,2026-03-25,上午,C1,case,0,18.26,9.13,0,1
T02134,P2418,2026-03-25,下午,C2,case,0,15.63,36.14,0,1
T02135,P0608,2026-03-25,上午,C1,case,0,17.34,34.08,0,1
T02136,P1447,2026-03-25,上午,C2,case,1,17.5,12.64,0,0
T02137,P2340,2026-03-25,上午,C1,basic,1,3.81,4.42,0,1
T02138,P1111,2026-03-25,上午,C2,case,0,35.44,,1,0
T02139,P0572,2026-03-25,下午,C1,case,1,2.02,21.04,0,1
T02140,P1469,2026-03-25,上午,C2,basic,1,6.41,3.75,0,1
T02141,P1870,2026-03-25,上午,C1,case,1,38.35,6.39,0,1
T02142,P1197,2026-03-25,上午,C2,case,0,14.34,7.0,0,1
T02143,P2295,2026-03-25,上午,C1,case,0,17.52,5.32,0,1
T02144,P2069,2026-03-25,上午,C2,case,0,12.73,3.24,0,0
T02145,P0134,2026-03-25,上午,C1,case,0,20.4,11.93,0,1
T02146,P1928,2026-03-25,下午,C2,case,0,6.38,7.33,0,1
T02147,P2517,2026-03-25,上午,C1,basic,0,18.86,6.45,0,1
T02148,P1307,2026-03-25,上午,C2,case,0,6.71,21.12,0,1
T02149,P2306,2026-03-25,上午,C1,basic,1,3.42,9.91,0,1
T02150,P0366,2026-03-25,上午,C2,case,1,6.36,9.68,0,1
T02151,P2367,2026-03-25,上午,C1,basic,0,6.89,8.02,0,1
T02152,P0651,2026-03-25,上午,C2,case,0,38.68,,1,0
T02153,P0725,2026-03-25,下午,C1,basic,0,5.41,9.37,0,1
T02154,P0283,2026-03-25,下午,C2,case,0,16.09,8.18,0,1
T02155,P0491,2026-03-25,上午,C1,basic,1,5.33,16.39,0,1
T02156,P2101,2026-03-25,下午,C2,basic,1,7.53,5.36,0,1
T02157,P2564,2026-03-25,下午,C1,case,1,6.83,33.25,0,0
T02158,P0544,2026-03-25,下午,C2,basic,0,11.35,3.43,0,1
T02159,P1549,2026-03-25,上午,C1,case,0,43.35,31.66,0,1
T02160,P1606,2026-03-25,上午,C2,case,0,6.43,15.83,0,0
T02161,P0508,2026-03-26,上午,A1,case,0,6.67,19.34,0,1
T02162,P1494,2026-03-26,上午,A2,basic,0,4.97,6.22,0,1
T02163,P1921,2026-03-26,上午,A1,case,1,10.88,6.12,0,1
T02164,P1905,2026-03-26,上午,A2,case,1,10.03,23.33,0,0
T02165,P0184,2026-03-26,下午,A1,case,0,13.43,5.82,0,0
T02166,P1238,2026-03-26,下午,A2,basic,1,5.72,17.12,0,1
T02167,P0288,2026-03-26,下午,A1,case,0,15.84,16.27,0,1
T02168,P2453,2026-03-26,上午,A2,case,0,13.36,31.79,0,1
T02169,P1512,2026-03-26,下午,A1,case,0,11.07,13.31,0,1
T02170,P1303,2026-03-26,上午,A2,case,0,18.56,5.91,0,0
T02171,P0543,2026-03-26,上午,A1,case,1,5.74,19.44,0,1
T02172,P1848,2026-03-26,上午,A2,basic,1,3.06,3.44,0,1
T02173,P2082,2026-03-26,上午,A1,case,0,17.78,10.41,0,1
T02174,P1241,2026-03-26,上午,A2,case,0,14.51,39.98,0,1
T02175,P0382,2026-03-26,上午,A1,basic,0,8.67,7.24,0,0
T02176,P1555,2026-03-26,下午,A2,basic,0,2.19,2.02,0,1
T02177,P2206,2026-03-26,下午,A1,basic,1,0.97,7.35,0,1
T02178,P0734,2026-03-26,上午,A2,case,0,9.2,22.58,0,1
T02179,P1458,2026-03-26,上午,A1,case,0,37.26,4.34,0,1
T02180,P0787,2026-03-26,上午,A2,basic,1,17.73,6.61,0,0
T02181,P1587,2026-03-26,上午,A1,case,0,14.31,4.1,0,1
T02182,P1953,2026-03-26,下午,A2,case,0,8.74,18.42,0,1
T02183,P0743,2026-03-26,下午,A1,case,0,14.08,31.78,0,1
T02184,P0591,2026-03-26,下午,A2,case,0,7.43,8.37,0,1
T02185,P1727,2026-03-26,下午,A1,case,0,6.12,8.36,0,0
T02186,P0313,2026-03-26,上午,A2,basic,1,3.02,5.08,0,1
T02187,P0993,2026-03-26,下午,A1,case,1,7.09,15.37,0,1
T02188,P2021,2026-03-26,上午,A2,case,0,5.22,71.03,0,1
T02189,P0661,2026-03-26,上午,A1,case,0,10.78,46.48,0,1
T02190,P2197,2026-03-26,下午,A2,case,0,17.4,38.57,0,1
T02191,P2174,2026-03-26,上午,A1,case,1,20.74,20.85,0,1
T02192,P1191,2026-03-26,上午,A2,case,0,11.51,17.48,0,1
T02193,P2655,2026-03-26,上午,A1,case,0,12.69,29.74,0,1
T02194,P1356,2026-03-26,上午,A2,case,0,16.98,7.63,0,1
T02195,P0389,2026-03-26,上午,A1,case,0,20.86,5.01,0,1
T02196,P1457,2026-03-26,下午,A2,basic,1,4.72,15.84,0,0
T02197,P2192,2026-03-26,上午,A1,case,1,32.79,10.12,0,1
T02198,P1060,2026-03-26,下午,A2,case,0,7.87,11.01,0,1
T02199,P0283,2026-03-26,上午,A1,case,0,20.0,34.72,0,1
T02200,P2526,2026-03-26,上午,A2,case,0,8.13,10.89,0,1
T02201,P1663,2026-03-26,上午,B1,basic,0,12.98,7.71,0,1
T02202,P1431,2026-03-26,上午,B2,basic,1,3.2,7.82,0,1
T02203,P0448,2026-03-26,上午,B1,basic,1,2.36,6.69,0,0
T02204,P1085,2026-03-26,下午,B2,case,0,25.46,15.05,0,1
T02205,P0024,2026-03-26,下午,B1,basic,1,2.24,10.96,0,1
T02206,P0914,2026-03-26,上午,B2,basic,0,4.42,8.42,0,1
T02207,P0571,2026-03-26,上午,B1,basic,1,5.88,6.03,0,0
T02208,P0462,2026-03-26,下午,B2,basic,1,2.03,9.1,0,1
T02209,P1085,2026-03-26,下午,B1,basic,1,7.12,12.48,0,1
T02210,P1339,2026-03-26,上午,B2,basic,0,9.87,3.63,0,1
T02211,P2206,2026-03-26,上午,B1,case,0,13.27,8.25,0,0
T02212,P2064,2026-03-26,上午,B2,basic,0,5.1,3.61,0,1
T02213,P1015,2026-03-26,上午,B1,case,0,22.97,8.2,0,1
T02214,P1427,2026-03-26,下午,B2,basic,0,3.13,4.82,0,1
