survey_id,ticket_id,invited,score,response_days
Q01971,T01971,1,5,1
Q01972,T01972,1,5,1
Q01973,T01973,1,3,3
Q01974,T01974,0,,
Q01975,T01975,1,4,3
Q01976,T01976,1,5,3
Q01977,T01977,1,4,4
Q01978,T01978,1,,
Q01979,T01979,1,,
Q01980,T01980,1,5,4
Q01981,T01981,1,5,4
Q01982,T01982,1,,
Q01983,T01983,1,5,1
Q01984,T01984,1,,
Q01985,T01985,1,5,4
Q01986,T01986,1,4,3
Q01987,T01987,0,,
Q01988,T01988,1,5,1
Q01989,T01989,1,5,2
Q01990,T01990,1,5,4
Q01991,T01991,0,,
Q01992,T01992,1,5,0
Q01993,T01993,1,3,2
Q01994,T01994,1,5,0
Q01995,T01995,1,5,1
Q01996,T01996,1,5,2
Q01997,T01997,1,,
Q01998,T01998,1,4,4
Q01999,T01999,1,4,4
Q02000,T02000,1,5,3
Q02001,T02001,1,5,2
Q02002,T02002,1,5,3
Q02003,T02003,1,5,3
Q02004,T02004,1,5,0
Q02005,T02005,1,,
Q02006,T02006,1,,
Q02007,T02007,1,,
Q02008,T02008,1,5,1
Q02009,T02009,1,,
Q02010,T02010,1,5,4
Q02011,T02011,1,4,2
Q02012,T02012,1,4,2
Q02013,T02013,1,,
Q02014,T02014,1,,
Q02015,T02015,1,,
Q02016,T02016,0,,
Q02017,T02017,0,,
Q02018,T02018,1,,
Q02019,T02019,0,,
Q02020,T02020,1,5,0
Q02021,T02021,1,5,0
Q02022,T02022,1,,
Q02023,T02023,1,4,1
Q02024,T02024,1,,
Q02025,T02025,1,,
Q02026,T02026,1,,
Q02027,T02027,1,5,3
Q02028,T02028,0,,
Q02029,T02029,1,3,2
Q02030,T02030,1,5,2
Q02031,T02031,1,5,0
Q02032,T02032,1,3,1
Q02033,T02033,1,5,4
Q02034,T02034,1,4,3
Q02035,T02035,1,,
Q02036,T02036,1,4,2
Q02037,T02037,1,5,3
Q02038,T02038,0,,
Q02039,T02039,1,4,3
Q02040,T02040,0,,
Q02041,T02041,1,5,4
Q02042,T02042,0,,
Q02043,T02043,1,4,4
Q02044,T02044,1,5,0
Q02045,T02045,1,4,2
Q02046,T02046,1,,
Q02047,T02047,1,,
Q02048,T02048,1,5,0
Q02049,T02049,1,,
Q02050,T02050,1,5,3
Q02051,T02051,1,5,3
Q02052,T02052,0,,
Q02053,T02053,1,,
Q02054,T02054,1,4,1
Q02055,T02055,0,,
Q02056,T02056,1,5,4
Q02057,T02057,1,5,4
Q02058,T02058,1,3,1
Q02059,T02059,1,4,4
Q02060,T02060,1,4,2
Q02061,T02061,1,,
Q02062,T02062,1,4,1
Q02063,T02063,0,,
Q02064,T02064,1,4,0
Q02065,T02065,1,3,3
Q02066,T02066,1,4,2
Q02067,T02067,1,5,0
Q02068,T02068,1,4,2
Q02069,T02069,1,,
Q02070,T02070,1,5,3
Q02071,T02071,1,5,2
Q02072,T02072,1,,
Q02073,T02073,1,4,4
Q02074,T02074,1,,
Q02075,T02075,0,,
Q02076,T02076,0,,
Q02077,T02077,1,5,4
Q02078,T02078,0,,
Q02079,T02079,1,,
Q02080,T02080,1,4,3
Q02081,T02081,1,5,0
Q02082,T02082,1,3,4
Q02083,T02083,1,5,4
Q02084,T02084,1,5,1
Q02085,T02085,1,,
Q02086,T02086,1,5,4
Q02087,T02087,1,5,2
Q02088,T02088,1,4,2
Q02089,T02089,1,,
Q02090,T02090,1,5,0
Q02091,T02091,1,5,4
Q02092,T02092,1,4,1
Q02093,T02093,1,4,2
Q02094,T02094,1,5,1
Q02095,T02095,1,5,3
Q02096,T02096,0,,
Q02097,T02097,0,,
Q02098,T02098,1,5,1
Q02099,T02099,1,,
Q02100,T02100,1,,
Q02101,T02101,1,,
Q02102,T02102,1,,
Q02103,T02103,1,5,1
Q02104,T02104,0,,
Q02105,T02105,1,,
Q02106,T02106,1,4,2
Q02107,T02107,1,2,0
Q02108,T02108,1,4,2
Q02109,T02109,1,,
Q02110,T02110,1,5,4
Q02111,T02111,1,,
Q02112,T02112,1,4,4
Q02113,T02113,1,,
Q02114,T02114,1,5,3
Q02115,T02115,1,,
Q02116,T02116,1,5,0
Q02117,T02117,1,,
Q02118,T02118,1,4,3
Q02119,T02119,1,5,4
Q02120,T02120,1,,
Q02121,T02121,1,,
Q02122,T02122,1,5,1
Q02123,T02123,1,,
Q02124,T02124,1,,
Q02125,T02125,1,,
Q02126,T02126,1,5,0
Q02127,T02127,1,5,2
Q02128,T02128,1,3,1
Q02129,T02129,1,3,0
Q02130,T02130,0,,
Q02131,T02131,1,,
Q02132,T02132,1,3,2
Q02133,T02133,0,,
Q02134,T02134,1,5,2
Q02135,T02135,1,5,3
Q02136,T02136,0,,
Q02137,T02137,1,,
Q02138,T02138,0,,
Q02139,T02139,1,5,0
Q02140,T02140,1,4,3
Q02141,T02141,1,3,3
Q02142,T02142,1,,
Q02143,T02143,1,3,4
Q02144,T02144,1,3,0
Q02145,T02145,1,5,2
Q02146,T02146,1,4,3
Q02147,T02147,1,5,2
Q02148,T02148,1,5,2
Q02149,T02149,1,5,2
Q02150,T02150,0,,
Q02151,T02151,1,,
Q02152,T02152,1,,
Q02153,T02153,1,,
Q02154,T02154,1,,
Q02155,T02155,1,5,2
Q02156,T02156,1,,
Q02157,T02157,1,,
Q02158,T02158,1,5,1
Q02159,T02159,1,3,1
Q02160,T02160,1,4,0
Q02161,T02161,1,3,4
Q02162,T02162,1,,
Q02163,T02163,1,,
Q02164,T02164,1,4,2
Q02165,T02165,1,,
Q02166,T02166,1,5,4
Q02167,T02167,0,,
Q02168,T02168,1,,
Q02169,T02169,1,5,3
Q02170,T02170,1,,
Q02171,T02171,1,5,0
Q02172,T02172,1,5,2
Q02173,T02173,1,5,2
Q02174,T02174,1,,
Q02175,T02175,1,5,2
Q02176,T02176,1,5,3
Q02177,T02177,1,5,0
Q02178,T02178,1,3,3
Q02179,T02179,1,4,2
Q02180,T02180,1,,
Q02181,T02181,1,4,4
Q02182,T02182,1,5,0
Q02183,T02183,1,4,2
Q02184,T02184,1,5,0
Q02185,T02185,1,5,0
Q02186,T02186,1,5,4
Q02187,T02187,1,5,0
Q02188,T02188,1,,
Q02189,T02189,1,5,2
Q02190,T02190,1,4,2
Q02191,T02191,1,,
Q02192,T02192,1,4,3
Q02193,T02193,1,4,4
Q02194,T02194,0,,
Q02195,T02195,1,5,0
Q02196,T02196,0,,
Q02197,T02197,1,,
Q02198,T02198,1,4,2
Q02199,T02199,0,,
Q02200,T02200,1,5,1
Q02201,T02201,0,,
Q02202,T02202,1,5,0
Q02203,T02203,1,,
Q02204,T02204,0,,
Q02205,T02205,1,5,0
Q02206,T02206,1,5,1
Q02207,T02207,1,5,4
Q02208,T02208,1,5,1
Q02209,T02209,1,5,0
Q02210,T02210,1,2,4
Q02211,T02211,1,,
Q02212,T02212,1,,
Q02213,T02213,1,4,4
Q02214,T02214,1,,
Q02215,T02215,1,5,0
Q02216,T02216,1,5,4
Q02217,T02217,1,5,3
Q02218,T02218,1,3,0
Q02219,T02219,1,5,1
Q02220,T02220,1,4,3
Q02221,T02221,1,4,3
Q02222,T02222,1,,
Q02223,T02223,1,3,4
Q02224,T02224,1,5,3
Q02225,T02225,1,,
Q02226,T02226,1,4,2
Q02227,T02227,1,5,1
Q02228,T02228,1,5,0
Q02229,T02229,1,,
Q02230,T02230,1,,
Q02231,T02231,1,,
Q02232,T02232,1,5,3
Q02233,T02233,1,,
Q02234,T02234,1,,
Q02235,T02235,1,5,1
Q02236,T02236,1,,
Q02237,T02237,1,4,0
Q02238,T02238,1,,
Q02239,T02239,1,5,2
Q02240,T02240,1,,
Q02241,T02241,0,,
Q02242,T02242,1,,
Q02243,T02243,1,,
Q02244,T02244,1,3,3
Q02245,T02245,0,,
Q02246,T02246,1,5,0
Q02247,T02247,1,5,4
Q02248,T02248,1,4,0
Q02249,T02249,0,,
Q02250,T02250,0,,
Q02251,T02251,1,5,3
Q02252,T02252,1,4,0
Q02253,T02253,1,5,4
Q02254,T02254,0,,
Q02255,T02255,1,5,1
Q02256,T02256,1,4,1
Q02257,T02257,1,5,3
Q02258,T02258,1,4,4
Q02259,T02259,1,5,0
Q02260,T02260,1,5,4
Q02261,T02261,1,4,1
Q02262,T02262,1,4,2
Q02263,T02263,1,3,4
Q02264,T02264,1,4,1
Q02265,T02265,1,5,0
Q02266,T02266,1,,
Q02267,T02267,0,,
Q02268,T02268,1,,
Q02269,T02269,1,,
Q02270,T02270,1,5,1
Q02271,T02271,1,5,3
Q02272,T02272,1,5,2
Q02273,T02273,1,2,3
Q02274,T02274,1,5,3
Q02275,T02275,1,5,0
Q02276,T02276,1,5,4
Q02277,T02277,1,5,0
Q02278,T02278,1,3,3
Q02279,T02279,1,4,0
Q02280,T02280,1,,
Q02281,T02281,1,4,2
Q02282,T02282,0,,
Q02283,T02283,1,,
Q02284,T02284,1,5,3
Q02285,T02285,1,5,3
Q02286,T02286,1,5,1
Q02287,T02287,0,,
Q02288,T02288,1,,
Q02289,T02289,1,5,0
Q02290,T02290,1,,
Q02291,T02291,1,,
Q02292,T02292,1,,
Q02293,T02293,0,,
Q02294,T02294,1,4,3
Q02295,T02295,1,4,2
Q02296,T02296,1,5,1
Q02297,T02297,0,,
Q02298,T02298,1,,
Q02299,T02299,1,4,1
Q02300,T02300,1,5,0
Q02301,T02301,0,,
Q02302,T02302,0,,
Q02303,T02303,1,,
Q02304,T02304,0,,
Q02305,T02305,1,5,0
Q02306,T02306,0,,
Q02307,T02307,1,,
Q02308,T02308,1,5,2
Q02309,T02309,1,5,2
Q02310,T02310,1,5,3
Q02311,T02311,0,,
Q02312,T02312,1,,
Q02313,T02313,1,4,1
Q02314,T02314,1,5,0
Q02315,T02315,1,5,3
Q02316,T02316,1,5,2
Q02317,T02317,1,5,3
Q02318,T02318,1,5,0
Q02319,T02319,1,5,4
Q02320,T02320,1,4,3
Q02321,T02321,0,,
Q02322,T02322,1,4,2
Q02323,T02323,1,5,4
Q02324,T02324,1,5,2
Q02325,T02325,1,4,2
Q02326,T02326,1,5,4
Q02327,T02327,1,5,0
Q02328,T02328,1,5,4
Q02329,T02329,0,,
Q02330,T02330,1,5,1
Q02331,T02331,1,5,2
Q02332,T02332,1,5,1
Q02333,T02333,1,4,1
Q02334,T02334,1,,
Q02335,T02335,1,,
Q02336,T02336,1,5,4
Q02337,T02337,1,,
Q02338,T02338,0,,
Q02339,T02339,1,4,0
Q02340,T02340,1,5,0
Q02341,T02341,1,,
Q02342,T02342,1,5,4
Q02343,T02343,1,5,2
Q02344,T02344,1,,
Q02345,T02345,1,5,1
Q02346,T02346,1,5,0
Q02347,T02347,1,,
Q02348,T02348,1,4,1
Q02349,T02349,1,3,1
Q02350,T02350,0,,
Q02351,T02351,0,,
Q02352,T02352,1,4,3
Q02353,T02353,1,5,3
Q02354,T02354,1,5,1
Q02355,T02355,1,5,1
Q02356,T02356,0,,
Q02357,T02357,0,,
Q02358,T02358,1,,
Q02359,T02359,1,4,4
Q02360,T02360,0,,
Q02361,T02361,1,,
Q02362,T02362,1,,
Q02363,T02363,1,,
Q02364,T02364,1,,
Q02365,T02365,1,,
Q02366,T02366,1,,
Q02367,T02367,1,,
Q02368,T02368,1,,
Q02369,T02369,1,,
Q02370,T02370,1,,
Q02371,T02371,1,,
Q02372,T02372,1,3,4
Q02373,T02373,1,,
Q02374,T02374,1,,
Q02375,T02375,1,,
Q02376,T02376,1,5,0
Q02377,T02377,1,4,3
Q02378,T02378,1,,
Q02379,T02379,1,,
Q02380,T02380,1,,
Q02381,T02381,1,3,4
Q02382,T02382,1,4,0
Q02383,T02383,1,,
Q02384,T02384,1,4,4
Q02385,T02385,1,,
Q02386,T02386,1,,
Q02387,T02387,1,5,1
Q02388,T02388,1,4,1
Q02389,T02389,1,,
Q02390,T02390,1,5,4
Q02391,T02391,1,5,4
Q02392,T02392,1,5,2
Q02393,T02393,1,5,4
Q02394,T02394,1,4,0
Q02395,T02395,1,,
Q02396,T02396,1,,
Q02397,T02397,1,5,2
Q02398,T02398,1,5,2
Q02399,T02399,1,5,4
Q02400,T02400,1,,
Q02401,T02401,0,,
Q02402,T02402,0,,
Q02403,T02403,1,5,1
Q02404,T02404,1,,
Q02405,T02405,1,5,2
Q02406,T02406,1,4,0
Q02407,T02407,1,5,3
Q02408,T02408,1,5,4
Q02409,T02409,0,,
Q02410,T02410,1,,
Q02411,T02411,1,5,1
Q02412,T02412,1,,
Q02413,T02413,1,,
Q02414,T02414,1,,
Q02415,T02415,1,,
Q02416,T02416,1,5,1
Q02417,T02417,1,,
Q02418,T02418,1,5,4
Q02419,T02419,0,,
Q02420,T02420,1,,
Q02421,T02421,0,,
Q02422,T02422,1,,
Q02423,T02423,1,4,1
Q02424,T02424,1,,
Q02425,T02425,1,3,4
Q02426,T02426,1,4,2
Q02427,T02427,1,,
Q02428,T02428,1,4,0
Q02429,T02429,1,,
Q02430,T02430,1,5,0
Q02431,T02431,1,,
Q02432,T02432,1,5,3
Q02433,T02433,1,,
Q02434,T02434,1,5,2
Q02435,T02435,1,,
Q02436,T02436,1,,
Q02437,T02437,1,5,1
Q02438,T02438,0,,
Q02439,T02439,1,4,0
Q02440,T02440,1,,
Q02441,T02441,1,2,2
Q02442,T02442,1,5,1
Q02443,T02443,1,,
Q02444,T02444,1,4,4
Q02445,T02445,1,,
Q02446,T02446,1,,
Q02447,T02447,1,5,0
Q02448,T02448,1,5,3
Q02449,T02449,1,4,1
Q02450,T02450,0,,
Q02451,T02451,1,4,0
Q02452,T02452,1,3,3
Q02453,T02453,1,4,2
Q02454,T02454,0,,
Q02455,T02455,1,,
Q02456,T02456,1,5,2
Q02457,T02457,1,,
Q02458,T02458,1,5,4
Q02459,T02459,1,,
Q02460,T02460,1,5,0
Q02461,T02461,1,,
Q02462,T02462,1,,
Q02463,T02463,1,,
Q02464,T02464,1,5,0
Q02465,T02465,1,4,1
Q02466,T02466,0,,
Q02467,T02467,1,,
Q02468,T02468,1,5,2
Q02469,T02469,0,,
Q02470,T02470,1,5,4
Q02471,T02471,1,5,3
Q02472,T02472,1,5,3
Q02473,T02473,1,,
Q02474,T02474,1,5,4
Q02475,T02475,0,,
Q02476,T02476,1,,
Q02477,T02477,1,3,3
Q02478,T02478,1,5,4
Q02479,T02479,1,5,4
Q02480,T02480,1,3,1
Q02481,T02481,1,4,3
Q02482,T02482,1,,
Q02483,T02483,1,,
Q02484,T02484,1,5,1
Q02485,T02485,1,5,1
Q02486,T02486,1,,
Q02487,T02487,1,4,1
Q02488,T02488,1,,
Q02489,T02489,1,5,1
Q02490,T02490,1,,
Q02491,T02491,1,5,4
Q02492,T02492,1,5,2
Q02493,T02493,1,,
Q02494,T02494,1,4,3
Q02495,T02495,1,5,1
Q02496,T02496,0,,
Q02497,T02497,1,5,4
Q02498,T02498,1,3,4
Q02499,T02499,1,,
Q02500,T02500,1,5,1
Q02501,T02501,1,5,1
Q02502,T02502,0,,
Q02503,T02503,1,5,3
Q02504,T02504,1,5,4
Q02505,T02505,1,,
Q02506,T02506,1,,
Q02507,T02507,1,5,3
Q02508,T02508,1,,
Q02509,T02509,1,,
Q02510,T02510,1,,
Q02511,T02511,1,4,4
Q02512,T02512,1,5,0
Q02513,T02513,1,5,4
Q02514,T02514,1,,
Q02515,T02515,1,4,3
Q02516,T02516,1,3,1
Q02517,T02517,0,,
Q02518,T02518,1,,
Q02519,T02519,1,,
Q02520,T02520,1,5,1
Q02521,T02521,1,,
Q02522,T02522,1,,
Q02523,T02523,1,,
Q02524,T02524,1,5,3
Q02525,T02525,1,4,0
Q02526,T02526,1,5,3
Q02527,T02527,1,5,0
Q02528,T02528,1,5,2
Q02529,T02529,1,5,1
Q02530,T02530,1,,
Q02531,T02531,1,4,2
Q02532,T02532,1,,
Q02533,T02533,1,5,0
Q02534,T02534,1,,
Q02535,T02535,1,4,0
Q02536,T02536,1,5,2
Q02537,T02537,1,5,3
Q02538,T02538,1,5,3
Q02539,T02539,1,5,3
Q02540,T02540,1,5,3
Q02541,T02541,1,5,4
Q02542,T02542,1,4,3
Q02543,T02543,1,5,3
Q02544,T02544,1,5,2
Q02545,T02545,1,,
Q02546,T02546,1,5,1
Q02547,T02547,1,,
Q02548,T02548,0,,
Q02549,T02549,1,4,0
Q02550,T02550,1,,
Q02551,T02551,1,,
Q02552,T02552,1,3,2
Q02553,T02553,1,5,3
Q02554,T02554,1,5,3
Q02555,T02555,1,5,4
Q02556,T02556,1,,
Q02557,T02557,1,4,4
Q02558,T02558,1,5,0
Q02559,T02559,1,,
Q02560,T02560,1,5,1
Q02561,T02561,0,,
Q02562,T02562,1,4,4
Q02563,T02563,1,,
Q02564,T02564,0,,
Q02565,T02565,1,,
Q02566,T02566,0,,
Q02567,T02567,0,,
Q02568,T02568,1,4,3
Q02569,T02569,1,4,3
Q02570,T02570,1,,
Q02571,T02571,1,4,1
Q02572,T02572,1,5,1
Q02573,T02573,0,,
Q02574,T02574,1,5,3
Q02575,T02575,1,4,1
Q02576,T02576,1,,
Q02577,T02577,1,,
Q02578,T02578,1,3,2
Q02579,T02579,1,5,0
Q02580,T02580,1,5,4
Q02581,T02581,1,5,0
Q02582,T02582,1,5,1
Q02583,T02583,1,5,0
Q02584,T02584,1,5,4
Q02585,T02585,1,4,1
Q02586,T02586,1,,
Q02587,T02587,1,,
Q02588,T02588,1,,
Q02589,T02589,1,5,1
Q02590,T02590,1,,
Q02591,T02591,1,5,1
Q02592,T02592,1,4,3
Q02593,T02593,1,3,0
Q02594,T02594,1,5,1
Q02595,T02595,0,,
Q02596,T02596,1,5,4
Q02597,T02597,1,5,3
Q02598,T02598,0,,
Q02599,T02599,1,4,1
Q02600,T02600,1,5,4
Q02601,T02601,0,,
Q02602,T02602,1,4,1
Q02603,T02603,1,5,4
Q02604,T02604,1,1,3
Q02605,T02605,1,5,3
Q02606,T02606,1,,
Q02607,T02607,1,5,2
Q02608,T02608,0,,
Q02609,T02609,1,4,1
Q02610,T02610,1,5,2
Q02611,T02611,1,2,3
Q02612,T02612,1,4,0
Q02613,T02613,1,5,0
Q02614,T02614,1,,
Q02615,T02615,1,5,4
Q02616,T02616,1,5,0
Q02617,T02617,1,5,1
Q02618,T02618,1,,
Q02619,T02619,1,,
Q02620,T02620,1,5,3
Q02621,T02621,1,3,1
Q02622,T02622,1,4,4
Q02623,T02623,1,,
Q02624,T02624,1,5,4
Q02625,T02625,0,,
Q02626,T02626,1,,
Q02627,T02627,0,,
Q02628,T02628,1,5,3
Q02629,T02629,1,4,2
Q02630,T02630,1,,
Q02631,T02631,0,,
Q02632,T02632,0,,
Q02633,T02633,1,,
Q02634,T02634,1,5,3
Q02635,T02635,1,,
Q02636,T02636,1,,
Q02637,T02637,1,4,3
Q02638,T02638,1,,
Q02639,T02639,1,,
Q02640,T02640,1,,
Q02641,T02641,1,,
Q02642,T02642,1,,
Q02643,T02643,0,,
Q02644,T02644,1,,
Q02645,T02645,1,5,1
Q02646,T02646,1,5,1
Q02647,T02647,1,5,0
Q02648,T02648,1,,
Q02649,T02649,1,5,4
Q02650,T02650,1,5,0
Q02651,T02651,1,5,1
Q02652,T02652,1,5,3
Q02653,T02653,1,,
Q02654,T02654,1,4,4
Q02655,T02655,1,,
Q02656,T02656,0,,
Q02657,T02657,1,,
Q02658,T02658,0,,
Q02659,T02659,1,,
Q02660,T02660,0,,
Q02661,T02661,1,,
Q02662,T02662,1,3,4
Q02663,T02663,1,5,1
Q02664,T02664,1,4,0
Q02665,T02665,0,,
Q02666,T02666,1,5,1
Q02667,T02667,1,,
Q02668,T02668,1,3,2
Q02669,T02669,1,5,0
Q02670,T02670,1,3,0
Q02671,T02671,1,5,1
Q02672,T02672,1,4,1
Q02673,T02673,1,,
Q02674,T02674,1,5,0
Q02675,T02675,1,,
Q02676,T02676,1,4,1
Q02677,T02677,1,3,1
Q02678,T02678,1,1,2
Q02679,T02679,0,,
Q02680,T02680,1,3,0
Q02681,T02681,0,,
Q02682,T02682,1,5,3
Q02683,T02683,1,5,1
Q02684,T02684,1,5,0
Q02685,T02685,1,5,2
Q02686,T02686,1,5,0
Q02687,T02687,1,5,2
Q02688,T02688,1,,
Q02689,T02689,1,,
Q02690,T02690,1,5,0
Q02691,T02691,1,,
Q02692,T02692,1,3,2
Q02693,T02693,1,5,1
Q02694,T02694,1,,
Q02695,T02695,1,,
Q02696,T02696,1,4,2
Q02697,T02697,1,,
Q02698,T02698,1,5,3
Q02699,T02699,1,,
Q02700,T02700,1,,
Q02701,T02701,1,,
Q02702,T02702,1,,
Q02703,T02703,1,5,3
Q02704,T02704,1,,
Q02705,T02705,1,5,2
Q02706,T02706,1,5,0
Q02707,T02707,1,5,0
Q02708,T02708,1,5,4
Q02709,T02709,1,4,4
Q02710,T02710,1,5,2
Q02711,T02711,1,4,2
Q02712,T02712,1,3,3
Q02713,T02713,1,,
Q02714,T02714,1,4,3
Q02715,T02715,1,5,3
Q02716,T02716,1,4,4
Q02717,T02717,0,,
Q02718,T02718,1,4,0
Q02719,T02719,1,,
Q02720,T02720,1,5,2
Q02721,T02721,1,5,1
Q02722,T02722,1,5,4
Q02723,T02723,1,5,0
Q02724,T02724,1,,
Q02725,T02725,1,,
Q02726,T02726,0,,
Q02727,T02727,0,,
Q02728,T02728,0,,
Q02729,T02729,1,5,0
Q02730,T02730,1,,
Q02731,T02731,1,5,0
Q02732,T02732,1,5,3
Q02733,T02733,1,5,3
Q02734,T02734,1,5,1
Q02735,T02735,1,4,2
Q02736,T02736,1,5,0
Q02737,T02737,1,5,4
Q02738,T02738,1,,
Q02739,T02739,1,4,1
Q02740,T02740,1,1,1
Q02741,T02741,1,3,1
Q02742,T02742,1,5,1
Q02743,T02743,1,4,0
Q02744,T02744,1,5,0
Q02745,T02745,1,5,0
Q02746,T02746,1,3,2
Q02747,T02747,1,4,3
Q02748,T02748,1,5,4
Q02749,T02749,0,,
Q02750,T02750,1,,
Q02751,T02751,0,,
Q02752,T02752,1,4,1
Q02753,T02753,1,5,2
Q02754,T02754,1,,
Q02755,T02755,1,5,4
Q02756,T02756,1,5,2
Q02757,T02757,1,,
Q02758,T02758,1,4,1
Q02759,T02759,1,3,3
Q02760,T02760,1,5,0
Q02761,T02761,1,,
Q02762,T02762,1,5,2
Q02763,T02763,1,,
Q02764,T02764,1,5,4
Q02765,T02765,1,5,0
Q02766,T02766,0,,
Q02767,T02767,1,,
Q02768,T02768,1,,
Q02769,T02769,1,2,0
Q02770,T02770,1,5,3
Q02771,T02771,1,4,4
Q02772,T02772,1,4,1
Q02773,T02773,1,4,2
Q02774,T02774,0,,
Q02775,T02775,1,,
Q02776,T02776,1,,
Q02777,T02777,1,2,3
Q02778,T02778,1,5,0
Q02779,T02779,1,4,4
Q02780,T02780,1,5,2
Q02781,T02781,0,,
Q02782,T02782,1,5,1
Q02783,T02783,1,,
Q02784,T02784,1,,
Q02785,T02785,1,3,0
Q02786,T02786,1,5,0
Q02787,T02787,1,3,1
Q02788,T02788,1,,
Q02789,T02789,1,5,0
Q02790,T02790,1,5,2
Q02791,T02791,1,,
Q02792,T02792,1,,
Q02793,T02793,1,5,3
Q02794,T02794,1,,
Q02795,T02795,1,,
Q02796,T02796,1,,
Q02797,T02797,1,,
Q02798,T02798,1,,
Q02799,T02799,1,,
Q02800,T02800,1,,
Q02801,T02801,1,5,2
Q02802,T02802,1,5,1
Q02803,T02803,1,5,2
Q02804,T02804,1,,
Q02805,T02805,0,,
Q02806,T02806,1,4,2
Q02807,T02807,1,4,2
Q02808,T02808,1,3,0
Q02809,T02809,1,4,3
Q02810,T02810,0,,
Q02811,T02811,1,4,3
Q02812,T02812,1,,
Q02813,T02813,0,,
Q02814,T02814,1,4,2
Q02815,T02815,1,,
Q02816,T02816,1,,
Q02817,T02817,1,,
Q02818,T02818,1,5,3
Q02819,T02819,1,4,4
Q02820,T02820,0,,
Q02821,T02821,1,5,0
Q02822,T02822,1,,
Q02823,T02823,1,5,0
Q02824,T02824,1,,
Q02825,T02825,1,,
Q02826,T02826,1,,
Q02827,T02827,1,5,1
Q02828,T02828,1,4,2
Q02829,T02829,1,,
Q02830,T02830,1,5,1
Q02831,T02831,1,,
Q02832,T02832,1,,
Q02833,T02833,1,5,2
Q02834,T02834,1,4,4
Q02835,T02835,1,4,0
Q02836,T02836,1,,
Q02837,T02837,1,5,3
Q02838,T02838,1,5,3
Q02839,T02839,1,3,3
Q02840,T02840,1,5,1
Q02841,T02841,1,,
Q02842,T02842,0,,
Q02843,T02843,1,4,1
Q02844,T02844,1,4,0
Q02845,T02845,1,,
Q02846,T02846,1,,
Q02847,T02847,1,1,0
Q02848,T02848,1,4,2
Q02849,T02849,1,4,4
Q02850,T02850,1,,
Q02851,T02851,1,5,2
Q02852,T02852,1,5,0
Q02853,T02853,1,5,0
Q02854,T02854,1,,
Q02855,T02855,1,4,2
Q02856,T02856,1,,
Q02857,T02857,1,5,0
Q02858,T02858,1,5,4
Q02859,T02859,1,5,1
Q02860,T02860,1,,
Q02861,T02861,1,4,2
Q02862,T02862,1,,
Q02863,T02863,1,,
Q02864,T02864,0,,
Q02865,T02865,1,5,3
Q02866,T02866,1,5,2
Q02867,T02867,1,4,2
Q02868,T02868,1,5,4
Q02869,T02869,1,5,0
Q02870,T02870,1,5,0
Q02871,T02871,1,,
Q02872,T02872,1,,
Q02873,T02873,1,4,0
Q02874,T02874,1,5,4
Q02875,T02875,1,4,1
Q02876,T02876,1,4,3
Q02877,T02877,1,5,2
Q02878,T02878,1,5,1
Q02879,T02879,1,,
Q02880,T02880,1,3,4
Q02881,T02881,1,5,0
Q02882,T02882,1,4,0
Q02883,T02883,0,,
Q02884,T02884,1,5,0
Q02885,T02885,1,4,4
Q02886,T02886,1,3,1
Q02887,T02887,1,,
Q02888,T02888,1,5,2
Q02889,T02889,1,4,3
Q02890,T02890,1,5,4
Q02891,T02891,1,4,3
Q02892,T02892,1,,
Q02893,T02893,1,,
Q02894,T02894,1,4,1
Q02895,T02895,1,,
Q02896,T02896,1,,
Q02897,T02897,0,,
Q02898,T02898,1,5,2
Q02899,T02899,0,,
Q02900,T02900,0,,
Q02901,T02901,1,5,4
Q02902,T02902,1,,
Q02903,T02903,1,4,0
Q02904,T02904,1,,
Q02905,T02905,1,,
Q02906,T02906,1,5,2
Q02907,T02907,1,,
Q02908,T02908,1,5,1
Q02909,T02909,1,5,3
Q02910,T02910,1,,
Q02911,T02911,1,5,3
Q02912,T02912,1,5,1
Q02913,T02913,1,,
Q02914,T02914,1,5,3
Q02915,T02915,1,5,0
Q02916,T02916,1,,
Q02917,T02917,1,,
Q02918,T02918,1,3,0
Q02919,T02919,1,5,1
Q02920,T02920,1,,
Q02921,T02921,1,5,3
Q02922,T02922,0,,
Q02923,T02923,0,,
Q02924,T02924,0,,
Q02925,T02925,1,4,4
Q02926,T02926,1,,
Q02927,T02927,1,5,3
Q02928,T02928,1,,
Q02929,T02929,1,,
Q02930,T02930,1,,
Q02931,T02931,1,3,4
Q02932,T02932,1,,
Q02933,T02933,0,,
Q02934,T02934,1,4,3
Q02935,T02935,1,5,4
Q02936,T02936,1,,
Q02937,T02937,1,5,3
Q02938,T02938,1,5,2
Q02939,T02939,1,,
Q02940,T02940,1,5,4
Q02941,T02941,1,,
Q02942,T02942,1,5,3
Q02943,T02943,1,4,4
Q02944,T02944,1,4,4
Q02945,T02945,1,4,1
Q02946,T02946,1,4,1
Q02947,T02947,1,4,2
Q02948,T02948,1,3,2
Q02949,T02949,1,,
Q02950,T02950,1,,
Q02951,T02951,1,,
Q02952,T02952,1,3,1
Q02953,T02953,1,4,0
Q02954,T02954,1,,
Q02955,T02955,0,,
Q02956,T02956,1,,
Q02957,T02957,1,,
