record_id,date,device_id,risk_score,failure_within_24h
2026-06-26-D086,2026-06-26,D086,23.8,0
2026-06-26-D087,2026-06-26,D087,35.7,0
2026-06-26-D088,2026-06-26,D088,58.8,0
2026-06-26-D089,2026-06-26,D089,30.9,0
2026-06-26-D090,2026-06-26,D090,5.9,0
2026-06-27-D001,2026-06-27,D001,43.3,0
2026-06-27-D002,2026-06-27,D002,31.1,0
2026-06-27-D003,2026-06-27,D003,0,0
2026-06-27-D004,2026-06-27,D004,36.6,0
2026-06-27-D005,2026-06-27,D005,12.1,0
2026-06-27-D006,2026-06-27,D006,27.5,0
2026-06-27-D007,2026-06-27,D007,6.9,0
2026-06-27-D008,2026-06-27,D008,72.0,1
2026-06-27-D009,2026-06-27,D009,10.7,0
2026-06-27-D010,2026-06-27,D010,19.6,0
2026-06-27-D011,2026-06-27,D011,26.5,0
2026-06-27-D012,2026-06-27,D012,17.7,0
2026-06-27-D013,2026-06-27,D013,51.5,0
2026-06-27-D014,2026-06-27,D014,71.3,0
2026-06-27-D015,2026-06-27,D015,17.1,0
2026-06-27-D016,2026-06-27,D016,43.0,0
2026-06-27-D017,2026-06-27,D017,35.7,0
2026-06-27-D018,2026-06-27,D018,28.5,0
2026-06-27-D019,2026-06-27,D019,49.6,0
2026-06-27-D020,2026-06-27,D020,54.0,0
2026-06-27-D021,2026-06-27,D021,52.7,0
2026-06-27-D022,2026-06-27,D022,81.7,0
2026-06-27-D023,2026-06-27,D023,50.8,0
2026-06-27-D024,2026-06-27,D024,82.6,0
2026-06-27-D025,2026-06-27,D025,67.2,1
2026-06-27-D026,2026-06-27,D026,0,0
2026-06-27-D027,2026-06-27,D027,17.5,0
2026-06-27-D028,2026-06-27,D028,16.2,0
2026-06-27-D029,2026-06-27,D029,17.2,0
2026-06-27-D030,2026-06-27,D030,38.7,0
2026-06-27-D031,2026-06-27,D031,74.1,0
2026-06-27-D032,2026-06-27,D032,33.5,0
2026-06-27-D033,2026-06-27,D033,50.1,0
2026-06-27-D034,2026-06-27,D034,2.9,0
2026-06-27-D035,2026-06-27,D035,23.3,0
2026-06-27-D036,2026-06-27,D036,38.2,1
2026-06-27-D037,2026-06-27,D037,30.2,0
2026-06-27-D038,2026-06-27,D038,7.3,0
2026-06-27-D039,2026-06-27,D039,51.9,0
2026-06-27-D040,2026-06-27,D040,57.0,0
2026-06-27-D041,2026-06-27,D041,70.1,1
2026-06-27-D042,2026-06-27,D042,19.0,0
2026-06-27-D043,2026-06-27,D043,7.5,0
2026-06-27-D044,2026-06-27,D044,34.7,0
2026-06-27-D045,2026-06-27,D045,2.4,0
2026-06-27-D046,2026-06-27,D046,13.0,0
2026-06-27-D047,2026-06-27,D047,54.6,0
2026-06-27-D048,2026-06-27,D048,3.1,0
2026-06-27-D049,2026-06-27,D049,10.4,0
2026-06-27-D050,2026-06-27,D050,39.0,0
2026-06-27-D051,2026-06-27,D051,15.0,0
2026-06-27-D052,2026-06-27,D052,20.7,0
2026-06-27-D053,2026-06-27,D053,29.0,0
2026-06-27-D054,2026-06-27,D054,32.7,0
2026-06-27-D055,2026-06-27,D055,37.1,0
2026-06-27-D056,2026-06-27,D056,76.0,1
2026-06-27-D057,2026-06-27,D057,37.8,0
2026-06-27-D058,2026-06-27,D058,47.6,0
2026-06-27-D059,2026-06-27,D059,29.8,0
2026-06-27-D060,2026-06-27,D060,27.8,0
2026-06-27-D061,2026-06-27,D061,21.4,0
2026-06-27-D062,2026-06-27,D062,51.3,0
2026-06-27-D063,2026-06-27,D063,7.5,0
2026-06-27-D064,2026-06-27,D064,26.3,0
2026-06-27-D065,2026-06-27,D065,83.5,0
2026-06-27-D066,2026-06-27,D066,5.2,0
2026-06-27-D067,2026-06-27,D067,68.1,0
2026-06-27-D068,2026-06-27,D068,19.6,0
2026-06-27-D069,2026-06-27,D069,39.6,0
2026-06-27-D070,2026-06-27,D070,78.9,1
2026-06-27-D071,2026-06-27,D071,14.7,0
2026-06-27-D072,2026-06-27,D072,77.5,1
2026-06-27-D073,2026-06-27,D073,71.8,0
2026-06-27-D074,2026-06-27,D074,7.4,0
2026-06-27-D075,2026-06-27,D075,73.0,0
2026-06-27-D076,2026-06-27,D076,30.0,0
2026-06-27-D077,2026-06-27,D077,22.1,0
2026-06-27-D078,2026-06-27,D078,23.6,0
2026-06-27-D079,2026-06-27,D079,27.5,0
2026-06-27-D080,2026-06-27,D080,49.1,0
2026-06-27-D081,2026-06-27,D081,9.9,0
2026-06-27-D082,2026-06-27,D082,53.8,0
2026-06-27-D083,2026-06-27,D083,15.0,0
2026-06-27-D084,2026-06-27,D084,29.3,0
2026-06-27-D085,2026-06-27,D085,81.5,0
2026-06-27-D086,2026-06-27,D086,13.5,0
2026-06-27-D087,2026-06-27,D087,67.6,0
2026-06-27-D088,2026-06-27,D088,0.9,0
2026-06-27-D089,2026-06-27,D089,0,0
2026-06-27-D090,2026-06-27,D090,9.9,0
2026-06-28-D001,2026-06-28,D001,33.0,0
2026-06-28-D002,2026-06-28,D002,31.8,0
2026-06-28-D003,2026-06-28,D003,52.0,1
2026-06-28-D004,2026-06-28,D004,33.7,0
2026-06-28-D005,2026-06-28,D005,51.7,0
2026-06-28-D006,2026-06-28,D006,56.0,0
2026-06-28-D007,2026-06-28,D007,49.7,0
2026-06-28-D008,2026-06-28,D008,13.6,0
2026-06-28-D009,2026-06-28,D009,37.3,0
2026-06-28-D010,2026-06-28,D010,75.8,1
2026-06-28-D011,2026-06-28,D011,30.5,1
2026-06-28-D012,2026-06-28,D012,26.5,0
2026-06-28-D013,2026-06-28,D013,32.4,0
2026-06-28-D014,2026-06-28,D014,46.3,0
2026-06-28-D015,2026-06-28,D015,54.1,0
2026-06-28-D016,2026-06-28,D016,7.1,0
2026-06-28-D017,2026-06-28,D017,59.3,0
2026-06-28-D018,2026-06-28,D018,34.7,0
2026-06-28-D019,2026-06-28,D019,29.3,0
2026-06-28-D020,2026-06-28,D020,54.9,0
2026-06-28-D021,2026-06-28,D021,60.6,0
2026-06-28-D022,2026-06-28,D022,33.8,0
2026-06-28-D023,2026-06-28,D023,63.3,0
2026-06-28-D024,2026-06-28,D024,52.2,0
2026-06-28-D025,2026-06-28,D025,55.1,0
2026-06-28-D026,2026-06-28,D026,89.4,1
2026-06-28-D027,2026-06-28,D027,12.3,0
2026-06-28-D028,2026-06-28,D028,65.4,0
2026-06-28-D029,2026-06-28,D029,24.3,0
2026-06-28-D030,2026-06-28,D030,59.9,0
2026-06-28-D031,2026-06-28,D031,26.1,0
2026-06-28-D032,2026-06-28,D032,33.1,0
2026-06-28-D033,2026-06-28,D033,36.5,0
2026-06-28-D034,2026-06-28,D034,18.6,0
2026-06-28-D035,2026-06-28,D035,13.1,0
2026-06-28-D036,2026-06-28,D036,47.9,1
2026-06-28-D037,2026-06-28,D037,13.3,0
2026-06-28-D038,2026-06-28,D038,53.4,0
2026-06-28-D039,2026-06-28,D039,19.7,0
2026-06-28-D040,2026-06-28,D040,47.2,0
2026-06-28-D041,2026-06-28,D041,25.6,0
2026-06-28-D042,2026-06-28,D042,27.9,0
2026-06-28-D043,2026-06-28,D043,51.2,0
2026-06-28-D044,2026-06-28,D044,58.0,0
2026-06-28-D045,2026-06-28,D045,12.3,0
2026-06-28-D046,2026-06-28,D046,15.3,0
2026-06-28-D047,2026-06-28,D047,57.4,1
2026-06-28-D048,2026-06-28,D048,25.7,0
2026-06-28-D049,2026-06-28,D049,41.3,0
2026-06-28-D050,2026-06-28,D050,82.1,1
2026-06-28-D051,2026-06-28,D051,50.7,0
2026-06-28-D052,2026-06-28,D052,29.0,1
2026-06-28-D053,2026-06-28,D053,17.2,0
2026-06-28-D054,2026-06-28,D054,18.9,0
2026-06-28-D055,2026-06-28,D055,25.1,0
2026-06-28-D056,2026-06-28,D056,74.3,0
2026-06-28-D057,2026-06-28,D057,4.7,0
2026-06-28-D058,2026-06-28,D058,62.2,0
2026-06-28-D059,2026-06-28,D059,44.9,0
2026-06-28-D060,2026-06-28,D060,42.8,0
2026-06-28-D061,2026-06-28,D061,26.4,0
2026-06-28-D062,2026-06-28,D062,21.5,0
2026-06-28-D063,2026-06-28,D063,42.2,0
2026-06-28-D064,2026-06-28,D064,43.3,0
2026-06-28-D065,2026-06-28,D065,26.7,0
2026-06-28-D066,2026-06-28,D066,58.2,0
2026-06-28-D067,2026-06-28,D067,34.2,0
2026-06-28-D068,2026-06-28,D068,7.8,0
2026-06-28-D069,2026-06-28,D069,22.5,0
2026-06-28-D070,2026-06-28,D070,25.5,0
2026-06-28-D071,2026-06-28,D071,19.5,0
2026-06-28-D072,2026-06-28,D072,0,0
2026-06-28-D073,2026-06-28,D073,15.2,0
2026-06-28-D074,2026-06-28,D074,36.4,0
2026-06-28-D075,2026-06-28,D075,29.7,0
2026-06-28-D076,2026-06-28,D076,34.3,0
2026-06-28-D077,2026-06-28,D077,45.2,0
2026-06-28-D078,2026-06-28,D078,38.1,0
2026-06-28-D079,2026-06-28,D079,21.3,0
2026-06-28-D080,2026-06-28,D080,9.7,0
2026-06-28-D081,2026-06-28,D081,19.9,0
2026-06-28-D082,2026-06-28,D082,48.5,0
2026-06-28-D083,2026-06-28,D083,79.5,0
2026-06-28-D084,2026-06-28,D084,16.0,0
2026-06-28-D085,2026-06-28,D085,33.5,0
2026-06-28-D086,2026-06-28,D086,88.7,1
2026-06-28-D087,2026-06-28,D087,11.8,0
2026-06-28-D088,2026-06-28,D088,42.2,0
2026-06-28-D089,2026-06-28,D089,55.9,0
2026-06-28-D090,2026-06-28,D090,54.6,1
