person_id,campus,stage,stratum,baseline_score,responded
P3-0196,central,early,central_early,66.76,0
P3-0197,central,early,central_early,54.7,0
P3-0198,central,early,central_early,44.19,1
P3-0199,central,early,central_early,62.41,1
P3-0200,central,early,central_early,54.4,0
P3-0201,central,early,central_early,60.55,0
P3-0202,central,early,central_early,66.66,0
P3-0203,central,early,central_early,71.54,1
P3-0204,central,early,central_early,40.32,0
P3-0205,central,early,central_early,51.71,0
P3-0206,central,early,central_early,64.67,0
P3-0207,central,early,central_early,75.77,1
P3-0208,central,early,central_early,47.08,0
P3-0209,central,early,central_early,54.81,1
P3-0210,central,early,central_early,85.25,0
P3-0211,central,early,central_early,37.82,0
P3-0212,central,early,central_early,55.06,0
P3-0213,central,early,central_early,60.06,0
P3-0214,central,early,central_early,57.2,1
P3-0215,central,early,central_early,48.09,1
P3-0216,central,early,central_early,57.25,1
P3-0217,central,early,central_early,68.84,1
P3-0218,central,early,central_early,41.15,1
P3-0219,central,early,central_early,61.17,0
P3-0220,central,early,central_early,58.52,0
P3-0221,central,early,central_early,64.4,1
P3-0222,central,early,central_early,44.37,1
P3-0223,central,early,central_early,73.7,0
P3-0224,central,early,central_early,65.45,1
P3-0225,central,early,central_early,48.83,0
P3-0226,central,early,central_early,44.49,1
P3-0227,central,early,central_early,59.58,1
P3-0228,central,early,central_early,59.6,0
P3-0229,central,early,central_early,61.74,1
P3-0230,central,early,central_early,60.92,1
P3-0231,central,early,central_early,69.15,1
P3-0232,central,early,central_early,67.1,0
P3-0233,central,early,central_early,61.31,1
P3-0234,central,early,central_early,78.2,0
P3-0235,central,early,central_early,48.99,0
P3-0236,central,early,central_early,51.63,0
P3-0237,central,early,central_early,59.04,0
P3-0238,central,early,central_early,47.56,1
P3-0239,central,early,central_early,68.12,1
P3-0240,central,early,central_early,80.01,0
P3-0241,central,early,central_early,45.76,0
P3-0242,central,early,central_early,70.18,0
P3-0243,central,early,central_early,51.06,0
P3-0244,central,early,central_early,62.17,0
P3-0245,central,early,central_early,56.13,1
P3-0246,central,early,central_early,54.86,1
P3-0247,central,early,central_early,46.05,1
P3-0248,central,early,central_early,64.41,0
P3-0249,central,early,central_early,62.65,1
P3-0250,central,early,central_early,45.2,0
P3-0251,central,early,central_early,52.15,0
P3-0252,central,early,central_early,39.11,0
P3-0253,central,early,central_early,43.56,0
P3-0254,central,early,central_early,48.9,0
P3-0255,central,early,central_early,71.59,1
P3-0256,central,early,central_early,70.8,0
P3-0257,central,early,central_early,45.39,1
P3-0258,central,early,central_early,56.55,0
P3-0259,central,early,central_early,60.62,0
P3-0260,central,early,central_early,39.53,0
P3-0261,central,early,central_early,57.67,1
P3-0262,central,early,central_early,40.77,0
P3-0263,central,early,central_early,48.57,0
P3-0264,central,early,central_early,51.35,0
P3-0265,central,early,central_early,50.99,1
P3-0266,central,early,central_early,44.84,0
P3-0267,central,early,central_early,81.03,1
P3-0268,central,early,central_early,74.85,0
P3-0269,central,early,central_early,39.52,0
P3-0270,central,early,central_early,66.86,0
P3-0271,central,early,central_early,55.84,0
P3-0272,central,early,central_early,70.42,0
P3-0273,central,early,central_early,65.91,1
P3-0274,central,early,central_early,54.49,0
P3-0275,central,early,central_early,55.8,1
P3-0276,central,early,central_early,56.09,0
P3-0277,central,early,central_early,68.26,0
P3-0278,central,early,central_early,36.46,0
P3-0279,central,early,central_early,48.35,0
P3-0280,central,early,central_early,71.49,0
P3-0281,central,early,central_early,46.9,0
P3-0282,central,early,central_early,52.69,0
P3-0283,central,early,central_early,55.18,1
P3-0284,central,early,central_early,64.43,0
P3-0285,central,early,central_early,48.38,0
P3-0286,central,early,central_early,60.28,1
P3-0287,central,early,central_early,58.94,0
P3-0288,central,early,central_early,49.56,0
P3-0289,central,early,central_early,73.48,0
P3-0290,central,early,central_early,48.87,1
P3-0291,central,early,central_early,39.11,1
P3-0292,central,early,central_early,63.53,1
P3-0293,central,early,central_early,66.79,1
P3-0294,central,early,central_early,59.4,1
P3-0295,central,early,central_early,60.09,0
P3-0296,central,early,central_early,52.27,1
P3-0297,central,early,central_early,58.14,0
P3-0298,central,early,central_early,64.1,1
P3-0299,central,early,central_early,40.6,0
P3-0300,central,early,central_early,63.05,0
P3-0301,central,early,central_early,51.22,0
P3-0302,central,early,central_early,73.19,0
P3-0303,central,early,central_early,40.12,0
P3-0304,central,early,central_early,59.18,0
P3-0305,central,early,central_early,46.95,1
P3-0306,central,early,central_early,47.56,0
P3-0307,central,early,central_early,63.34,1
P3-0308,central,early,central_early,71.65,1
P3-0309,central,early,central_early,63.35,1
P3-0310,central,early,central_early,60.89,1
P3-0311,central,early,central_early,64.75,0
P3-0312,central,early,central_early,62.3,1
P3-0313,central,early,central_early,52.32,0
P3-0314,central,early,central_early,48.55,0
P3-0315,central,early,central_early,43.76,0
P3-0316,central,early,central_early,68.68,0
P3-0317,central,early,central_early,50.64,0
P3-0318,central,early,central_early,48.83,0
P3-0319,central,early,central_early,56.68,1
P3-0320,central,early,central_early,45.31,1
P3-0321,central,early,central_early,39.87,0
P3-0322,central,early,central_early,60.93,1
P3-0323,central,early,central_early,57.95,1
P3-0324,central,early,central_early,53.14,0
P3-0325,central,early,central_early,53.62,1
P3-0326,central,early,central_early,47.91,1
P3-0327,central,early,central_early,40.2,1
P3-0328,central,early,central_early,71.72,1
P3-0329,central,early,central_early,47.84,1
P3-0330,central,early,central_early,49.51,0
P3-0331,central,early,central_early,60.41,1
P3-0332,central,early,central_early,43.83,0
P3-0333,central,early,central_early,44.22,0
P3-0334,central,early,central_early,51.14,1
P3-0335,central,early,central_early,77.88,0
P3-0336,central,early,central_early,57.0,0
P3-0337,central,early,central_early,69.01,1
P3-0338,central,early,central_early,57.22,1
P3-0339,central,early,central_early,46.67,0
P3-0340,central,early,central_early,41.76,1
P3-0341,central,early,central_early,89.04,1
P3-0342,central,early,central_early,71.88,0
P3-0343,central,early,central_early,59.78,1
P3-0344,central,early,central_early,64.99,1
P3-0345,central,early,central_early,38.04,0
P3-0346,central,early,central_early,55.92,0
P3-0347,central,early,central_early,39.28,1
P3-0348,central,early,central_early,45.48,0
P3-0349,central,early,central_early,54.0,0
P3-0350,central,early,central_early,67.63,1
P3-0351,central,early,central_early,60.65,1
P3-0352,central,early,central_early,58.91,0
P3-0353,central,early,central_early,66.45,1
P3-0354,central,early,central_early,36.32,1
P3-0355,central,early,central_early,32.91,1
P3-0356,central,early,central_early,56.43,0
P3-0357,central,early,central_early,61.12,0
P3-0358,central,early,central_early,39.14,0
P3-0359,central,early,central_early,62.32,0
P3-0360,central,early,central_early,57.82,0
P3-0361,central,early,central_early,59.28,1
P3-0362,central,early,central_early,61.34,0
P3-0363,central,early,central_early,53.69,0
P3-0364,central,early,central_early,51.18,1
P3-0365,central,early,central_early,53.87,0
P3-0366,central,early,central_early,65.86,1
P3-0367,central,early,central_early,54.42,0
P3-0368,central,early,central_early,68.69,1
P3-0369,central,early,central_early,54.87,0
P3-0370,central,early,central_early,60.41,0
P3-0371,central,early,central_early,35.12,1
P3-0372,central,early,central_early,66.28,0
P3-0373,central,early,central_early,61.84,1
P3-0374,central,early,central_early,48.78,0
P3-0375,central,early,central_early,61.15,1
P3-0376,central,early,central_early,57.23,1
P3-0377,central,early,central_early,76.77,1
P3-0378,central,early,central_early,85.58,1
P3-0379,central,early,central_early,48.82,1
P3-0380,central,early,central_early,74.35,1
P3-0381,central,early,central_early,57.48,1
P3-0382,central,early,central_early,73.55,0
P3-0383,central,early,central_early,63.81,1
P3-0384,central,early,central_early,48.2,0
P3-0385,central,early,central_early,65.87,1
P3-0386,central,early,central_early,62.17,1
P3-0387,central,early,central_early,53.21,0
P3-0388,central,early,central_early,40.88,1
P3-0389,central,early,central_early,54.61,1
P3-0390,central,early,central_early,75.94,0
P3-0391,central,early,central_early,49.29,1
P3-0392,central,early,central_early,51.26,1
P3-0393,central,early,central_early,65.78,1
P3-0394,central,early,central_early,69.36,1
P3-0395,central,early,central_early,67.73,1
P3-0396,central,early,central_early,35.12,1
P3-0397,central,early,central_early,46.69,1
P3-0398,central,early,central_early,54.58,1
P3-0399,central,early,central_early,80.75,0
P3-0400,central,early,central_early,61.47,0
P3-0401,central,early,central_early,63.18,1
P3-0402,central,early,central_early,58.68,1
P3-0403,central,early,central_early,51.53,1
P3-0404,central,early,central_early,81.94,1
P3-0405,central,early,central_early,51.29,1
P3-0406,central,early,central_early,54.04,1
P3-0407,central,early,central_early,54.78,1
P3-0408,central,early,central_early,78.65,0
P3-0409,central,early,central_early,50.21,1
P3-0410,central,early,central_early,63.3,0
P3-0411,central,early,central_early,54.31,1
P3-0412,central,early,central_early,56.14,1
P3-0413,central,early,central_early,57.9,0
P3-0414,central,early,central_early,59.23,0
P3-0415,central,early,central_early,65.58,0
P3-0416,central,early,central_early,52.5,1
P3-0417,central,early,central_early,59.98,1
P3-0418,central,early,central_early,44.09,0
P3-0419,central,early,central_early,48.76,0
P3-0420,central,early,central_early,52.86,0
P3-0421,central,early,central_early,62.47,0
P3-0422,central,early,central_early,54.55,1
P3-0423,central,early,central_early,62.88,0
P3-0424,central,early,central_early,49.96,1
P3-0425,central,early,central_early,74.28,1
P3-0426,central,early,central_early,65.35,1
P3-0427,central,early,central_early,65.3,0
P3-0428,central,early,central_early,45.09,1
P3-0429,central,early,central_early,61.14,1
P3-0430,central,early,central_early,56.93,0
P3-0431,central,early,central_early,77.25,1
P3-0432,central,early,central_early,51.09,0
P3-0433,central,early,central_early,70.03,1
P3-0434,central,early,central_early,70.35,0
P3-0435,central,early,central_early,81.86,0
P3-0436,central,early,central_early,70.48,0
P3-0437,central,early,central_early,69.5,0
P3-0438,central,early,central_early,51.74,0
P3-0439,central,early,central_early,47.82,1
P3-0440,central,early,central_early,55.64,1
P3-0441,central,early,central_early,54.96,1
P3-0442,central,early,central_early,46.02,1
P3-0443,central,early,central_early,69.03,1
P3-0444,central,early,central_early,72.25,1
P3-0445,central,early,central_early,49.96,0
P3-0446,central,early,central_early,63.28,1
P3-0447,central,early,central_early,52.0,0
P3-0448,central,early,central_early,61.63,0
P3-0449,central,early,central_early,71.8,1
P3-0450,central,early,central_early,51.8,0
P3-0451,central,early,central_early,58.28,1
P3-0452,central,early,central_early,71.76,0
P3-0453,central,early,central_early,69.56,0
P3-0454,central,early,central_early,47.97,0
P3-0455,central,early,central_early,65.52,1
P3-0456,central,early,central_early,71.39,1
P3-0457,central,early,central_early,63.77,0
P3-0458,central,early,central_early,50.28,0
P3-0459,central,early,central_early,69.41,1
P3-0460,central,early,central_early,45.01,0
P3-0461,central,early,central_early,61.02,1
P3-0462,central,early,central_early,63.04,1
P3-0463,central,early,central_early,31.03,0
P3-0464,central,early,central_early,71.54,0
P3-0465,central,early,central_early,83.75,0
P3-0466,central,early,central_early,48.59,0
P3-0467,central,early,central_early,39.27,1
P3-0468,central,early,central_early,63.58,1
P3-0469,central,early,central_early,51.41,1
P3-0470,central,early,central_early,57.04,0
P3-0471,central,early,central_early,73.63,0
P3-0472,central,early,central_early,51.57,0
P3-0473,central,early,central_early,45.13,0
P3-0474,central,early,central_early,43.98,1
P3-0475,central,early,central_early,56.78,0
P3-0476,central,early,central_early,74.33,0
P3-0477,central,early,central_early,70.29,1
P3-0478,central,early,central_early,63.08,1
P3-0479,central,early,central_early,45.58,0
P3-0480,central,early,central_early,60.55,0
P3-0481,central,early,central_early,82.12,1
P3-0482,central,early,central_early,57.52,1
P3-0483,central,early,central_early,65.95,0
P3-0484,central,early,central_early,55.54,0
P3-0485,central,early,central_early,71.07,0
P3-0486,central,early,central_early,52.39,0
P3-0487,central,early,central_early,64.77,0
P3-0488,central,early,central_early,44.29,0
P3-0489,central,early,central_early,41.73,0
P3-0490,central,early,central_early,47.06,1
P3-0491,central,early,central_early,76.25,1
P3-0492,central,early,central_early,65.13,1
P3-0493,central,early,central_early,66.02,1
P3-0494,central,early,central_early,41.62,0
P3-0495,central,early,central_early,67.56,0
P3-0496,central,early,central_early,75.73,1
P3-0497,central,early,central_early,66.92,0
P3-0498,central,early,central_early,34.35,1
P3-0499,central,early,central_early,84.62,1
P3-0500,central,early,central_early,48.76,0
P3-0501,central,early,central_early,47.3,0
P3-0502,central,early,central_early,57.04,1
P3-0503,central,early,central_early,46.17,1
P3-0504,central,early,central_early,59.36,1
P3-0505,central,early,central_early,57.94,1
P3-0506,central,early,central_early,69.69,1
P3-0507,central,early,central_early,45.48,1
P3-0508,central,early,central_early,58.21,1
P3-0509,central,early,central_early,58.27,0
P3-0510,central,early,central_early,61.42,1
P3-0511,central,early,central_early,65.7,0
P3-0512,central,early,central_early,62.62,0
P3-0513,central,early,central_early,51.76,0
P3-0514,central,early,central_early,34.21,0
P3-0515,central,early,central_early,57.07,0
P3-0516,central,early,central_early,74.8,0
P3-0517,central,early,central_early,47.71,0
P3-0518,central,early,central_early,34.86,1
P3-0519,central,early,central_early,20.67,1
P3-0520,central,early,central_early,55.64,0
P3-0521,central,early,central_early,63.86,1
P3-0522,central,early,central_early,81.24,0
P3-0523,central,early,central_early,62.54,1
P3-0524,central,early,central_early,42.43,1
P3-0525,central,early,central_early,49.88,0
P3-0526,central,early,central_early,76.03,0
P3-0527,central,early,central_early,71.43,1
P3-0528,central,early,central_early,41.28,0
P3-0529,central,early,central_early,40.84,0
P3-0530,central,early,central_early,55.14,1
P3-0531,central,early,central_early,76.43,0
P3-0532,central,early,central_early,70.84,1
P3-0533,central,early,central_early,76.27,1
P3-0534,central,early,central_early,29.93,0
P3-0535,central,early,central_early,57.1,1
P3-0536,central,early,central_early,59.21,0
P3-0537,central,early,central_early,46.38,0
P3-0538,central,early,central_early,36.55,0
P3-0539,central,early,central_early,47.23,0
P3-0540,central,early,central_early,81.02,1
P3-0541,central,early,central_early,58.71,0
P3-0542,central,early,central_early,54.07,0
P3-0543,central,early,central_early,48.21,1
P3-0544,central,early,central_early,44.87,1
P3-0545,central,early,central_early,58.5,1
P3-0546,central,early,central_early,65.14,0
P3-0547,central,early,central_early,47.74,0
P3-0548,central,early,central_early,50.6,0
P3-0549,central,early,central_early,62.91,1
P3-0550,central,early,central_early,72.37,0
P3-0551,central,early,central_early,51.02,0
P3-0552,central,early,central_early,69.75,1
P3-0553,central,early,central_early,87.66,1
P3-0554,central,early,central_early,42.44,0
P3-0555,central,early,central_early,72.83,0
P3-0556,central,early,central_early,62.13,0
P3-0557,central,early,central_early,76.67,1
P3-0558,central,early,central_early,73.91,0
P3-0559,central,early,central_early,27.86,0
P3-0560,central,early,central_early,58.21,0
P3-0561,central,early,central_early,56.97,0
P3-0562,central,early,central_early,56.2,1
P3-0563,central,early,central_early,47.44,0
P3-0564,central,early,central_early,59.5,0
P3-0565,central,early,central_early,45.49,0
P3-0566,central,early,central_early,69.75,0
P3-0567,central,early,central_early,77.53,1
P3-0568,central,early,central_early,55.18,1
P3-0569,central,early,central_early,62.09,1
P3-0570,central,early,central_early,50.31,0
P3-0571,central,early,central_early,43.69,1
P3-0572,central,early,central_early,59.32,0
P3-0573,central,early,central_early,61.43,0
P3-0574,central,early,central_early,44.7,1
P3-0575,central,early,central_early,67.84,0
P3-0576,central,early,central_early,63.53,1
P3-0577,central,early,central_early,69.69,1
P3-0578,central,early,central_early,78.07,1
P3-0579,central,early,central_early,64.81,1
P3-0580,central,early,central_early,55.05,0
P3-0581,central,early,central_early,43.8,1
P3-0582,central,early,central_early,57.74,0
P3-0583,central,early,central_early,52.23,1
P3-0584,central,early,central_early,62.55,1
P3-0585,central,early,central_early,52.09,0
P3-0586,central,early,central_early,62.99,0
P3-0587,central,early,central_early,56.75,1
P3-0588,central,early,central_early,68.4,0
P3-0589,central,early,central_early,63.66,1
P3-0590,central,early,central_early,46.23,0
P3-0591,central,early,central_early,92.56,1
P3-0592,central,early,central_early,59.65,0
P3-0593,central,early,central_early,75.94,1
P3-0594,central,early,central_early,40.62,0
P3-0595,central,early,central_early,48.9,1
P3-0596,central,early,central_early,81.67,1
P3-0597,central,early,central_early,61.71,1
P3-0598,central,early,central_early,50.62,1
P3-0599,central,early,central_early,55.56,0
P3-0600,central,early,central_early,57.17,0
P4-0001,central,late,central_late,38.72,0
P4-0002,central,late,central_late,46.24,0
P4-0003,central,late,central_late,62.86,0
P4-0004,central,late,central_late,58.96,0
P4-0005,central,late,central_late,67.37,0
P4-0006,central,late,central_late,70.83,0
P4-0007,central,late,central_late,39.92,0
P4-0008,central,late,central_late,46.09,0
P4-0009,central,late,central_late,45.75,0
P4-0010,central,late,central_late,63.29,0
P4-0011,central,late,central_late,37.62,1
P4-0012,central,late,central_late,53.03,0
P4-0013,central,late,central_late,51.72,0
P4-0014,central,late,central_late,60.74,0
P4-0015,central,late,central_late,57.32,0
P4-0016,central,late,central_late,51.85,1
P4-0017,central,late,central_late,49.07,0
P4-0018,central,late,central_late,86.17,1
P4-0019,central,late,central_late,34.01,0
P4-0020,central,late,central_late,74.43,1
P4-0021,central,late,central_late,55.87,0
P4-0022,central,late,central_late,61.89,0
P4-0023,central,late,central_late,40.89,0
P4-0024,central,late,central_late,62.3,0
P4-0025,central,late,central_late,53.62,0
P4-0026,central,late,central_late,50.02,0
P4-0027,central,late,central_late,58.77,0
P4-0028,central,late,central_late,95,0
P4-0029,central,late,central_late,49.31,0
P4-0030,central,late,central_late,54.22,0
P4-0031,central,late,central_late,54.39,0
P4-0032,central,late,central_late,51.42,0
P4-0033,central,late,central_late,50.12,0
P4-0034,central,late,central_late,51.3,0
P4-0035,central,late,central_late,42.35,1
P4-0036,central,late,central_late,59.15,0
P4-0037,central,late,central_late,59.43,0
P4-0038,central,late,central_late,60.9,0
P4-0039,central,late,central_late,67.86,0
P4-0040,central,late,central_late,51.5,0
P4-0041,central,late,central_late,35.37,0
P4-0042,central,late,central_late,70.28,0
P4-0043,central,late,central_late,53.71,1
P4-0044,central,late,central_late,54.67,1
P4-0045,central,late,central_late,43.44,0
P4-0046,central,late,central_late,54.35,0
P4-0047,central,late,central_late,36.82,0
P4-0048,central,late,central_late,50.33,1
P4-0049,central,late,central_late,74.0,0
P4-0050,central,late,central_late,55.97,0
P4-0051,central,late,central_late,48.9,0
P4-0052,central,late,central_late,55.94,0
P4-0053,central,late,central_late,59.41,0
P4-0054,central,late,central_late,75.4,0
P4-0055,central,late,central_late,53.56,0
P4-0056,central,late,central_late,48.49,0
P4-0057,central,late,central_late,45.69,0
P4-0058,central,late,central_late,60.96,0
P4-0059,central,late,central_late,49.72,1
P4-0060,central,late,central_late,51.83,1
P4-0061,central,late,central_late,68.97,0
P4-0062,central,late,central_late,55.17,0
P4-0063,central,late,central_late,56.07,0
P4-0064,central,late,central_late,44.13,0
P4-0065,central,late,central_late,58.29,0
P4-0066,central,late,central_late,68.95,0
P4-0067,central,late,central_late,64.4,0
P4-0068,central,late,central_late,50.56,0
P4-0069,central,late,central_late,77.48,0
P4-0070,central,late,central_late,42.98,0
P4-0071,central,late,central_late,63.58,0
P4-0072,central,late,central_late,73.2,0
P4-0073,central,late,central_late,31.3,0
P4-0074,central,late,central_late,50.7,0
P4-0075,central,late,central_late,53.59,1
P4-0076,central,late,central_late,59.65,0
P4-0077,central,late,central_late,52.88,0
P4-0078,central,late,central_late,32.79,1
P4-0079,central,late,central_late,79.96,0
P4-0080,central,late,central_late,74.11,0
P4-0081,central,late,central_late,50.53,0
P4-0082,central,late,central_late,55.7,0
P4-0083,central,late,central_late,51.52,0
P4-0084,central,late,central_late,51.83,0
P4-0085,central,late,central_late,81.26,1
P4-0086,central,late,central_late,63.58,0
P4-0087,central,late,central_late,55.91,0
P4-0088,central,late,central_late,81.94,1
P4-0089,central,late,central_late,54.99,0
P4-0090,central,late,central_late,44.37,0
P4-0091,central,late,central_late,58.99,0
P4-0092,central,late,central_late,74.23,0
P4-0093,central,late,central_late,54.1,0
P4-0094,central,late,central_late,66.63,0
P4-0095,central,late,central_late,63.09,0
P4-0096,central,late,central_late,71.54,1
P4-0097,central,late,central_late,53.51,1
P4-0098,central,late,central_late,71.82,1
P4-0099,central,late,central_late,64.01,0
P4-0100,central,late,central_late,50.67,0
P4-0101,central,late,central_late,51.6,0
P4-0102,central,late,central_late,64.81,1
P4-0103,central,late,central_late,67.21,1
P4-0104,central,late,central_late,50.69,0
P4-0105,central,late,central_late,31.96,0
P4-0106,central,late,central_late,54.43,1
P4-0107,central,late,central_late,47.23,0
P4-0108,central,late,central_late,49.83,0
P4-0109,central,late,central_late,41.74,0
P4-0110,central,late,central_late,42.25,0
P4-0111,central,late,central_late,45.94,0
P4-0112,central,late,central_late,51.56,0
P4-0113,central,late,central_late,60.52,0
P4-0114,central,late,central_late,52.22,0
P4-0115,central,late,central_late,63.42,1
P4-0116,central,late,central_late,74.03,0
P4-0117,central,late,central_late,65.73,0
P4-0118,central,late,central_late,59.97,1
P4-0119,central,late,central_late,59.51,1
P4-0120,central,late,central_late,54.38,0
P4-0121,central,late,central_late,53.53,0
P4-0122,central,late,central_late,51.59,1
P4-0123,central,late,central_late,46.03,0
P4-0124,central,late,central_late,60.32,1
P4-0125,central,late,central_late,44.04,1
P4-0126,central,late,central_late,61.82,1
P4-0127,central,late,central_late,95,0
P4-0128,central,late,central_late,26.39,0
P4-0129,central,late,central_late,40.95,0
P4-0130,central,late,central_late,72.0,0
P4-0131,central,late,central_late,38.06,0
P4-0132,central,late,central_late,55.86,1
P4-0133,central,late,central_late,56.31,1
P4-0134,central,late,central_late,64.05,0
P4-0135,central,late,central_late,55.73,0
P4-0136,central,late,central_late,65.02,0
P4-0137,central,late,central_late,60.52,1
P4-0138,central,late,central_late,55.33,0
P4-0139,central,late,central_late,46.92,0
P4-0140,central,late,central_late,63.48,0
P4-0141,central,late,central_late,67.84,1
P4-0142,central,late,central_late,30.52,0
P4-0143,central,late,central_late,66.56,0
P4-0144,central,late,central_late,54.58,0
P4-0145,central,late,central_late,63.98,0
P4-0146,central,late,central_late,49.73,1
P4-0147,central,late,central_late,53.82,0
P4-0148,central,late,central_late,66.72,0
P4-0149,central,late,central_late,40.31,0
P4-0150,central,late,central_late,53.06,0
P4-0151,central,late,central_late,50.17,0
P4-0152,central,late,central_late,52.34,0
P4-0153,central,late,central_late,57.92,1
P4-0154,central,late,central_late,50.73,1
P4-0155,central,late,central_late,55.46,0
P4-0156,central,late,central_late,63.63,0
P4-0157,central,late,central_late,67.28,0
P4-0158,central,late,central_late,77.81,1
P4-0159,central,late,central_late,46.68,1
P4-0160,central,late,central_late,63.93,0
P4-0161,central,late,central_late,34.88,0
P4-0162,central,late,central_late,46.41,0
P4-0163,central,late,central_late,47.12,0
P4-0164,central,late,central_late,49.67,0
P4-0165,central,late,central_late,58.8,0
P4-0166,central,late,central_late,48.98,0
P4-0167,central,late,central_late,51.02,0
P4-0168,central,late,central_late,53.54,0
P4-0169,central,late,central_late,49.75,0
P4-0170,central,late,central_late,79.49,1
P4-0171,central,late,central_late,60.78,0
P4-0172,central,late,central_late,43.59,0
P4-0173,central,late,central_late,73.41,1
P4-0174,central,late,central_late,53.33,1
P4-0175,central,late,central_late,48.68,0
P4-0176,central,late,central_late,51.77,1
P4-0177,central,late,central_late,50.88,0
P4-0178,central,late,central_late,54.89,1
P4-0179,central,late,central_late,84.17,0
P4-0180,central,late,central_late,66.36,0
P4-0181,central,late,central_late,43.06,0
P4-0182,central,late,central_late,55.27,0
P4-0183,central,late,central_late,41.13,0
P4-0184,central,late,central_late,49.33,0
P4-0185,central,late,central_late,36.17,1
P4-0186,central,late,central_late,50.8,0
P4-0187,central,late,central_late,36.2,0
P4-0188,central,late,central_late,69.71,0
P4-0189,central,late,central_late,69.53,1
P4-0190,central,late,central_late,70.02,0
P4-0191,central,late,central_late,55.77,0
P4-0192,central,late,central_late,51.62,0
P4-0193,central,late,central_late,61.56,0
P4-0194,central,late,central_late,39.65,0
P4-0195,central,late,central_late,44.64,1
P4-0196,central,late,central_late,54.81,0
P4-0197,central,late,central_late,41.37,0
P4-0198,central,late,central_late,60.59,0
P4-0199,central,late,central_late,62.34,0
P4-0200,central,late,central_late,54.17,1
P4-0201,central,late,central_late,57.92,0
P4-0202,central,late,central_late,41.25,1
P4-0203,central,late,central_late,50.53,1
P4-0204,central,late,central_late,71.33,0
P4-0205,central,late,central_late,40.11,0
P4-0206,central,late,central_late,44.51,0
P4-0207,central,late,central_late,59.08,0
P4-0208,central,late,central_late,61.34,0
P4-0209,central,late,central_late,57.27,0
P4-0210,central,late,central_late,64.14,1
P4-0211,central,late,central_late,39.88,0
P4-0212,central,late,central_late,50.92,1
P4-0213,central,late,central_late,47.23,0
P4-0214,central,late,central_late,45.16,0
P4-0215,central,late,central_late,33.15,0
P4-0216,central,late,central_late,37.18,0
P4-0217,central,late,central_late,55.65,0
P4-0218,central,late,central_late,55.66,0
P4-0219,central,late,central_late,42.76,1
P4-0220,central,late,central_late,44.29,0
P4-0221,central,late,central_late,52.19,1
P4-0222,central,late,central_late,44.64,1
P4-0223,central,late,central_late,41.74,0
P4-0224,central,late,central_late,57.36,0
P4-0225,central,late,central_late,63.93,0
P4-0226,central,late,central_late,61.77,0
P4-0227,central,late,central_late,34.47,0
P4-0228,central,late,central_late,61.78,0
P4-0229,central,late,central_late,61.79,0
P4-0230,central,late,central_late,37.67,0
P4-0231,central,late,central_late,47.34,0
P4-0232,central,late,central_late,49.89,0
P4-0233,central,late,central_late,45.77,1
P4-0234,central,late,central_late,48.0,1
P4-0235,central,late,central_late,66.4,0
P4-0236,central,late,central_late,49.33,0
P4-0237,central,late,central_late,47.88,0
P4-0238,central,late,central_late,56.49,0
P4-0239,central,late,central_late,45.98,1
P4-0240,central,late,central_late,62.17,0
P4-0241,central,late,central_late,52.72,1
P4-0242,central,late,central_late,61.39,0
P4-0243,central,late,central_late,48.79,0
P4-0244,central,late,central_late,40.9,1
P4-0245,central,late,central_late,72.81,0
P4-0246,central,late,central_late,46.66,1
P4-0247,central,late,central_late,70.03,0
P4-0248,central,late,central_late,60.88,1
P4-0249,central,late,central_late,40.99,0
P4-0250,central,late,central_late,50.92,0
P4-0251,central,late,central_late,45.54,0
P4-0252,central,late,central_late,56.98,1
P4-0253,central,late,central_late,50.75,0
P4-0254,central,late,central_late,53.41,0
P4-0255,central,late,central_late,60.28,0
P4-0256,central,late,central_late,46.67,0
P4-0257,central,late,central_late,52.92,0
P4-0258,central,late,central_late,67.16,0
P4-0259,central,late,central_late,32.98,0
P4-0260,central,late,central_late,70.27,0
P4-0261,central,late,central_late,58.36,1
P4-0262,central,late,central_late,42.42,0
P4-0263,central,late,central_late,40.09,0
P4-0264,central,late,central_late,41.19,0
P4-0265,central,late,central_late,56.24,0
P4-0266,central,late,central_late,47.44,0
P4-0267,central,late,central_late,29.21,0
P4-0268,central,late,central_late,61.84,0
P4-0269,central,late,central_late,52.97,0
P4-0270,central,late,central_late,57.65,1
P4-0271,central,late,central_late,78.0,1
P4-0272,central,late,central_late,63.65,0
P4-0273,central,late,central_late,40.37,0
P4-0274,central,late,central_late,40.59,0
P4-0275,central,late,central_late,48.63,0
P4-0276,central,late,central_late,32.24,1
P4-0277,central,late,central_late,66.16,0
P4-0278,central,late,central_late,48.01,0
P4-0279,central,late,central_late,64.55,1
P4-0280,central,late,central_late,60.38,0
P4-0281,central,late,central_late,68.4,0
P4-0282,central,late,central_late,48.6,0
P4-0283,central,late,central_late,62.13,0
P4-0284,central,late,central_late,57.4,0
P4-0285,central,late,central_late,70.15,0
P4-0286,central,late,central_late,50.15,0
P4-0287,central,late,central_late,66.83,0
P4-0288,central,late,central_late,64.89,0
P4-0289,central,late,central_late,62.86,0
P4-0290,central,late,central_late,57.42,1
P4-0291,central,late,central_late,41.54,0
P4-0292,central,late,central_late,58.29,0
P4-0293,central,late,central_late,63.96,1
P4-0294,central,late,central_late,63.37,0
