unit_id,scenario,cost
long_tail-1277,long_tail,22.7206
long_tail-1278,long_tail,20.6678
long_tail-1279,long_tail,47.5596
long_tail-1280,long_tail,28.2966
long_tail-1281,long_tail,58.5441
long_tail-1282,long_tail,53.2409
long_tail-1283,long_tail,10.1024
long_tail-1284,long_tail,151.1972
long_tail-1285,long_tail,38.8219
long_tail-1286,long_tail,45.5312
long_tail-1287,long_tail,80.8902
long_tail-1288,long_tail,31.448
long_tail-1289,long_tail,13.2662
long_tail-1290,long_tail,141.9072
long_tail-1291,long_tail,36.7344
long_tail-1292,long_tail,24.676
long_tail-1293,long_tail,60.3953
long_tail-1294,long_tail,64.9813
long_tail-1295,long_tail,98.4509
long_tail-1296,long_tail,10.2987
long_tail-1297,long_tail,19.0991
long_tail-1298,long_tail,70.5724
long_tail-1299,long_tail,25.2497
long_tail-1300,long_tail,25.579
long_tail-1301,long_tail,17.5177
long_tail-1302,long_tail,5.2935
long_tail-1303,long_tail,27.0527
long_tail-1304,long_tail,60.5444
long_tail-1305,long_tail,119.7856
long_tail-1306,long_tail,29.8142
long_tail-1307,long_tail,40.2686
long_tail-1308,long_tail,30.8394
long_tail-1309,long_tail,81.7193
long_tail-1310,long_tail,33.9621
long_tail-1311,long_tail,117.8332
long_tail-1312,long_tail,148.4676
long_tail-1313,long_tail,99.4444
long_tail-1314,long_tail,21.1799
long_tail-1315,long_tail,49.2039
long_tail-1316,long_tail,29.5344
long_tail-1317,long_tail,12.9664
long_tail-1318,long_tail,11.4328
long_tail-1319,long_tail,18.8441
long_tail-1320,long_tail,29.5252
long_tail-1321,long_tail,34.8735
long_tail-1322,long_tail,44.2148
long_tail-1323,long_tail,10.595
long_tail-1324,long_tail,14.099
long_tail-1325,long_tail,26.306
long_tail-1326,long_tail,35.7817
long_tail-1327,long_tail,34.1194
long_tail-1328,long_tail,66.386
long_tail-1329,long_tail,69.8014
long_tail-1330,long_tail,55.5403
long_tail-1331,long_tail,15.0592
long_tail-1332,long_tail,9.4607
long_tail-1333,long_tail,22.7794
long_tail-1334,long_tail,18.7208
long_tail-1335,long_tail,244.2556
long_tail-1336,long_tail,9.6338
long_tail-1337,long_tail,74.8539
long_tail-1338,long_tail,36.1358
long_tail-1339,long_tail,58.7345
long_tail-1340,long_tail,25.0113
long_tail-1341,long_tail,29.3
long_tail-1342,long_tail,61.7998
long_tail-1343,long_tail,42.6053
long_tail-1344,long_tail,9.1135
long_tail-1345,long_tail,57.074
long_tail-1346,long_tail,7.5344
long_tail-1347,long_tail,17.4001
long_tail-1348,long_tail,50.1802
long_tail-1349,long_tail,16.0868
long_tail-1350,long_tail,30.2041
long_tail-1351,long_tail,39.9719
long_tail-1352,long_tail,29.8996
long_tail-1353,long_tail,71.0717
long_tail-1354,long_tail,14.8986
long_tail-1355,long_tail,43.1228
long_tail-1356,long_tail,43.2776
long_tail-1357,long_tail,40.1684
long_tail-1358,long_tail,38.0266
long_tail-1359,long_tail,15.7459
long_tail-1360,long_tail,44.7169
long_tail-1361,long_tail,22.1712
long_tail-1362,long_tail,134.3454
long_tail-1363,long_tail,12.9213
long_tail-1364,long_tail,16.6613
long_tail-1365,long_tail,16.6828
long_tail-1366,long_tail,23.0175
long_tail-1367,long_tail,17.751
long_tail-1368,long_tail,44.5168
long_tail-1369,long_tail,70.9103
long_tail-1370,long_tail,20.1373
long_tail-1371,long_tail,40.1986
long_tail-1372,long_tail,7.4154
long_tail-1373,long_tail,13.7632
long_tail-1374,long_tail,16.5513
long_tail-1375,long_tail,22.9495
long_tail-1376,long_tail,45.4524
long_tail-1377,long_tail,19.6499
long_tail-1378,long_tail,6.0986
long_tail-1379,long_tail,34.9503
long_tail-1380,long_tail,87.1799
long_tail-1381,long_tail,31.5988
long_tail-1382,long_tail,25.3456
long_tail-1383,long_tail,53.1218
long_tail-1384,long_tail,17.8573
long_tail-1385,long_tail,18.3254
long_tail-1386,long_tail,12.647
long_tail-1387,long_tail,14.0634
long_tail-1388,long_tail,33.0169
long_tail-1389,long_tail,7.1022
long_tail-1390,long_tail,88.2107
long_tail-1391,long_tail,9.3971
long_tail-1392,long_tail,82.9866
long_tail-1393,long_tail,6.3038
long_tail-1394,long_tail,116.0927
long_tail-1395,long_tail,40.1551
long_tail-1396,long_tail,93.3713
long_tail-1397,long_tail,43.0093
long_tail-1398,long_tail,3.9864
long_tail-1399,long_tail,38.1164
long_tail-1400,long_tail,57.169
long_tail-1401,long_tail,17.8806
long_tail-1402,long_tail,82.0427
long_tail-1403,long_tail,33.5752
long_tail-1404,long_tail,272.0104
long_tail-1405,long_tail,58.6797
long_tail-1406,long_tail,18.9477
long_tail-1407,long_tail,18.8323
long_tail-1408,long_tail,85.4893
long_tail-1409,long_tail,20.6516
long_tail-1410,long_tail,46.508
long_tail-1411,long_tail,99.9561
long_tail-1412,long_tail,19.2749
long_tail-1413,long_tail,60.5712
long_tail-1414,long_tail,5.0729
long_tail-1415,long_tail,6.4505
long_tail-1416,long_tail,55.4052
long_tail-1417,long_tail,50.9256
long_tail-1418,long_tail,28.3149
long_tail-1419,long_tail,45.2842
long_tail-1420,long_tail,21.136
long_tail-1421,long_tail,75.0984
long_tail-1422,long_tail,20.6783
long_tail-1423,long_tail,60.4984
long_tail-1424,long_tail,61.0678
long_tail-1425,long_tail,44.4463
long_tail-1426,long_tail,120.8242
long_tail-1427,long_tail,51.421
long_tail-1428,long_tail,20.7255
long_tail-1429,long_tail,124.172
long_tail-1430,long_tail,4.2598
long_tail-1431,long_tail,19.5772
long_tail-1432,long_tail,16.6114
long_tail-1433,long_tail,41.0443
long_tail-1434,long_tail,18.5609
long_tail-1435,long_tail,22.9449
long_tail-1436,long_tail,15.8118
long_tail-1437,long_tail,76.5345
long_tail-1438,long_tail,47.1874
long_tail-1439,long_tail,19.5463
long_tail-1440,long_tail,6.0841
long_tail-1441,long_tail,79.2136
long_tail-1442,long_tail,20.6065
long_tail-1443,long_tail,34.3576
long_tail-1444,long_tail,17.1581
long_tail-1445,long_tail,15.4864
long_tail-1446,long_tail,114.2371
long_tail-1447,long_tail,81.0593
long_tail-1448,long_tail,59.3249
long_tail-1449,long_tail,18.2156
long_tail-1450,long_tail,8.7461
long_tail-1451,long_tail,35.8046
long_tail-1452,long_tail,6.9988
long_tail-1453,long_tail,14.7392
long_tail-1454,long_tail,31.5773
long_tail-1455,long_tail,38.9675
long_tail-1456,long_tail,8.458
long_tail-1457,long_tail,59.6664
long_tail-1458,long_tail,56.1582
long_tail-1459,long_tail,31.2084
long_tail-1460,long_tail,11.8594
long_tail-1461,long_tail,6.8823
long_tail-1462,long_tail,7.6621
long_tail-1463,long_tail,15.7944
long_tail-1464,long_tail,30.9114
long_tail-1465,long_tail,26.1088
long_tail-1466,long_tail,37.4024
long_tail-1467,long_tail,28.4507
long_tail-1468,long_tail,34.2061
long_tail-1469,long_tail,50.5281
long_tail-1470,long_tail,20.4248
long_tail-1471,long_tail,13.6074
long_tail-1472,long_tail,167.1063
long_tail-1473,long_tail,223.1519
long_tail-1474,long_tail,12.064
long_tail-1475,long_tail,13.2735
long_tail-1476,long_tail,179.6273
long_tail-1477,long_tail,30.3674
long_tail-1478,long_tail,16.4212
long_tail-1479,long_tail,93.9302
long_tail-1480,long_tail,13.7774
long_tail-1481,long_tail,17.512
long_tail-1482,long_tail,111.0218
long_tail-1483,long_tail,59.0198
long_tail-1484,long_tail,50.9707
long_tail-1485,long_tail,6.8566
long_tail-1486,long_tail,258.058
long_tail-1487,long_tail,59.0977
long_tail-1488,long_tail,110.6657
long_tail-1489,long_tail,210.1999
long_tail-1490,long_tail,55.5002
long_tail-1491,long_tail,65.0784
long_tail-1492,long_tail,17.0564
long_tail-1493,long_tail,55.7079
long_tail-1494,long_tail,63.3933
long_tail-1495,long_tail,15.068
long_tail-1496,long_tail,45.6927
long_tail-1497,long_tail,153.1166
long_tail-1498,long_tail,104.4416
long_tail-1499,long_tail,16.6486
long_tail-1500,long_tail,51.28
long_tail-1501,long_tail,58.8958
long_tail-1502,long_tail,199.1706
long_tail-1503,long_tail,14.6408
long_tail-1504,long_tail,19.9455
long_tail-1505,long_tail,11.7071
long_tail-1506,long_tail,303.1012
long_tail-1507,long_tail,26.0262
long_tail-1508,long_tail,12.4925
long_tail-1509,long_tail,31.3434
long_tail-1510,long_tail,25.1239
long_tail-1511,long_tail,17.2772
long_tail-1512,long_tail,11.113
long_tail-1513,long_tail,200.6474
long_tail-1514,long_tail,8.0174
long_tail-1515,long_tail,72.6962
long_tail-1516,long_tail,19.4405
long_tail-1517,long_tail,15.0907
long_tail-1518,long_tail,140.2518
long_tail-1519,long_tail,20.1642
long_tail-1520,long_tail,5.824
long_tail-1521,long_tail,37.368
long_tail-1522,long_tail,27.0969
long_tail-1523,long_tail,25.924
long_tail-1524,long_tail,25.5853
long_tail-1525,long_tail,56.9908
long_tail-1526,long_tail,25.6724
long_tail-1527,long_tail,252.8236
long_tail-1528,long_tail,13.7816
long_tail-1529,long_tail,17.1644
long_tail-1530,long_tail,37.3016
long_tail-1531,long_tail,8.2525
long_tail-1532,long_tail,56.9566
long_tail-1533,long_tail,114.3318
long_tail-1534,long_tail,26.4766
long_tail-1535,long_tail,112.563
long_tail-1536,long_tail,114.4691
long_tail-1537,long_tail,49.4919
long_tail-1538,long_tail,62.1788
long_tail-1539,long_tail,43.6036
long_tail-1540,long_tail,45.1002
long_tail-1541,long_tail,54.4729
long_tail-1542,long_tail,74.3831
long_tail-1543,long_tail,27.3383
long_tail-1544,long_tail,13.2683
long_tail-1545,long_tail,71.6219
long_tail-1546,long_tail,24.6006
long_tail-1547,long_tail,65.0889
long_tail-1548,long_tail,9.1929
long_tail-1549,long_tail,37.7741
long_tail-1550,long_tail,16.048
long_tail-1551,long_tail,24.6715
long_tail-1552,long_tail,27.8044
long_tail-1553,long_tail,23.2086
long_tail-1554,long_tail,18.026
long_tail-1555,long_tail,88.9267
long_tail-1556,long_tail,31.489
long_tail-1557,long_tail,62.724
long_tail-1558,long_tail,7.2102
long_tail-1559,long_tail,40.9597
long_tail-1560,long_tail,14.4204
long_tail-1561,long_tail,361.6306
long_tail-1562,long_tail,7.7974
long_tail-1563,long_tail,67.0678
long_tail-1564,long_tail,128.8975
long_tail-1565,long_tail,172.2895
long_tail-1566,long_tail,34.8625
long_tail-1567,long_tail,41.1546
long_tail-1568,long_tail,15.3851
long_tail-1569,long_tail,25.3155
long_tail-1570,long_tail,154.6706
long_tail-1571,long_tail,20.412
long_tail-1572,long_tail,27.7076
long_tail-1573,long_tail,74.8609
long_tail-1574,long_tail,62.065
long_tail-1575,long_tail,45.0024
long_tail-1576,long_tail,46.2991
long_tail-1577,long_tail,127.1799
long_tail-1578,long_tail,18.9687
long_tail-1579,long_tail,22.8308
long_tail-1580,long_tail,6.6441
long_tail-1581,long_tail,23.8907
long_tail-1582,long_tail,52.5998
long_tail-1583,long_tail,15.9565
long_tail-1584,long_tail,13.7493
long_tail-1585,long_tail,28.4101
long_tail-1586,long_tail,82.455
long_tail-1587,long_tail,78.4444
long_tail-1588,long_tail,111.078
long_tail-1589,long_tail,76.1829
long_tail-1590,long_tail,83.0308
long_tail-1591,long_tail,191.9285
long_tail-1592,long_tail,17.2668
long_tail-1593,long_tail,55.6276
long_tail-1594,long_tail,70.4106
long_tail-1595,long_tail,40.8564
long_tail-1596,long_tail,14.9078
long_tail-1597,long_tail,17.4669
long_tail-1598,long_tail,18.2541
long_tail-1599,long_tail,40.726
long_tail-1600,long_tail,53.3257
long_tail-1601,long_tail,72.0076
long_tail-1602,long_tail,45.3661
long_tail-1603,long_tail,23.2739
long_tail-1604,long_tail,16.2563
long_tail-1605,long_tail,18.518
long_tail-1606,long_tail,77.2678
long_tail-1607,long_tail,18.7788
long_tail-1608,long_tail,21.2877
long_tail-1609,long_tail,10.5639
long_tail-1610,long_tail,71.3604
long_tail-1611,long_tail,21.4379
long_tail-1612,long_tail,69.9556
long_tail-1613,long_tail,112.9161
long_tail-1614,long_tail,59.5539
long_tail-1615,long_tail,25.5792
long_tail-1616,long_tail,47.9352
long_tail-1617,long_tail,27.0936
long_tail-1618,long_tail,27.0005
long_tail-1619,long_tail,7.234
long_tail-1620,long_tail,96.0473
long_tail-1621,long_tail,26.9544
long_tail-1622,long_tail,16.0343
long_tail-1623,long_tail,28.4221
long_tail-1624,long_tail,39.8721
long_tail-1625,long_tail,61.9298
long_tail-1626,long_tail,24.2513
long_tail-1627,long_tail,19.4927
long_tail-1628,long_tail,23.8531
long_tail-1629,long_tail,36.0537
long_tail-1630,long_tail,76.4776
long_tail-1631,long_tail,76.3779
long_tail-1632,long_tail,3.693
long_tail-1633,long_tail,36.6208
long_tail-1634,long_tail,138.8705
long_tail-1635,long_tail,27.1003
long_tail-1636,long_tail,8.819
long_tail-1637,long_tail,32.462
long_tail-1638,long_tail,39.7687
long_tail-1639,long_tail,62.0853
long_tail-1640,long_tail,27.8028
long_tail-1641,long_tail,22.369
long_tail-1642,long_tail,30.9203
long_tail-1643,long_tail,25.7965
long_tail-1644,long_tail,55.7799
long_tail-1645,long_tail,17.6249
long_tail-1646,long_tail,50.4824
long_tail-1647,long_tail,9.0602
long_tail-1648,long_tail,22.7969
long_tail-1649,long_tail,42.3822
long_tail-1650,long_tail,71.6454
long_tail-1651,long_tail,47.5829
long_tail-1652,long_tail,51.4714
long_tail-1653,long_tail,67.0427
long_tail-1654,long_tail,143.9322
long_tail-1655,long_tail,9.6837
long_tail-1656,long_tail,16.9747
long_tail-1657,long_tail,18.633
long_tail-1658,long_tail,61.0579
long_tail-1659,long_tail,11.1145
long_tail-1660,long_tail,33.5021
long_tail-1661,long_tail,58.3122
long_tail-1662,long_tail,53.5726
long_tail-1663,long_tail,29.4422
long_tail-1664,long_tail,11.7572
long_tail-1665,long_tail,36.1299
long_tail-1666,long_tail,160.4648
long_tail-1667,long_tail,39.246
long_tail-1668,long_tail,29.5211
long_tail-1669,long_tail,117.9259
long_tail-1670,long_tail,13.6742
long_tail-1671,long_tail,10.8853
long_tail-1672,long_tail,19.8475
long_tail-1673,long_tail,33.5963
long_tail-1674,long_tail,43.1291
long_tail-1675,long_tail,34.5324
long_tail-1676,long_tail,39.9228
long_tail-1677,long_tail,31.521
long_tail-1678,long_tail,48.4931
long_tail-1679,long_tail,23.6432
long_tail-1680,long_tail,256.8527
long_tail-1681,long_tail,81.6591
long_tail-1682,long_tail,21.0465
long_tail-1683,long_tail,11.524
long_tail-1684,long_tail,50.4449
long_tail-1685,long_tail,46.6821
long_tail-1686,long_tail,79.9616
long_tail-1687,long_tail,42.9943
long_tail-1688,long_tail,16.8709
long_tail-1689,long_tail,270.3779
long_tail-1690,long_tail,47.552
long_tail-1691,long_tail,38.7938
long_tail-1692,long_tail,35.5107
long_tail-1693,long_tail,27.2892
long_tail-1694,long_tail,40.2197
long_tail-1695,long_tail,23.533
long_tail-1696,long_tail,34.7061
long_tail-1697,long_tail,11.5335
long_tail-1698,long_tail,11.326
long_tail-1699,long_tail,36.4133
long_tail-1700,long_tail,37.7334
long_tail-1701,long_tail,18.0475
long_tail-1702,long_tail,17.2111
long_tail-1703,long_tail,23.5265
long_tail-1704,long_tail,20.4304
long_tail-1705,long_tail,22.773
long_tail-1706,long_tail,87.1758
long_tail-1707,long_tail,378.7164
long_tail-1708,long_tail,15.4472
long_tail-1709,long_tail,22.438
long_tail-1710,long_tail,26.3389
long_tail-1711,long_tail,9.8116
long_tail-1712,long_tail,35.4154
long_tail-1713,long_tail,7.1262
long_tail-1714,long_tail,129.1986
long_tail-1715,long_tail,96.5117
long_tail-1716,long_tail,26.6069
long_tail-1717,long_tail,26.1469
long_tail-1718,long_tail,14.4049
long_tail-1719,long_tail,13.0005
long_tail-1720,long_tail,23.2918
long_tail-1721,long_tail,100.7505
long_tail-1722,long_tail,58.4804
long_tail-1723,long_tail,206.6595
long_tail-1724,long_tail,3.0524
long_tail-1725,long_tail,64.5411
long_tail-1726,long_tail,38.5102
long_tail-1727,long_tail,10.3627
long_tail-1728,long_tail,264.5511
long_tail-1729,long_tail,34.4544
long_tail-1730,long_tail,17.4838
long_tail-1731,long_tail,27.9087
long_tail-1732,long_tail,10.2778
long_tail-1733,long_tail,51.657
long_tail-1734,long_tail,50.279
long_tail-1735,long_tail,26.5053
long_tail-1736,long_tail,21.2628
long_tail-1737,long_tail,53.7677
long_tail-1738,long_tail,34.2392
long_tail-1739,long_tail,68.0686
long_tail-1740,long_tail,207.786
long_tail-1741,long_tail,17.4856
long_tail-1742,long_tail,33.0973
long_tail-1743,long_tail,21.6947
long_tail-1744,long_tail,32.3714
long_tail-1745,long_tail,28.8441
long_tail-1746,long_tail,23.5367
long_tail-1747,long_tail,14.098
long_tail-1748,long_tail,62.6987
long_tail-1749,long_tail,22.1115
long_tail-1750,long_tail,18.5349
long_tail-1751,long_tail,46.1812
long_tail-1752,long_tail,117.0295
long_tail-1753,long_tail,23.0289
long_tail-1754,long_tail,7.5566
long_tail-1755,long_tail,51.8177
long_tail-1756,long_tail,8.9173
long_tail-1757,long_tail,14.9714
long_tail-1758,long_tail,39.5977
long_tail-1759,long_tail,14.5103
long_tail-1760,long_tail,52.9573
long_tail-1761,long_tail,6.0408
long_tail-1762,long_tail,13.152
long_tail-1763,long_tail,24.7171
long_tail-1764,long_tail,30.6765
long_tail-1765,long_tail,26.7643
long_tail-1766,long_tail,79.7459
long_tail-1767,long_tail,21.7945
long_tail-1768,long_tail,20.517
long_tail-1769,long_tail,33.9677
long_tail-1770,long_tail,16.8666
long_tail-1771,long_tail,103.738
long_tail-1772,long_tail,20.5956
long_tail-1773,long_tail,45.6784
long_tail-1774,long_tail,14.6108
long_tail-1775,long_tail,47.1519
long_tail-1776,long_tail,15.2999
long_tail-1777,long_tail,9.6991
long_tail-1778,long_tail,10.2309
long_tail-1779,long_tail,40.8947
long_tail-1780,long_tail,29.1153
long_tail-1781,long_tail,50.2197
long_tail-1782,long_tail,20.8198
long_tail-1783,long_tail,9.1794
long_tail-1784,long_tail,97.3593
long_tail-1785,long_tail,26.1499
long_tail-1786,long_tail,25.1338
long_tail-1787,long_tail,25.1682
long_tail-1788,long_tail,20.668
long_tail-1789,long_tail,154.0122
long_tail-1790,long_tail,39.2732
long_tail-1791,long_tail,30.6355
long_tail-1792,long_tail,81.7843
long_tail-1793,long_tail,24.2075
long_tail-1794,long_tail,218.3125
long_tail-1795,long_tail,54.4252
long_tail-1796,long_tail,26.2575
long_tail-1797,long_tail,19.1167
long_tail-1798,long_tail,12.5594
long_tail-1799,long_tail,19.0317
long_tail-1800,long_tail,15.748
long_tail-1801,long_tail,43.8079
long_tail-1802,long_tail,111.2714
long_tail-1803,long_tail,63.3704
long_tail-1804,long_tail,35.1787
long_tail-1805,long_tail,53.8678
long_tail-1806,long_tail,15.8669
long_tail-1807,long_tail,27.8796
long_tail-1808,long_tail,48.6566
long_tail-1809,long_tail,87.6589
long_tail-1810,long_tail,13.4203
long_tail-1811,long_tail,70.8848
long_tail-1812,long_tail,40.1372
long_tail-1813,long_tail,23.8139
long_tail-1814,long_tail,28.1314
long_tail-1815,long_tail,69.2844
long_tail-1816,long_tail,36.6306
long_tail-1817,long_tail,63.7177
long_tail-1818,long_tail,23.0347
long_tail-1819,long_tail,98.7378
long_tail-1820,long_tail,42.9609
long_tail-1821,long_tail,43.0888
long_tail-1822,long_tail,174.1438
long_tail-1823,long_tail,161.9871
long_tail-1824,long_tail,40.422
long_tail-1825,long_tail,65.7843
long_tail-1826,long_tail,18.1419
long_tail-1827,long_tail,80.8755
long_tail-1828,long_tail,30.4476
long_tail-1829,long_tail,182.7437
long_tail-1830,long_tail,27.7473
long_tail-1831,long_tail,33.2512
long_tail-1832,long_tail,28.9086
long_tail-1833,long_tail,1.9703
long_tail-1834,long_tail,160.9135
long_tail-1835,long_tail,99.3645
long_tail-1836,long_tail,26.2774
long_tail-1837,long_tail,19.0634
long_tail-1838,long_tail,6.1575
long_tail-1839,long_tail,29.6218
long_tail-1840,long_tail,73.5661
long_tail-1841,long_tail,52.2005
long_tail-1842,long_tail,27.2617
long_tail-1843,long_tail,44.2315
long_tail-1844,long_tail,78.059
long_tail-1845,long_tail,18.4583
long_tail-1846,long_tail,20.8248
long_tail-1847,long_tail,16.7709
long_tail-1848,long_tail,55.1065
long_tail-1849,long_tail,37.1336
long_tail-1850,long_tail,67.9819
long_tail-1851,long_tail,28.4094
long_tail-1852,long_tail,10.0612
long_tail-1853,long_tail,71.6239
long_tail-1854,long_tail,81.8406
long_tail-1855,long_tail,10.6629
long_tail-1856,long_tail,29.8829
long_tail-1857,long_tail,45.9517
long_tail-1858,long_tail,22.8959
long_tail-1859,long_tail,7.3779
long_tail-1860,long_tail,61.0541
long_tail-1861,long_tail,53.616
long_tail-1862,long_tail,109.5281
long_tail-1863,long_tail,97.6939
long_tail-1864,long_tail,96.7715
long_tail-1865,long_tail,242.413
long_tail-1866,long_tail,16.5695
long_tail-1867,long_tail,9.4632
long_tail-1868,long_tail,20.9278
long_tail-1869,long_tail,25.9962
long_tail-1870,long_tail,21.807
long_tail-1871,long_tail,12.1853
long_tail-1872,long_tail,32.2763
long_tail-1873,long_tail,56.928
long_tail-1874,long_tail,22.7223
long_tail-1875,long_tail,15.0115
long_tail-1876,long_tail,107.7788
long_tail-1877,long_tail,83.8282
long_tail-1878,long_tail,14.6128
long_tail-1879,long_tail,22.6894
long_tail-1880,long_tail,30.4318
long_tail-1881,long_tail,18.5677
long_tail-1882,long_tail,3.5295
long_tail-1883,long_tail,34.3295
long_tail-1884,long_tail,47.8372
long_tail-1885,long_tail,29.2358
long_tail-1886,long_tail,69.3674
long_tail-1887,long_tail,39.3116
long_tail-1888,long_tail,4.6711
long_tail-1889,long_tail,174.1906
long_tail-1890,long_tail,5.5644
long_tail-1891,long_tail,15.8705
long_tail-1892,long_tail,39.0916
long_tail-1893,long_tail,23.5199
long_tail-1894,long_tail,153.5539
long_tail-1895,long_tail,12.6931
long_tail-1896,long_tail,12.2816
long_tail-1897,long_tail,314.6322
long_tail-1898,long_tail,26.762
long_tail-1899,long_tail,506.8726
long_tail-1900,long_tail,32.1612
long_tail-1901,long_tail,22.3314
long_tail-1902,long_tail,2.1595
long_tail-1903,long_tail,10.2485
long_tail-1904,long_tail,36.0978
long_tail-1905,long_tail,62.822
long_tail-1906,long_tail,22.4203
long_tail-1907,long_tail,61.0735
long_tail-1908,long_tail,37.9792
long_tail-1909,long_tail,22.5695
long_tail-1910,long_tail,22.1652
long_tail-1911,long_tail,4.7952
long_tail-1912,long_tail,8.994
long_tail-1913,long_tail,77.1451
long_tail-1914,long_tail,33.6497
long_tail-1915,long_tail,158.4014
long_tail-1916,long_tail,123.9179
long_tail-1917,long_tail,43.6872
long_tail-1918,long_tail,39.3689
long_tail-1919,long_tail,47.5603
long_tail-1920,long_tail,10.2968
long_tail-1921,long_tail,19.4736
long_tail-1922,long_tail,31.8507
long_tail-1923,long_tail,198.9939
long_tail-1924,long_tail,127.9829
long_tail-1925,long_tail,22.4072
long_tail-1926,long_tail,47.6946
long_tail-1927,long_tail,20.61
long_tail-1928,long_tail,134.7559
long_tail-1929,long_tail,28.6793
long_tail-1930,long_tail,42.381
long_tail-1931,long_tail,25.6192
long_tail-1932,long_tail,65.7331
long_tail-1933,long_tail,53.4389
long_tail-1934,long_tail,42.1958
long_tail-1935,long_tail,146.7359
long_tail-1936,long_tail,33.1175
long_tail-1937,long_tail,10.5024
long_tail-1938,long_tail,42.624
long_tail-1939,long_tail,24.618
long_tail-1940,long_tail,16.855
long_tail-1941,long_tail,57.4791
long_tail-1942,long_tail,67.1521
long_tail-1943,long_tail,17.5897
long_tail-1944,long_tail,60.7415
long_tail-1945,long_tail,26.6907
long_tail-1946,long_tail,38.8751
long_tail-1947,long_tail,24.6559
long_tail-1948,long_tail,27.2465
long_tail-1949,long_tail,50.8689
long_tail-1950,long_tail,84.9794
long_tail-1951,long_tail,96.4203
long_tail-1952,long_tail,17.2719
long_tail-1953,long_tail,22.1039
long_tail-1954,long_tail,63.9253
long_tail-1955,long_tail,22.3501
long_tail-1956,long_tail,11.4475
long_tail-1957,long_tail,24.1696
long_tail-1958,long_tail,16.6404
long_tail-1959,long_tail,19.8519
long_tail-1960,long_tail,57.8155
long_tail-1961,long_tail,34.1458
long_tail-1962,long_tail,21.6749
long_tail-1963,long_tail,90.7515
long_tail-1964,long_tail,36.2902
long_tail-1965,long_tail,24.6525
long_tail-1966,long_tail,54.2364
long_tail-1967,long_tail,39.2264
long_tail-1968,long_tail,29.7071
long_tail-1969,long_tail,36.1825
long_tail-1970,long_tail,46.5854
long_tail-1971,long_tail,29.7524
long_tail-1972,long_tail,44.5089
long_tail-1973,long_tail,18.7451
long_tail-1974,long_tail,124.5715
long_tail-1975,long_tail,11.7247
long_tail-1976,long_tail,1.9613
long_tail-1977,long_tail,22.8633
long_tail-1978,long_tail,42.6007
long_tail-1979,long_tail,31.7926
long_tail-1980,long_tail,22.8008
long_tail-1981,long_tail,30.941
long_tail-1982,long_tail,14.5769
long_tail-1983,long_tail,20.7763
long_tail-1984,long_tail,24.6015
long_tail-1985,long_tail,20.4442
long_tail-1986,long_tail,55.9101
long_tail-1987,long_tail,45.7447
long_tail-1988,long_tail,15.4563
long_tail-1989,long_tail,34.4277
long_tail-1990,long_tail,5.138
long_tail-1991,long_tail,79.8153
long_tail-1992,long_tail,174.6609
long_tail-1993,long_tail,61.6649
long_tail-1994,long_tail,12.9402
long_tail-1995,long_tail,47.7226
long_tail-1996,long_tail,27.2114
long_tail-1997,long_tail,29.5453
long_tail-1998,long_tail,37.135
long_tail-1999,long_tail,38.4826
long_tail-2000,long_tail,35.8653
long_tail-2001,long_tail,18.9503
long_tail-2002,long_tail,13.0955
long_tail-2003,long_tail,31.2527
long_tail-2004,long_tail,36.4693
long_tail-2005,long_tail,95.9504
long_tail-2006,long_tail,118.9513
long_tail-2007,long_tail,100.7037
long_tail-2008,long_tail,12.1058
long_tail-2009,long_tail,217.2257
long_tail-2010,long_tail,124.1464
long_tail-2011,long_tail,23.8128
long_tail-2012,long_tail,8.2722
long_tail-2013,long_tail,101.8225
long_tail-2014,long_tail,35.5851
long_tail-2015,long_tail,25.0276
long_tail-2016,long_tail,20.7361
long_tail-2017,long_tail,45.9104
long_tail-2018,long_tail,49.6038
long_tail-2019,long_tail,51.1996
long_tail-2020,long_tail,53.6336
long_tail-2021,long_tail,12.8717
long_tail-2022,long_tail,31.5912
long_tail-2023,long_tail,187.5621
long_tail-2024,long_tail,45.4219
long_tail-2025,long_tail,11.6662
long_tail-2026,long_tail,35.4769
long_tail-2027,long_tail,51.5613
long_tail-2028,long_tail,13.5745
long_tail-2029,long_tail,124.6719
long_tail-2030,long_tail,42.8276
long_tail-2031,long_tail,45.4838
long_tail-2032,long_tail,138.7293
long_tail-2033,long_tail,45.5984
long_tail-2034,long_tail,32.5414
long_tail-2035,long_tail,14.7797
long_tail-2036,long_tail,50.7952
long_tail-2037,long_tail,53.5843
long_tail-2038,long_tail,6.9585
long_tail-2039,long_tail,21.8395
long_tail-2040,long_tail,87.7056
long_tail-2041,long_tail,22.8626
long_tail-2042,long_tail,7.7619
long_tail-2043,long_tail,102.1771
long_tail-2044,long_tail,24.8332
long_tail-2045,long_tail,59.9148
long_tail-2046,long_tail,5.1811
long_tail-2047,long_tail,23.3084
long_tail-2048,long_tail,10.0732
long_tail-2049,long_tail,19.1603
long_tail-2050,long_tail,124.9734
long_tail-2051,long_tail,26.8045
long_tail-2052,long_tail,162.259
long_tail-2053,long_tail,23.6908
long_tail-2054,long_tail,67.7428
long_tail-2055,long_tail,40.3505
long_tail-2056,long_tail,19.9173
long_tail-2057,long_tail,61.2249
